,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,61.02240467071533
1,ICELL8_SE_B_kallisto_umap.csv,553,5,58.011675119400024
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,103.47861456871033
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,107.18857955932617
4,10X_LLU_A_umitools_umap.csv,2476,7,98.97158026695251
5,10X_LLU_A_zumi_umap.csv,2825,7,106.89643859863281
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,71.6670241355896
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,73.41921281814575
8,10X_LLU_B_umitools_umap.csv,1184,6,71.95306730270386
9,10X_LLU_B_zumi_umap.csv,1207,6,73.12914204597473
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,181.25246810913086
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,212.58467769622803
12,10X_NCI_A_umitools_umap.csv,5344,10,191.94757056236267
13,10X_NCI_A_zumi_umap.csv,5385,9,187.61879110336304
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,104.36315894126892
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,116.07801270484924
16,10X_NCI_B_umitools_umap.csv,2630,7,102.53436160087585
17,10X_NCI_B_zumi_umap.csv,2836,7,105.95505261421204
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,180.98292469978333
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,201.34102082252502
20,10X_NCI_M_A_umitools_umap.csv,5339,10,193.91995668411255
21,10X_NCI_M_A_zumi_umap.csv,5416,10,196.58336806297302
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,102.74418449401855
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,119.13099455833435
24,10X_NCI_M_B_umitools_umap.csv,2628,7,103.90132403373718
25,10X_NCI_M_B_zumi_umap.csv,2805,7,108.75362062454224
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,51.282472372055054
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,53.573132038116455
28,C1_FDA_HT_A_rsem_umap.csv,197,3,50.26481795310974
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,55.89019227027893
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,55.17085123062134
31,C1_FDA_HT_B_rsem_umap.csv,231,4,56.951767921447754
32,C1_LLU_A_featureCounts_umap.csv,70,3,53.42876052856445
33,C1_LLU_A_kallisto_umap.csv,72,3,55.34710955619812
34,C1_LLU_A_rsem_umap.csv,71,3,55.44501185417175
35,C1_LLU_B_featureCounts_umap.csv,59,3,55.219213008880615
36,C1_LLU_B_kallisto_umap.csv,60,3,57.94998121261597
37,C1_LLU_B_rsem_umap.csv,60,3,55.171457052230835
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,59.36311197280884
39,ICELL8_PE_A_kallisto_umap.csv,570,5,59.77953815460205
40,ICELL8_PE_A_rsem_umap.csv,563,5,59.25216603279114
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,59.45542550086975
42,ICELL8_PE_B_kallisto_umap.csv,551,5,59.59503436088562
43,ICELL8_PE_B_rsem_umap.csv,548,5,56.74188756942749
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,60.71817231178284
45,ICELL8_SE_A_rsem_umap.csv,569,5,59.49172329902649
46,ICELL8_SE_B_featureCounts_umap.csv,550,5,60.99900960922241
47,ICELL8_SE_B_rsem_umap.csv,549,5,59.42942762374878
