ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	5	3	1
Cell2	1	11	4	1
Cell3	1	12	1	4
Cell4	1	8	5	5
Cell5	1	13	8	8
Cell6	1	7	1	4
Cell7	1	1	6	3
Cell8	1	6	7	7
Cell9	1	3	8	8
Cell10	1	6	7	7
Cell11	1	1	2	3
Cell12	1	9	5	5
Cell13	1	7	1	4
Cell14	1	8	5	5
Cell15	1	16	7	2
Cell16	1	3	8	8
Cell17	1	5	3	1
Cell18	1	8	5	5
Cell19	1	8	5	5
Cell20	1	7	1	4
Cell21	1	8	5	5
Cell22	1	15	6	3
Cell23	1	4	1	6
Cell24	1	2	7	2
Cell25	1	15	6	3
Cell26	1	8	5	5
Cell27	1	14	1	6
Cell28	1	6	7	7
Cell29	1	7	1	4
Cell30	1	13	8	8
Cell31	1	9	5	5
Cell32	1	1	2	3
Cell33	1	2	7	2
Cell34	1	2	7	2
Cell35	1	8	5	5
Cell37	1	3	8	8
Cell38	1	16	7	2
Cell39	1	7	1	4
Cell40	1	9	5	5
Cell41	1	13	8	8
Cell42	1	9	5	5
Cell43	1	10	7	7
Cell44	1	11	4	1
Cell45	1	3	8	8
Cell47	1	4	1	6
Cell48	1	11	4	1
Cell49	1	3	8	8
Cell50	1	4	1	6
Cell51	1	10	7	7
Cell52	1	4	1	6
Cell53	1	11	4	1
Cell54	1	3	8	8
Cell55	1	5	3	1
Cell56	1	15	6	3
Cell57	1	6	7	7
Cell58	1	4	1	6
Cell59	1	16	7	2
Cell60	1	4	1	6
Cell61	1	6	7	7
Cell62	1	8	5	5
Cell63	1	13	8	8
Cell64	1	7	1	4
Cell65	1	16	7	2
Cell66	1	1	2	3
Cell67	1	3	8	8
Cell68	1	8	5	5
Cell69	1	2	7	2
Cell70	1	6	7	7
Cell71	1	9	5	5
Cell72	1	15	6	3
Cell73	1	3	8	8
Cell74	1	4	1	6
Cell75	1	12	1	4
Cell76	1	4	1	6
Cell78	1	4	1	6
Cell79	1	1	2	3
Cell80	1	15	6	3
Cell81	1	4	1	6
Cell82	1	13	8	8
Cell83	1	10	7	7
Cell84	1	7	1	4
Cell85	1	15	6	3
Cell86	1	11	4	1
Cell87	1	6	7	7
Cell88	1	13	8	8
Cell89	1	4	1	6
Cell90	1	8	5	5
Cell91	1	3	8	8
Cell92	1	5	3	1
Cell93	1	4	1	6
Cell94	1	5	3	1
Cell95	1	6	7	7
Cell96	1	9	5	5
Cell97	1	5	3	1
Cell98	1	4	1	6
Cell99	1	15	6	3
Cell100	1	5	3	1
Cell101	1	5	3	1
Cell102	1	6	7	7
Cell103	1	2	7	2
Cell104	1	1	2	3
Cell105	1	13	8	8
Cell106	1	7	1	4
Cell107	1	15	6	3
Cell109	1	12	1	4
Cell110	1	2	7	2
Cell111	1	12	1	4
Cell112	1	12	1	4
Cell113	1	9	5	5
Cell114	1	2	7	2
Cell115	1	11	4	1
Cell116	1	10	7	7
Cell117	1	7	1	4
Cell119	1	3	8	8
Cell120	1	13	8	8
Cell121	1	1	2	3
Cell122	1	13	8	8
Cell123	1	12	1	4
Cell124	1	4	1	6
Cell125	1	10	7	7
Cell126	1	11	4	1
Cell127	1	10	7	7
Cell128	1	1	2	3
Cell129	1	14	1	6
Cell130	1	11	4	1
Cell131	1	11	3	1
Cell132	1	5	3	1
Cell133	1	7	1	4
Cell134	1	5	3	1
Cell135	1	4	1	6
Cell136	1	5	3	1
Cell137	1	5	3	1
Cell138	1	2	7	2
Cell139	1	1	6	3
Cell141	1	9	5	5
Cell142	1	1	2	3
Cell143	1	2	7	2
Cell145	1	7	1	4
Cell146	1	1	2	3
Cell147	1	12	1	4
Cell148	1	5	3	1
Cell149	1	11	4	1
Cell150	1	1	2	3
Cell151	1	10	7	7
Cell152	1	5	3	1
Cell154	1	8	5	5
Cell155	1	2	7	2
Cell156	1	12	1	4
Cell157	1	7	1	4
Cell158	1	9	5	5
Cell159	1	16	7	2
Cell160	1	6	7	7
Cell161	1	10	7	7
Cell162	1	15	6	3
Cell163	1	12	1	4
Cell164	1	3	8	8
Cell165	1	8	5	5
Cell166	1	14	1	6
Cell167	1	15	6	3
Cell168	1	16	7	2
Cell169	1	14	1	6
Cell170	1	9	5	5
Cell171	1	10	7	7
Cell172	1	4	1	6
Cell173	1	1	2	3
Cell174	1	16	7	2
Cell175	1	9	5	5
Cell176	1	3	8	8
Cell177	1	7	1	4
Cell178	1	14	1	6
Cell179	1	12	1	4
Cell180	1	12	1	4
Cell181	1	13	8	8
Cell182	1	11	4	1
Cell183	1	13	8	8
Cell184	1	2	7	2
Cell185	1	6	7	7
Cell186	1	10	7	7
Cell187	1	16	7	2
Cell188	1	2	7	2
Cell189	1	5	3	1
Cell190	1	15	6	3
Cell191	1	8	5	5
Cell192	1	13	8	8
Cell193	1	1	2	3
Cell194	1	13	8	8
Cell195	1	5	3	1
Cell196	1	11	4	1
Cell197	1	14	1	6
Cell198	1	10	7	7
Cell199	1	14	1	6
Cell200	1	15	6	3
Cell201	1	13	8	8
Cell202	1	7	1	4
Cell203	1	15	6	3
Cell204	1	15	6	3
Cell206	1	8	5	5
Cell207	1	2	7	2
Cell208	1	1	6	3
Cell209	1	13	8	8
Cell210	1	10	7	7
Cell211	1	13	8	8
Cell212	1	8	5	5
Cell213	1	7	1	4
Cell214	1	13	8	8
Cell215	1	12	1	4
Cell216	1	14	1	6
Cell217	1	6	7	7
Cell218	1	13	8	8
Cell219	1	1	2	3
Cell220	1	5	3	1
Cell221	1	8	5	5
Cell222	1	7	1	4
Cell224	1	11	4	1
Cell225	1	16	7	2
Cell226	1	4	1	6
Cell227	1	1	2	3
Cell229	1	15	2	3
Cell230	1	2	7	2
Cell231	1	2	7	2
Cell232	1	10	7	7
Cell234	1	2	7	2
Cell235	1	3	8	8
Cell236	1	2	7	2
Cell237	1	8	5	5
Cell238	1	3	8	8
Cell239	1	2	7	2
Cell240	1	3	8	8
Cell243	1	14	1	6
Cell244	1	7	1	4
Cell245	1	4	1	6
Cell246	1	2	7	2
Cell247	1	6	7	7
Cell248	1	2	7	2
Cell249	1	12	1	4
Cell250	1	3	8	8
Cell251	1	1	2	3
Cell252	1	3	8	8
Cell253	1	13	8	8
Cell254	1	14	1	6
Cell255	1	1	2	3
Cell256	1	8	5	5
Cell257	1	7	1	4
Cell258	1	12	1	4
Cell259	1	6	7	7
Cell260	1	1	2	3
Cell261	1	9	5	5
Cell262	1	6	7	7
Cell263	1	10	7	7
Cell264	1	5	3	1
Cell265	1	6	7	7
Cell266	1	3	8	8
Cell267	1	9	5	5
Cell268	1	5	3	1
Cell269	1	9	5	5
Cell270	1	8	5	5
Cell271	1	8	5	5
Cell272	1	6	7	7
Cell273	1	15	6	3
Cell274	1	13	8	8
Cell276	1	9	5	5
Cell277	1	5	3	1
Cell278	1	6	7	7
Cell280	1	3	8	8
Cell281	1	4	1	6
Cell282	1	12	1	4
Cell283	1	4	1	6
Cell284	1	2	7	2
Cell285	1	10	7	7
Cell287	1	13	8	8
Cell288	1	7	1	4
Cell289	1	10	7	7
Cell290	1	5	3	1
Cell291	1	6	7	7
Cell292	1	6	7	7
Cell293	1	3	8	8
Cell294	1	3	8	8
Cell295	1	10	7	7
Cell296	1	7	1	4
Cell297	1	15	6	3
Cell298	1	1	2	3
Cell299	1	1	2	3
Cell300	1	9	5	5
Cell301	1	11	4	1
Cell302	1	1	2	3
Cell303	1	7	1	4
