,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,96.440,62.607,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.327,0.171,0.438,0.366,0.313,0.535,12,7
1,953,4,114.684,83.257,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.383,0.425,0.708,0.462,0.748,0.854,13,7
2,953,8,156.811,125.057,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,237.476,206.411,0.818,0.788,0.933,0.792,0.905,0.954,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,401.440,359.689,0.559,0.625,0.747,0.532,0.610,0.744,0.551,0.624,0.744,0.525,0.513,0.731,0.482,0.409,0.704,20,17
5,951,64,729.773,671.130,0.313,0.148,0.513,0.312,0.173,0.520,0.369,0.156,0.522,0.338,0.104,0.392,0.352,0.059,0.289,16,8
6,1892,2,138.938,101.120,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.287,0.136,0.403,0.318,0.241,0.487,17,9
7,1896,4,179.621,141.335,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.320,0.359,0.675,0.333,0.578,0.782,16,9
8,1895,8,264.257,222.805,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.351,0.657,0.862,0.898,1.000,1.000,16,8
9,1898,16,425.740,378.323,0.850,0.929,0.969,0.820,0.911,0.961,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,744.310,682.444,0.570,0.635,0.747,0.564,0.638,0.749,0.595,0.664,0.759,0.585,0.568,0.750,0.584,0.547,0.746,22,21
11,1902,64,1385.494,1291.294,0.356,0.259,0.519,0.310,0.241,0.520,0.394,0.272,0.528,0.388,0.185,0.461,0.354,0.137,0.430,22,16
12,2836,2,182.369,139.544,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.310,0.112,0.385,0.302,0.203,0.458,19,11
13,2841,4,245.596,199.861,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.331,0.317,0.653,0.343,0.457,0.724,18,12
14,2843,8,373.298,321.801,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.367,0.583,0.833,0.876,1.000,1.000,19,8
15,2841,16,613.361,549.205,0.848,0.869,0.949,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,1082.021,998.938,0.597,0.650,0.761,0.579,0.640,0.750,0.598,0.654,0.755,0.573,0.573,0.751,0.578,0.550,0.745,24,22
17,2845,64,2044.758,1908.034,0.365,0.295,0.513,0.333,0.277,0.506,0.420,0.313,0.518,0.401,0.215,0.483,0.347,0.157,0.453,26,19
18,3792,2,226.239,178.120,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.291,0.114,0.386,0.311,0.197,0.454,19,11
19,3798,4,312.928,258.116,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.308,0.274,0.630,0.331,0.451,0.723,21,12
20,3788,8,481.728,429.860,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.366,0.532,0.811,0.820,0.974,0.984,22,9
21,3783,16,801.401,724.902,0.850,0.910,0.958,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.966,0.971,16,16
22,3791,32,1437.601,1313.925,0.608,0.686,0.822,0.657,0.765,0.842,0.660,0.768,0.841,0.651,0.772,0.846,0.635,0.683,0.832,31,25
23,3792,64,2694.711,2537.968,0.388,0.320,0.534,0.362,0.317,0.531,0.412,0.324,0.541,0.379,0.233,0.514,0.388,0.194,0.494,28,21
24,4739,2,275.542,216.922,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.289,0.093,0.366,0.311,0.176,0.441,23,12
25,4742,4,381.950,316.861,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.320,0.284,0.636,0.331,0.426,0.709,20,13
26,4744,8,592.756,517.898,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.352,0.496,0.794,0.532,0.809,0.910,25,13
