,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,89.791,60.667,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.321,0.173,0.439,0.366,0.313,0.535,12,7
1,953,4,111.639,81.900,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.349,0.488,0.740,0.462,0.748,0.854,11,7
2,953,8,154.419,122.543,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,234.516,200.484,0.818,0.923,0.962,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,394.989,354.777,0.535,0.601,0.740,0.541,0.610,0.743,0.556,0.621,0.745,0.527,0.513,0.730,0.482,0.409,0.704,20,17
5,951,64,718.866,660.316,0.318,0.159,0.518,0.296,0.155,0.510,0.376,0.171,0.523,0.349,0.101,0.383,0.352,0.059,0.289,15,8
6,1892,2,137.086,97.864,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.318,0.141,0.412,0.318,0.241,0.487,15,9
7,1896,4,175.317,138.652,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.316,0.341,0.665,0.333,0.578,0.782,17,9
8,1895,8,258.646,219.068,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.419,0.706,0.876,0.898,1.000,1.000,15,8
9,1898,16,415.534,371.325,0.867,0.841,0.950,0.821,0.908,0.960,0.838,0.963,0.971,0.835,0.962,0.973,0.851,0.926,0.967,16,15
10,1900,32,733.269,672.065,0.582,0.653,0.759,0.575,0.643,0.752,0.577,0.636,0.748,0.579,0.562,0.752,0.584,0.547,0.746,22,21
11,1902,64,1367.484,1275.068,0.365,0.261,0.524,0.302,0.251,0.520,0.391,0.274,0.533,0.377,0.190,0.466,0.354,0.137,0.430,22,16
12,2836,2,178.559,135.051,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.296,0.112,0.385,0.302,0.203,0.458,19,11
13,2841,4,241.820,195.144,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.331,0.320,0.654,0.343,0.457,0.724,18,12
14,2843,8,367.023,314.066,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.366,0.563,0.825,0.876,1.000,1.000,20,8
15,2841,16,600.955,541.053,0.848,0.922,0.959,0.849,0.970,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,1067.085,1117.676,0.600,0.650,0.756,0.559,0.638,0.756,0.590,0.649,0.757,0.590,0.607,0.758,0.578,0.550,0.745,26,22
17,2845,64,2047.476,1986.734,0.388,0.304,0.514,0.334,0.282,0.509,0.414,0.315,0.522,0.393,0.192,0.473,0.347,0.157,0.453,24,19
18,3792,2,228.807,179.208,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.281,0.099,0.373,0.311,0.197,0.454,21,11
19,3798,4,318.098,260.433,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.296,0.262,0.620,0.331,0.451,0.723,23,12
20,3788,8,486.223,422.815,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.367,0.530,0.811,0.820,0.974,0.984,22,9
21,3783,16,805.475,725.802,0.850,0.910,0.958,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.964,0.969,0.828,0.966,0.971,16,16
22,3791,32,1432.797,1403.979,0.644,0.734,0.837,0.639,0.746,0.836,0.661,0.776,0.845,0.653,0.772,0.846,0.635,0.683,0.832,31,25
23,3792,64,2862.596,2529.096,0.369,0.305,0.535,0.374,0.292,0.525,0.423,0.333,0.540,0.403,0.259,0.521,0.388,0.194,0.494,30,21
24,4739,2,274.952,216.347,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.299,0.094,0.368,0.311,0.176,0.441,22,12
