,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,88.648,58.406,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.324,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,107.224,77.698,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.367,0.465,0.726,0.462,0.748,0.854,12,7
2,953,8,145.607,115.148,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,219.489,189.011,0.818,0.788,0.932,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,369.820,331.299,0.561,0.624,0.749,0.521,0.602,0.737,0.548,0.618,0.744,0.525,0.514,0.733,0.482,0.409,0.704,20,17
5,951,64,670.730,614.438,0.314,0.165,0.518,0.285,0.138,0.514,0.372,0.149,0.520,0.354,0.100,0.383,0.352,0.059,0.289,15,8
6,1892,2,129.392,92.849,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.320,0.137,0.406,0.318,0.241,0.487,16,9
7,1896,4,163.112,130.785,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.322,0.330,0.662,0.333,0.578,0.782,17,9
8,1895,8,242.035,205.415,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.421,0.706,0.876,0.898,1.000,1.000,15,8
9,1898,16,388.836,346.079,0.851,0.926,0.967,0.813,0.909,0.960,0.838,0.963,0.971,0.837,0.962,0.970,0.851,0.926,0.967,16,15
10,1900,32,685.189,626.295,0.579,0.654,0.757,0.587,0.656,0.755,0.596,0.662,0.754,0.585,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,1276.080,1271.454,0.348,0.245,0.519,0.337,0.252,0.514,0.404,0.282,0.533,0.386,0.183,0.467,0.354,0.137,0.430,22,16
12,2836,2,231.809,153.927,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.319,0.125,0.397,0.302,0.203,0.458,17,11
13,2841,4,228.198,185.601,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.324,0.320,0.654,0.343,0.457,0.724,18,12
14,2843,8,343.362,295.946,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.372,0.565,0.825,0.876,1.000,1.000,20,8
15,2841,16,563.428,504.777,0.836,0.849,0.941,0.847,0.967,0.972,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,996.886,920.174,0.577,0.645,0.754,0.575,0.633,0.751,0.600,0.660,0.759,0.574,0.604,0.754,0.578,0.550,0.745,25,22
17,2845,64,1877.248,1743.775,0.351,0.268,0.510,0.345,0.278,0.507,0.409,0.309,0.520,0.385,0.202,0.479,0.347,0.157,0.453,25,19
18,3792,2,209.775,164.975,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.306,0.113,0.385,0.311,0.197,0.454,19,11
19,3798,4,289.132,239.157,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.298,0.280,0.632,0.331,0.451,0.723,21,12
20,3788,8,444.249,386.925,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.363,0.511,0.804,0.820,0.974,0.984,23,9
21,3783,16,738.324,666.085,0.850,0.910,0.958,0.828,0.965,0.970,0.828,0.964,0.970,0.828,0.966,0.971,0.828,0.966,0.971,16,16
22,3791,32,1316.451,1216.767,0.662,0.767,0.843,0.647,0.761,0.840,0.662,0.777,0.844,0.652,0.773,0.846,0.635,0.683,0.832,31,25
23,3792,64,2479.020,2305.315,0.387,0.312,0.535,0.360,0.310,0.536,0.428,0.335,0.541,0.402,0.260,0.522,0.388,0.194,0.494,30,21
24,4739,2,253.643,200.739,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.286,0.104,0.376,0.311,0.176,0.441,21,12
25,4742,4,352.085,292.904,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.305,0.247,0.613,0.331,0.426,0.709,24,13
26,4744,8,545.751,478.844,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.350,0.504,0.799,0.532,0.809,0.910,24,13
27,4744,16,909.515,824.873,0.850,0.973,0.978,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,0.851,0.975,0.979,16,16
28,4746,32,1636.385,1511.744,0.684,0.765,0.842,0.649,0.772,0.837,0.675,0.782,0.840,0.679,0.751,0.839,0.651,0.689,0.831,28,25
29,4740,64,3086.271,2880.313,0.396,0.338,0.543,0.380,0.334,0.545,0.433,0.361,0.552,0.407,0.276,0.534,0.360,0.199,0.501,31,22
30,5697,2,296.343,238.431,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.296,0.096,0.369,0.312,0.148,0.419,22,14
31,5687,4,413.451,348.509,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.292,0.250,0.611,0.321,0.411,0.699,25,14
32,5690,8,646.687,569.881,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.342,0.483,0.791,0.530,0.807,0.909,25,13
33,5682,16,1079.888,978.516,0.803,0.894,0.946,0.810,0.946,0.957,0.810,0.945,0.957,0.770,0.925,0.947,0.808,0.945,0.956,17,16
34,5691,32,1937.848,1803.256,0.629,0.734,0.815,0.617,0.741,0.816,0.640,0.751,0.820,0.629,0.742,0.821,0.613,0.662,0.807,30,25
35,5691,64,3699.560,3439.479,0.428,0.367,0.564,0.358,0.323,0.558,0.454,0.382,0.573,0.420,0.290,0.559,0.429,0.260,0.541,34,27
36,6653,2,342.743,275.628,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.286,0.077,0.348,0.319,0.148,0.418,28,14
37,6643,4,480.644,404.006,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.304,0.229,0.600,0.337,0.400,0.697,27,14
38,6648,8,747.648,661.724,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.332,0.479,0.791,0.535,0.815,0.911,25,13
39,6645,16,1253.245,1140.972,0.818,0.841,0.909,0.747,0.808,0.896,0.776,0.872,0.907,0.693,0.832,0.888,0.774,0.876,0.910,19,16
40,6640,32,2260.851,2092.329,0.671,0.755,0.836,0.655,0.766,0.841,0.676,0.775,0.842,0.669,0.770,0.842,0.677,0.747,0.845,31,28
41,6643,64,4288.624,4020.733,0.417,0.375,0.572,0.367,0.334,0.564,0.448,0.386,0.578,0.410,0.305,0.566,0.404,0.232,0.539,34,26
42,7600,2,386.946,314.064,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.270,0.085,0.358,0.303,0.135,0.405,25,16
43,7602,4,544.395,463.524,0.877,1.000,1.000,0.877,1.000,1.000,0.877,1.000,1.000,0.301,0.200,0.584,0.328,0.352,0.672,30,16
44,7598,8,846.043,752.176,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.341,0.456,0.778,0.472,0.752,0.891,28,14
45,7601,16,1428.030,1306.953,0.854,0.869,0.955,0.816,0.966,0.974,0.816,0.965,0.973,0.726,0.919,0.951,0.816,0.963,0.972,19,16
46,7602,32,2592.611,2386.435,0.656,0.698,0.787,0.641,0.708,0.789,0.660,0.712,0.787,0.655,0.696,0.792,0.653,0.650,0.794,28,25
47,7596,64,4897.666,4578.450,0.416,0.353,0.547,0.384,0.328,0.543,0.453,0.379,0.559,0.421,0.298,0.543,0.404,0.239,0.526,35,26
48,8560,2,433.326,352.366,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.275,0.086,0.358,0.285,0.128,0.398,25,17
49,8550,4,605.936,515.837,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.307,0.215,0.593,0.332,0.374,0.683,28,15
50,8536,8,949.897,841.485,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.341,0.424,0.769,0.330,0.649,0.860,29,16
51,8541,16,1602.028,1457.790,0.870,0.984,0.985,0.870,0.985,0.985,0.870,0.985,0.985,0.773,0.935,0.963,0.870,0.984,0.985,19,16
52,8548,32,2892.944,2671.311,0.665,0.784,0.843,0.648,0.758,0.834,0.678,0.788,0.843,0.663,0.775,0.839,0.648,0.726,0.839,31,28
53,8540,64,5497.098,5134.109,0.417,0.365,0.567,0.389,0.342,0.562,0.448,0.376,0.570,0.431,0.303,0.567,0.429,0.256,0.558,33,27
54,9488,2,474.597,390.778,0.867,1.000,1.000,0.867,1.000,1.000,0.867,1.000,1.000,0.275,0.077,0.348,0.294,0.133,0.404,28,16
55,9500,4,671.338,568.309,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.291,0.204,0.585,0.305,0.339,0.660,30,18
56,9497,8,1053.919,928.354,0.875,1.000,1.000,0.875,1.000,1.000,0.875,1.000,1.000,0.342,0.453,0.783,0.337,0.608,0.842,26,18
57,9498,16,1775.927,1610.074,0.849,0.962,0.969,0.849,0.964,0.970,0.849,0.963,0.970,0.633,0.857,0.927,0.849,0.964,0.970,22,16
58,9499,32,3214.564,2973.010,0.685,0.764,0.826,0.652,0.751,0.822,0.680,0.770,0.826,0.671,0.759,0.830,0.663,0.749,0.829,29,28
59,9505,64,7272.980,8660.604,0.448,0.426,0.614,0.407,0.390,0.611,0.484,0.449,0.620,0.470,0.378,0.622,0.436,0.294,0.608,41,31
