,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,87.693,58.019,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.333,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,106.828,76.950,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.357,0.441,0.720,0.462,0.748,0.854,12,7
2,953,8,145.463,114.727,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,219.692,187.521,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,369.283,330.267,0.549,0.624,0.745,0.543,0.612,0.741,0.545,0.619,0.741,0.527,0.516,0.734,0.482,0.409,0.704,20,17
5,951,64,671.985,612.883,0.333,0.161,0.521,0.279,0.143,0.506,0.381,0.176,0.526,0.347,0.097,0.373,0.352,0.059,0.289,14,8
6,1892,2,130.627,92.361,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.315,0.139,0.407,0.318,0.241,0.487,16,9
7,1896,4,165.546,129.834,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.309,0.383,0.686,0.333,0.578,0.782,15,9
8,1895,8,242.110,204.709,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.419,0.708,0.877,0.898,1.000,1.000,15,8
9,1898,16,391.174,346.397,0.866,0.839,0.948,0.812,0.908,0.960,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,689.325,769.276,0.571,0.627,0.744,0.579,0.640,0.752,0.587,0.656,0.758,0.578,0.565,0.751,0.584,0.547,0.746,22,21
11,1902,64,1282.923,1183.487,0.355,0.241,0.523,0.313,0.243,0.519,0.401,0.273,0.533,0.391,0.186,0.469,0.354,0.137,0.430,22,16
12,2836,2,170.428,127.612,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.305,0.102,0.375,0.302,0.203,0.458,21,11
13,2841,4,228.793,184.234,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.327,0.323,0.655,0.343,0.457,0.724,18,12
14,2843,8,346.192,293.770,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.365,0.586,0.833,0.876,1.000,1.000,19,8
15,2841,16,566.404,505.446,0.848,0.921,0.959,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
