,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,89.205,57.612,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.343,0.184,0.450,0.366,0.313,0.535,11,7
1,953,4,106.448,76.907,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.356,0.438,0.719,0.462,0.748,0.854,12,7
2,953,8,146.116,115.270,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,219.714,188.078,0.825,0.924,0.963,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,372.418,330.600,0.553,0.616,0.742,0.550,0.628,0.747,0.550,0.618,0.742,0.524,0.512,0.731,0.482,0.409,0.704,20,17
5,951,64,676.227,615.401,0.341,0.180,0.526,0.300,0.159,0.514,0.365,0.158,0.518,0.353,0.101,0.382,0.352,0.059,0.289,15,8
6,1892,2,125.939,92.602,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.309,0.129,0.399,0.318,0.241,0.487,17,9
7,1896,4,163.214,130.424,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.307,0.359,0.670,0.333,0.578,0.782,17,9
8,1895,8,242.641,204.414,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.421,0.706,0.876,0.898,1.000,1.000,15,8
9,1898,16,393.162,346.597,0.867,0.841,0.950,0.775,0.890,0.944,0.838,0.964,0.971,0.835,0.960,0.972,0.851,0.926,0.967,16,15
10,1900,32,690.170,795.976,0.572,0.643,0.755,0.582,0.651,0.757,0.585,0.651,0.754,0.585,0.570,0.750,0.584,0.547,0.746,22,21
11,1902,64,1281.134,1182.015,0.375,0.269,0.525,0.326,0.241,0.519,0.398,0.279,0.534,0.373,0.174,0.463,0.354,0.137,0.430,21,16
12,2836,2,169.910,127.625,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.299,0.112,0.385,0.302,0.203,0.458,19,11
13,2841,4,229.234,183.995,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.334,0.323,0.655,0.343,0.457,0.724,18,12
14,2843,8,344.919,294.409,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.364,0.590,0.834,0.876,1.000,1.000,19,8
15,2841,16,567.847,505.071,0.850,0.924,0.961,0.849,0.971,0.974,0.849,0.971,0.974,0.848,0.972,0.975,0.848,0.971,0.974,16,16
16,2839,32,1007.645,923.243,0.585,0.654,0.759,0.563,0.635,0.752,0.593,0.644,0.752,0.579,0.595,0.754,0.578,0.550,0.745,25,22
17,2845,64,1898.868,1759.371,0.373,0.287,0.510,0.361,0.290,0.508,0.417,0.316,0.521,0.404,0.203,0.479,0.347,0.157,0.453,25,19
18,3792,2,211.051,163.861,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.290,0.116,0.387,0.311,0.197,0.454,19,11
19,3798,4,405.018,308.994,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.325,0.289,0.638,0.331,0.451,0.723,20,12
20,3788,8,445.800,386.043,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.371,0.497,0.798,0.820,0.974,0.984,24,9
21,3783,16,741.900,665.975,0.850,0.911,0.959,0.828,0.965,0.970,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.966,0.971,16,16
22,3791,32,1325.576,1214.257,0.654,0.764,0.843,0.654,0.765,0.841,0.662,0.777,0.844,0.653,0.771,0.845,0.635,0.683,0.832,31,25
23,3792,64,2504.753,2339.111,0.375,0.317,0.537,0.377,0.313,0.532,0.424,0.332,0.543,0.389,0.247,0.520,0.388,0.194,0.494,31,21
24,4739,2,252.880,199.288,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.294,0.094,0.366,0.311,0.176,0.441,23,12
