,Unnamed: 0,Instance #,Cluster #,mo-time,CPUs
5,5.0,2825.0,8.0,95.9010300800718,32
6,6.0,1211.0,6.0,65.67251489902365,32
7,7.0,1327.0,6.0,67.20267876263323,32
8,8.0,1184.0,6.0,64.64850276914136,32
9,9.0,1207.0,6.0,64.74703241216726,32
10,10.0,5355.0,9.0,155.75039100646973,32
11,11.0,6050.0,10.0,182.01379702009004,32
12,12.0,5344.0,10.0,158.21696501764757,32
13,13.0,5385.0,9.0,158.40665166953514,32
14,14.0,2585.0,7.0,91.86764407157898,32
15,15.0,3059.0,8.0,102.20742437757295,32
16,16.0,2630.0,8.0,93.35608031009805,32
17,17.0,2836.0,8.0,96.45927185847842,32
18,18.0,5354.0,9.0,152.18027966597984,32
19,19.0,6097.0,10.0,175.13351241473495,32
20,20.0,5339.0,9.0,156.61002683639526,32
21,21.0,5416.0,9.0,158.61588083464522,32
22,22.0,2589.0,8.0,91.27363985160301,32
23,23.0,3046.0,8.0,103.33280759844287,32
24,24.0,2628.0,7.0,91.99776933933127,32
25,25.0,2805.0,8.0,97.01382466020256,32
26,26.0,197.0,3.0,47.57496557564571,32
27,27.0,195.0,4.0,49.4725395482162,32
28,28.0,197.0,3.0,48.95503533297572,32
29,29.0,231.0,4.0,49.74069071638173,32
30,30.0,224.0,4.0,49.6387316769567,32
31,31.0,231.0,4.0,49.88582534625613,32
32,32.0,70.0,3.0,48.719175552499706,32
33,33.0,72.0,3.0,48.09501712897728,32
34,34.0,71.0,3.0,49.10960347899075,32
35,35.0,59.0,3.0,48.420397668049254,32
36,36.0,60.0,3.0,49.19103653677578,32
37,37.0,60.0,3.0,45.99585719766288,32
38,38.0,568.0,5.0,53.52144188716494,32
39,39.0,570.0,5.0,53.608894882531004,32
40,40.0,563.0,5.0,53.71520812758084,32
41,41.0,547.0,4.0,52.73638261597732,32
42,42.0,551.0,5.0,53.5836856940697,32
43,43.0,548.0,5.0,53.44287529484979,32
44,44.0,570.0,4.0,53.4948809393521,32
45,45.0,569.0,5.0,53.68766134360741,32
46,46.0,550.0,5.0,53.3280379689973,32
47,47.0,549.0,5.0,53.82250059062037,32
0,0.0,571.0,5.0,56.74632302125295,64
1,1.0,553.0,5.0,56.628414050738016,64
2,2.0,2505.0,7.0,94.7642655134201,64
3,3.0,2825.0,8.0,100.27021871407827,64
4,4.0,2476.0,8.0,94.36927693684896,64
5,5.0,2825.0,8.0,102.2491352558136,64
6,6.0,1211.0,6.0,68.61292831897735,64
7,7.0,1327.0,6.0,71.16673034032186,64
8,8.0,1184.0,6.0,68.42377938429514,64
9,9.0,1207.0,6.0,68.40969632466634,64
10,10.0,5355.0,9.0,165.33959132830302,64
11,11.0,6050.0,10.0,191.9122853676478,64
12,12.0,5344.0,9.0,165.4981791973114,64
13,13.0,5385.0,9.0,168.0322702884674,64
14,14.0,2585.0,7.0,97.0801577091217,64
15,15.0,3059.0,8.0,109.98268817265829,64
16,16.0,2630.0,8.0,98.86465365886689,64
17,17.0,2836.0,8.0,101.8795105377833,64
18,18.0,5354.0,9.0,162.34027984142304,64
19,19.0,6097.0,10.0,189.55023302237194,64
20,20.0,5339.0,10.0,167.86238228480022,64
21,21.0,5416.0,9.0,168.27476278940836,64
22,22.0,2589.0,7.0,96.78086749712627,64
23,23.0,3046.0,8.0,110.03349489370981,64
24,24.0,2628.0,7.0,97.76166622638702,64
25,25.0,2805.0,8.0,102.5796749830246,64
26,26.0,197.0,3.0,50.014014673233035,64
27,27.0,195.0,4.0,52.38263418674469,64
28,28.0,197.0,3.0,52.22454833984375,64
29,29.0,231.0,4.0,52.140814598401384,64
30,30.0,224.0,4.0,52.38955421447754,64
31,31.0,231.0,4.0,52.2805365006129,64
32,32.0,70.0,3.0,51.44271463553111,64
33,33.0,72.0,3.0,50.84614566961924,64
34,34.0,71.0,3.0,52.220839500427246,64
35,35.0,59.0,3.0,50.95092364947001,64
36,36.0,60.0,3.0,52.13513874212901,64
37,37.0,60.0,3.0,48.64815285205841,64
38,38.0,568.0,5.0,56.24785131613414,64
39,39.0,570.0,5.0,56.15923577149709,64
40,40.0,563.0,5.0,56.545203471183775,64
41,41.0,547.0,4.0,56.270970503489174,64
42,42.0,551.0,5.0,56.084220218658444,64
43,43.0,548.0,5.0,56.62062834898631,64
44,44.0,570.0,4.0,56.20918935934703,64
45,45.0,569.0,5.0,56.691231870651244,64
46,46.0,550.0,5.0,56.499228771527605,64
47,47.0,549.0,5.0,56.38001449108124,64
0,0.0,571.0,5.0,56.861600788434345,96
1,1.0,553.0,5.0,56.51952261924744,96
2,2.0,2505.0,7.0,94.32096025943756,96
3,3.0,2825.0,7.0,100.01793347994486,96
4,4.0,2476.0,8.0,94.84190572102865,96
5,5.0,2825.0,8.0,101.14907344977061,96
6,6.0,1211.0,6.0,68.55596373081207,96
7,7.0,1327.0,6.0,71.08943435351054,96
8,8.0,1184.0,6.0,68.44224503835042,96
9,9.0,1207.0,6.0,68.62625401814779,96
10,10.0,5355.0,9.0,164.78655092716218,96
11,11.0,6050.0,10.0,191.98211301962536,96
12,12.0,5344.0,9.0,165.7289566040039,96
13,13.0,5385.0,9.0,167.43217453956603,96
14,14.0,2585.0,7.0,96.10309295654297,96
15,15.0,3059.0,8.0,108.42244679133097,96
16,16.0,2630.0,8.0,98.8193795522054,96
17,17.0,2836.0,8.0,102.6629103978475,96
18,18.0,5354.0,9.0,160.63959640661875,96
19,19.0,6097.0,10.0,188.04245202541352,96
20,20.0,5339.0,9.0,167.03494982719423,96
21,21.0,5416.0,9.0,167.5440867980321,96
22,22.0,2589.0,7.0,96.54263737996419,96
23,23.0,3046.0,8.0,108.91791944503784,96
24,24.0,2628.0,7.0,97.53075817426046,96
25,25.0,2805.0,8.0,101.32689131100973,96
26,26.0,197.0,3.0,49.67850385506948,96
27,27.0,195.0,4.0,52.66652273337046,96
28,28.0,197.0,3.0,52.05036293665568,96
29,29.0,231.0,4.0,52.14705684185028,96
30,30.0,224.0,4.0,52.504643162091575,96
31,31.0,231.0,4.0,52.55043852329254,96
32,32.0,70.0,3.0,52.92475086053212,96
33,33.0,72.0,3.0,51.06313366095225,96
34,34.0,71.0,3.0,52.171759843826294,96
35,35.0,59.0,3.0,51.91969900925954,96
36,36.0,60.0,3.0,52.814735635121664,96
37,37.0,60.0,3.0,49.19507757027944,96
38,38.0,568.0,5.0,56.02217819690704,96
39,39.0,570.0,5.0,56.15101947784424,96
40,40.0,563.0,5.0,56.62389606634776,96
41,41.0,547.0,4.0,56.30009489059448,96
42,42.0,551.0,5.0,56.33510393301646,96
43,43.0,548.0,5.0,56.556918009122214,96
44,44.0,570.0,4.0,56.32769190470378,96
45,45.0,569.0,5.0,56.57410051822662,96
46,46.0,550.0,5.0,56.28839391072591,96
47,47.0,549.0,5.0,56.59593019485474,96
0,0.0,571.0,4.0,57.26027476787567,128
1,1.0,553.0,5.0,56.88759639263153,128
2,2.0,2505.0,7.0,94.53694190979004,128
3,3.0,2825.0,8.0,101.92269710699718,128
4,4.0,2476.0,8.0,95.05708023707072,128
5,5.0,2825.0,8.0,102.41279957294464,128
6,6.0,1211.0,6.0,68.73965198198954,128
7,7.0,1327.0,6.0,70.36415543556214,128
8,8.0,1184.0,6.0,68.4430491288503,128
9,9.0,1207.0,6.0,68.70052843093872,128
10,10.0,5355.0,9.0,166.5508488893509,128
11,11.0,6050.0,10.0,195.4959967136383,128
12,12.0,5344.0,9.0,167.63026959896087,128
13,13.0,5385.0,9.0,168.43619326750436,128
14,14.0,2585.0,7.0,96.97782384554544,128
15,15.0,3059.0,8.0,109.51831969420115,128
16,16.0,2630.0,8.0,98.9417009751002,128
17,17.0,2836.0,8.0,102.56480124791463,128
18,18.0,5354.0,9.0,160.34902936617533,128
19,19.0,6097.0,10.0,188.6289927005768,128
20,20.0,5339.0,10.0,169.23376943270367,128
21,21.0,5416.0,9.0,168.4746050596237,128
22,22.0,2589.0,7.0,97.09930861790976,128
23,23.0,3046.0,8.0,109.59494384924571,128
24,24.0,2628.0,7.0,97.527414782842,128
25,25.0,2805.0,8.0,102.85355894565582,128
26,26.0,197.0,3.0,51.04492248694102,128
27,27.0,195.0,4.0,52.921390708287554,128
28,28.0,197.0,3.0,52.29082993666331,128
29,29.0,231.0,4.0,52.656169191996256,128
30,30.0,224.0,4.0,52.73028768698374,128
31,31.0,231.0,4.0,52.904300745328264,128
32,32.0,70.0,3.0,53.06164821783702,128
33,33.0,72.0,3.0,52.341759117444354,128
34,34.0,71.0,3.0,52.727254454294844,128
35,35.0,59.0,3.0,52.825588981310524,128
36,36.0,60.0,3.0,54.00723964373271,128
37,37.0,60.0,3.0,50.238904468218486,128
38,38.0,568.0,5.0,56.52887715498606,128
39,39.0,570.0,5.0,56.83169700304667,128
40,40.0,563.0,5.0,56.97317433357239,128
41,41.0,547.0,5.0,56.7011731783549,128
42,42.0,551.0,5.0,56.764096355438234,128
43,43.0,548.0,5.0,56.751004997889204,128
44,44.0,570.0,4.0,57.03170059521993,128
45,45.0,569.0,5.0,56.84167289733887,128
46,46.0,550.0,5.0,56.824033975601196,128
47,47.0,549.0,5.0,56.979063193003334,128
