ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	11	4	1
Cell2	1	11	4	1
Cell3	1	3	1	3
Cell4	1	3	1	3
Cell5	1	8	4	1
Cell6	1	2	1	3
Cell7	1	5	3	2
Cell8	1	1	2	4
Cell9	1	8	4	1
Cell10	1	10	2	4
Cell11	1	9	3	2
Cell12	1	3	1	3
Cell13	1	3	1	3
Cell14	1	13	1	3
Cell15	1	9	3	2
Cell16	1	8	4	1
Cell18	1	3	1	3
Cell19	1	2	1	3
Cell20	1	13	1	3
Cell21	1	2	1	3
Cell22	1	5	3	2
Cell23	1	1	2	4
Cell24	1	5	3	2
Cell25	1	5	3	2
Cell26	1	13	1	3
Cell27	1	10	2	4
Cell28	1	6	2	4
Cell29	1	2	1	3
Cell30	1	8	4	1
Cell31	1	3	1	3
Cell32	1	5	3	2
Cell33	1	14	3	2
Cell34	1	5	3	2
Cell35	1	3	1	3
Cell36	1	14	3	2
Cell37	1	8	4	1
Cell38	1	9	3	2
Cell39	1	13	1	3
Cell40	1	3	1	3
Cell41	1	8	4	1
Cell42	1	3	1	3
Cell43	1	10	2	4
Cell44	1	12	4	1
Cell45	1	4	4	1
Cell47	1	6	2	4
Cell48	1	8	4	1
Cell49	1	11	4	1
Cell51	1	10	2	4
Cell52	1	6	2	4
Cell53	1	11	4	1
Cell54	1	11	4	1
Cell55	1	4	4	1
Cell56	1	7	3	2
Cell57	1	1	2	4
Cell58	1	6	2	4
Cell59	1	14	3	2
Cell60	1	10	2	4
Cell61	1	6	2	4
Cell64	1	3	1	3
Cell65	1	7	3	2
Cell66	1	5	3	2
Cell67	1	4	4	1
Cell68	1	2	1	3
Cell69	1	9	3	2
Cell70	1	10	2	4
Cell71	1	3	1	3
Cell72	1	7	3	2
Cell73	1	4	4	1
Cell74	1	1	2	4
Cell75	1	3	1	3
Cell76	1	1	2	4
Cell77	1	11	4	1
Cell78	1	1	2	4
Cell79	1	7	3	2
Cell80	1	7	3	2
Cell81	1	6	2	4
Cell82	1	8	4	1
Cell83	1	10	2	4
Cell84	1	2	1	3
Cell85	1	14	3	2
Cell86	1	4	4	1
Cell87	1	10	2	4
Cell89	1	10	2	4
Cell90	1	2	1	3
Cell91	1	8	4	1
Cell92	1	11	4	1
Cell93	1	1	2	4
Cell94	1	12	4	1
Cell95	1	6	2	4
Cell97	1	12	4	1
Cell98	1	10	2	4
Cell99	1	7	3	2
Cell100	1	4	4	1
Cell101	1	12	4	1
Cell102	1	10	2	4
Cell103	1	9	3	2
Cell104	1	5	3	2
Cell105	1	8	4	1
Cell106	1	2	1	3
Cell107	1	7	3	2
Cell108	1	3	1	3
Cell109	1	2	1	3
Cell110	1	9	3	2
Cell111	1	2	1	3
Cell112	1	2	1	3
Cell113	1	13	1	3
Cell114	1	7	3	2
Cell115	1	4	4	1
Cell116	1	10	2	4
Cell117	1	2	1	3
Cell118	1	3	1	3
Cell119	1	12	4	1
Cell120	1	12	4	1
Cell122	1	4	4	1
Cell123	1	3	1	3
Cell124	1	1	2	4
Cell126	1	8	4	1
Cell127	1	6	2	4
Cell128	1	9	3	2
Cell129	1	10	2	4
Cell130	1	8	4	1
Cell131	1	4	4	1
