ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	1	3	1
Cell2	1	1	3	1
Cell3	1	4	1	3
Cell4	1	5	1	3
Cell5	1	1	3	1
Cell6	1	4	1	3
Cell7	1	6	4	2
Cell8	1	8	2	4
Cell9	1	3	3	1
Cell10	1	13	2	4
Cell11	1	2	4	2
Cell12	1	5	1	3
Cell13	1	4	1	3
Cell14	1	5	1	3
Cell15	1	2	4	2
Cell16	1	3	3	1
Cell17	1	1	3	1
Cell18	1	4	1	3
Cell19	1	4	1	3
Cell20	1	4	1	3
Cell21	1	11	1	3
Cell22	1	6	4	2
Cell23	1	7	2	4
Cell24	1	6	4	2
Cell25	1	9	4	2
Cell26	1	5	1	3
Cell27	1	8	2	4
Cell28	1	7	2	4
Cell29	1	4	1	3
Cell30	1	1	3	1
Cell31	1	4	1	3
Cell32	1	2	4	2
Cell33	1	2	4	2
Cell34	1	9	4	2
Cell35	1	5	1	3
Cell36	1	6	4	2
Cell37	1	1	3	1
Cell38	1	6	4	2
Cell39	1	11	1	3
Cell40	1	4	1	3
Cell41	1	3	3	1
Cell42	1	4	1	3
Cell43	1	8	2	4
Cell44	1	12	3	1
Cell45	1	12	3	1
Cell46	1	5	1	3
Cell47	1	7	2	4
Cell48	1	3	3	1
Cell49	1	1	3	1
Cell50	1	13	2	4
Cell51	1	7	2	4
Cell52	1	7	2	4
Cell53	1	1	3	1
Cell54	1	1	3	1
Cell55	1	12	3	1
Cell56	1	9	4	2
Cell57	1	13	2	4
Cell58	1	7	2	4
Cell59	1	9	4	2
Cell60	1	8	2	4
Cell61	1	8	2	4
Cell62	1	4	1	3
Cell63	1	3	3	1
Cell64	1	11	1	3
Cell65	1	2	4	2
Cell66	1	9	4	2
Cell67	1	12	3	1
Cell68	1	5	1	3
Cell69	1	6	4	2
Cell70	1	13	2	4
Cell71	1	4	1	3
Cell72	1	6	4	2
Cell73	1	1	3	1
Cell74	1	13	2	4
Cell75	1	5	1	3
Cell76	1	13	2	4
Cell77	1	3	3	1
Cell78	1	10	2	4
Cell79	1	2	4	2
Cell80	1	6	4	2
Cell81	1	10	2	4
Cell82	1	12	3	1
Cell83	1	10	2	4
Cell84	1	4	1	3
Cell85	1	2	4	2
Cell86	1	3	3	1
Cell88	1	12	3	1
Cell89	1	7	2	4
Cell90	1	5	1	3
Cell92	1	1	3	1
Cell93	1	8	2	4
Cell94	1	12	3	1
Cell95	1	8	2	4
Cell96	1	11	1	3
Cell97	1	1	3	1
Cell98	1	7	2	4
Cell99	1	2	4	2
Cell100	1	1	3	1
Cell101	1	1	3	1
Cell102	1	10	2	4
Cell103	1	6	4	2
