,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,57.066996335983276
1,ICELL8_SE_B_kallisto_umap.csv,553,5,56.18971228599548
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,91.5158851146698
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,96.09104871749878
4,10X_LLU_A_umitools_umap.csv,2476,7,94.99484014511108
5,10X_LLU_A_zumi_umap.csv,2825,7,97.33157277107239
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,67.36730766296387
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,70.61397647857666
8,10X_LLU_B_umitools_umap.csv,1184,6,66.39196300506592
9,10X_LLU_B_zumi_umap.csv,1207,6,68.80863928794861
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,163.30248832702637
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,189.61365914344788
12,10X_NCI_A_umitools_umap.csv,5344,10,174.74089908599854
13,10X_NCI_A_zumi_umap.csv,5385,9,165.61095476150513
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,94.92452335357666
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,107.33733606338501
16,10X_NCI_B_umitools_umap.csv,2630,8,99.45861983299255
17,10X_NCI_B_zumi_umap.csv,2836,7,99.60143065452576
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,8,151.40325045585632
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,10,191.93892550468445
20,10X_NCI_M_A_umitools_umap.csv,5339,9,164.9845187664032
21,10X_NCI_M_A_zumi_umap.csv,5416,9,166.44199776649475
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,94.7314522266388
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,106.48235297203064
24,10X_NCI_M_B_umitools_umap.csv,2628,7,97.42882084846497
25,10X_NCI_M_B_zumi_umap.csv,2805,8,100.43811225891113
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,47.76862382888794
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,51.72472167015076
28,C1_FDA_HT_A_rsem_umap.csv,197,3,48.55766534805298
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,51.7817702293396
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,51.14278864860535
31,C1_FDA_HT_B_rsem_umap.csv,231,4,52.85286283493042
32,C1_LLU_A_featureCounts_umap.csv,70,3,51.58566927909851
33,C1_LLU_A_kallisto_umap.csv,72,3,50.99569129943848
34,C1_LLU_A_rsem_umap.csv,71,3,51.12308931350708
35,C1_LLU_B_featureCounts_umap.csv,59,3,50.262011766433716
36,C1_LLU_B_kallisto_umap.csv,60,3,49.772587299346924
37,C1_LLU_B_rsem_umap.csv,60,3,47.10089874267578
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,56.36979007720947
39,ICELL8_PE_A_kallisto_umap.csv,570,5,55.492937326431274
40,ICELL8_PE_A_rsem_umap.csv,563,5,54.207767963409424
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,56.93457055091858
42,ICELL8_PE_B_kallisto_umap.csv,551,4,55.248361587524414
43,ICELL8_PE_B_rsem_umap.csv,548,4,54.939804553985596
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,56.17779350280762
45,ICELL8_SE_A_rsem_umap.csv,569,4,55.843464612960815
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,55.238951206207275
47,ICELL8_SE_B_rsem_umap.csv,549,5,56.843010663986206
