,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,65.535,33.753,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.325,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,71.699,42.667,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.357,0.449,0.722,0.462,0.748,0.854,12,7
2,953,8,78.492,54.936,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,105.930,78.159,0.843,0.974,0.979,0.789,0.900,0.954,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,159.182,129.815,0.549,0.612,0.742,0.553,0.628,0.748,0.533,0.606,0.747,0.525,0.515,0.733,0.482,0.409,0.704,20,17
5,951,64,267.114,227.200,0.316,0.151,0.516,0.293,0.177,0.518,0.375,0.181,0.524,0.352,0.101,0.384,0.352,0.059,0.289,15,8
6,1892,2,78.662,48.308,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.317,0.137,0.406,0.318,0.241,0.487,16,9
7,1896,4,85.439,59.052,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.331,0.367,0.677,0.333,0.578,0.782,16,9
8,1895,8,113.498,82.367,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.435,0.682,0.866,0.898,1.000,1.000,16,8
9,1898,16,162.208,134.526,0.867,0.840,0.949,0.838,0.964,0.971,0.838,0.964,0.971,0.837,0.962,0.970,0.851,0.926,0.967,16,15
10,1900,32,268.514,226.181,0.554,0.595,0.735,0.560,0.624,0.746,0.587,0.644,0.748,0.585,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,472.686,419.883,0.356,0.257,0.524,0.319,0.253,0.519,0.390,0.261,0.526,0.366,0.180,0.468,0.354,0.137,0.430,22,16
12,2836,2,92.526,56.380,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.297,0.126,0.397,0.302,0.203,0.458,17,11
13,2841,4,111.720,77.224,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.329,0.332,0.662,0.343,0.457,0.724,17,12
14,2843,8,146.974,113.468,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.372,0.563,0.825,0.876,1.000,1.000,20,8
15,2841,16,221.734,186.078,0.850,0.925,0.962,0.816,0.905,0.954,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
