,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,67.931,36.974,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.351,0.186,0.451,0.366,0.313,0.535,11,7
1,953,4,73.844,44.267,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.359,0.440,0.720,0.462,0.748,0.854,12,7
2,953,8,85.939,56.989,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,103.672,86.004,0.818,0.788,0.933,0.789,0.900,0.953,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,169.929,138.931,0.559,0.622,0.742,0.536,0.617,0.745,0.549,0.625,0.749,0.527,0.516,0.734,0.482,0.409,0.704,20,17
5,951,64,277.219,245.384,0.307,0.139,0.514,0.295,0.141,0.505,0.378,0.170,0.526,0.353,0.100,0.383,0.352,0.059,0.289,15,8
6,1892,2,80.117,45.798,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.336,0.146,0.413,0.318,0.241,0.487,15,9
7,1896,4,88.389,63.260,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.339,0.387,0.687,0.333,0.578,0.782,15,9
8,1895,8,119.977,91.434,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.417,0.713,0.878,0.898,1.000,1.000,15,8
9,1898,16,170.814,135.301,0.837,0.964,0.972,0.838,0.964,0.971,0.838,0.963,0.971,0.837,0.963,0.971,0.851,0.926,0.967,16,15
10,1900,32,282.009,235.698,0.587,0.641,0.750,0.571,0.635,0.750,0.585,0.651,0.756,0.586,0.567,0.748,0.584,0.547,0.746,22,21
11,1902,64,507.146,448.856,0.360,0.260,0.526,0.308,0.248,0.514,0.392,0.271,0.531,0.379,0.185,0.468,0.354,0.137,0.430,22,16
12,2836,2,92.531,57.665,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.306,0.111,0.384,0.302,0.203,0.458,19,11
13,2841,4,116.275,82.898,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.324,0.305,0.646,0.343,0.457,0.724,19,12
14,2843,8,160.524,124.312,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.372,0.563,0.825,0.876,1.000,1.000,20,8
15,2841,16,228.506,199.786,0.848,0.868,0.949,0.816,0.905,0.953,0.849,0.971,0.974,0.849,0.970,0.974,0.848,0.971,0.974,16,16
16,2839,32,389.213,347.828,0.588,0.644,0.758,0.574,0.642,0.752,0.598,0.657,0.756,0.568,0.606,0.756,0.578,0.550,0.745,25,22
17,2845,64,717.745,649.342,0.385,0.293,0.513,0.352,0.285,0.510,0.417,0.312,0.521,0.394,0.204,0.476,0.347,0.157,0.453,25,19
18,3792,2,112.970,75.102,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.295,0.099,0.371,0.311,0.197,0.454,22,11
19,3798,4,137.260,97.629,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.309,0.292,0.639,0.331,0.451,0.723,20,12
20,3788,8,196.955,156.206,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.360,0.535,0.812,0.820,0.974,0.984,22,9
21,3783,16,290.150,256.530,0.850,0.911,0.959,0.828,0.965,0.970,0.828,0.964,0.970,0.828,0.966,0.971,0.828,0.966,0.971,16,16
22,3791,32,507.344,447.999,0.646,0.753,0.840,0.631,0.754,0.838,0.661,0.778,0.845,0.651,0.774,0.846,0.635,0.683,0.832,31,25
