ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	5	1	1
Cell2	1	1	1	1
Cell3	1	6	2	2
Cell4	1	6	2	2
Cell5	1	2	1	1
Cell6	1	3	2	2
Cell7	1	3	2	2
Cell8	1	2	1	1
Cell9	1	5	1	1
Cell10	1	5	1	1
Cell11	1	4	2	2
Cell12	1	4	2	2
Cell13	1	6	2	2
Cell14	1	6	2	2
Cell15	1	3	2	2
Cell17	1	1	1	1
Cell18	1	6	2	2
Cell19	1	3	2	2
Cell20	1	4	2	2
Cell21	1	7	2	2
Cell22	1	7	2	2
Cell24	1	3	2	2
Cell25	1	3	2	2
Cell26	1	3	2	2
Cell27	1	1	1	1
Cell28	1	5	1	1
Cell29	1	6	2	2
Cell30	1	1	1	1
Cell31	1	4	2	2
Cell32	1	7	2	2
Cell33	1	3	2	2
Cell34	1	4	2	2
Cell35	1	3	2	2
Cell36	1	7	2	2
Cell37	1	5	1	1
Cell38	1	6	2	2
Cell39	1	6	2	2
Cell40	1	6	2	2
Cell41	1	1	1	1
Cell42	1	7	2	2
Cell43	1	5	1	1
Cell44	1	1	1	1
Cell45	1	2	1	1
Cell46	1	7	2	2
Cell47	1	2	1	1
Cell48	1	2	1	1
Cell49	1	1	1	1
Cell50	1	1	1	1
Cell51	1	2	1	1
Cell52	1	1	1	1
Cell53	1	5	1	1
Cell54	1	2	1	1
Cell55	1	5	1	1
Cell56	1	3	2	2
Cell57	1	1	1	1
Cell58	1	2	1	1
Cell59	1	3	2	2
Cell60	1	1	1	1
Cell61	1	2	1	1
Cell62	1	7	2	2
Cell63	1	2	1	1
Cell64	1	7	2	2
Cell65	1	6	2	2
Cell66	1	3	2	2
Cell67	1	5	1	1
Cell68	1	4	2	2
Cell70	1	5	1	1
Cell71	1	3	2	2
Cell72	1	6	2	2
Cell73	1	5	1	1
Cell74	1	1	1	1
Cell75	1	4	2	2
Cell76	1	1	1	1
Cell77	1	1	1	1
Cell79	1	6	2	2
Cell80	1	4	2	2
Cell81	1	1	1	1
Cell82	1	1	1	1
Cell83	1	1	1	1
Cell84	1	6	2	2
Cell85	1	4	2	2
Cell86	1	1	1	1
Cell87	1	2	1	1
Cell88	1	5	1	1
Cell89	1	1	1	1
Cell90	1	4	2	2
Cell91	1	1	1	1
Cell92	1	5	1	1
Cell93	1	2	1	1
Cell94	1	5	1	1
Cell95	1	2	1	1
Cell96	1	3	2	2
Cell97	1	1	1	1
Cell98	1	2	1	1
Cell99	1	3	2	2
Cell100	1	1	1	1
Cell101	1	1	1	1
Cell102	1	2	1	1
Cell103	1	3	2	2
Cell104	1	6	2	2
Cell105	1	2	1	1
Cell106	1	6	2	2
Cell107	1	3	2	2
Cell108	1	4	2	2
Cell109	1	6	2	2
Cell110	1	7	2	2
Cell111	1	3	2	2
Cell112	1	6	2	2
Cell113	1	4	2	2
Cell114	1	3	2	2
Cell115	1	1	1	1
Cell116	1	1	1	1
Cell117	1	4	2	2
Cell118	1	7	2	2
Cell119	1	5	1	1
Cell120	1	5	1	1
Cell121	1	3	2	2
Cell122	1	2	1	1
Cell123	1	7	2	2
Cell124	1	1	1	1
Cell125	1	2	1	1
Cell126	1	1	1	1
Cell127	1	2	1	1
Cell128	1	6	2	2
Cell129	1	1	1	1
Cell130	1	2	1	1
Cell131	1	2	1	1
Cell132	1	2	1	1
Cell134	1	2	1	1
Cell135	1	2	1	1
Cell136	1	2	1	1
Cell137	1	5	1	1
Cell138	1	4	2	2
Cell139	1	3	2	2
Cell140	1	7	2	2
Cell141	1	6	2	2
Cell142	1	4	2	2
Cell143	1	4	2	2
Cell144	1	4	2	2
Cell146	1	3	2	2
Cell147	1	6	2	2
Cell148	1	1	1	1
Cell149	1	1	1	1
Cell150	1	3	2	2
Cell151	1	5	1	1
Cell152	1	2	1	1
Cell153	1	2	1	1
Cell154	1	3	2	2
Cell155	1	6	2	2
Cell157	1	7	2	2
Cell158	1	3	2	2
Cell159	1	4	2	2
Cell160	1	2	1	1
Cell161	1	1	1	1
Cell162	1	4	2	2
Cell163	1	6	2	2
Cell164	1	1	1	1
Cell165	1	4	2	2
Cell166	1	5	1	1
Cell167	1	7	2	2
Cell168	1	4	2	2
Cell169	1	2	1	1
Cell170	1	3	2	2
Cell171	1	2	1	1
Cell172	1	2	1	1
Cell173	1	3	2	2
Cell174	1	4	2	2
Cell175	1	3	2	2
Cell176	1	1	1	1
Cell177	1	6	2	2
Cell178	1	1	1	1
Cell179	1	6	2	2
Cell180	1	6	2	2
Cell181	1	2	1	1
Cell182	1	2	1	1
Cell183	1	2	1	1
Cell184	1	4	2	2
Cell185	1	1	1	1
Cell186	1	5	1	1
Cell187	1	4	2	2
Cell188	1	4	2	2
Cell189	1	1	1	1
Cell191	1	6	2	2
Cell192	1	1	1	1
Cell193	1	6	2	2
Cell194	1	2	1	1
Cell195	1	5	1	1
Cell196	1	1	1	1
Cell197	1	1	1	1
Cell198	1	1	1	1
Cell199	1	5	1	1
Cell200	1	6	2	2
Cell201	1	5	1	1
Cell202	1	4	2	2
Cell203	1	6	2	2
Cell204	1	3	2	2
Cell205	1	1	1	1
Cell206	1	3	2	2
Cell207	1	4	2	2
Cell208	1	3	2	2
Cell209	1	1	1	1
Cell210	1	2	1	1
Cell211	1	1	1	1
Cell212	1	3	2	2
Cell213	1	6	2	2
Cell214	1	5	1	1
Cell215	1	3	2	2
Cell216	1	2	1	1
Cell217	1	5	1	1
Cell218	1	2	1	1
Cell220	1	1	1	1
Cell221	1	6	2	2
Cell222	1	6	2	2
Cell223	1	6	2	2
Cell224	1	2	1	1
Cell225	1	7	2	2
Cell226	1	1	1	1
Cell227	1	3	2	2
Cell228	1	2	1	1
Cell229	1	3	2	2
Cell230	1	4	2	2
Cell231	1	7	2	2
Cell232	1	5	1	1
Cell233	1	7	2	2
Cell234	1	3	2	2
Cell235	1	1	1	1
Cell236	1	6	2	2
Cell237	1	7	2	2
Cell238	1	1	1	1
Cell239	1	4	2	2
Cell240	1	1	1	1
Cell241	1	3	2	2
Cell242	1	4	2	2
Cell243	1	2	1	1
Cell244	1	6	2	2
Cell245	1	5	1	1
Cell246	1	3	2	2
Cell247	1	5	1	1
Cell250	1	2	1	1
Cell251	1	3	2	2
Cell252	1	2	1	1
Cell254	1	2	1	1
Cell255	1	3	2	2
Cell256	1	4	2	2
Cell257	1	3	2	2
Cell258	1	4	2	2
Cell260	1	3	2	2
Cell261	1	3	2	2
Cell262	1	1	1	1
Cell263	1	2	1	1
Cell264	1	2	1	1
Cell265	1	1	1	1
Cell266	1	1	1	1
Cell267	1	3	2	2
Cell268	1	2	1	1
Cell269	1	7	2	2
Cell270	1	6	2	2
Cell271	1	4	2	2
Cell272	1	2	1	1
Cell273	1	7	2	2
Cell274	1	5	1	1
Cell275	1	3	2	2
Cell276	1	7	2	2
Cell277	1	5	1	1
Cell278	1	1	1	1
Cell279	1	5	1	1
Cell280	1	2	1	1
Cell281	1	5	1	1
Cell282	1	6	2	2
Cell283	1	5	1	1
Cell284	1	7	2	2
Cell285	1	5	1	1
Cell286	1	2	1	1
Cell287	1	5	1	1
Cell288	1	3	2	2
Cell289	1	1	1	1
Cell290	1	1	1	1
Cell291	1	1	1	1
Cell292	1	1	1	1
Cell293	1	1	1	1
Cell294	1	1	1	1
Cell295	1	5	1	1
Cell296	1	4	2	2
Cell297	1	6	2	2
Cell298	1	3	2	2
Cell299	1	7	2	2
Cell300	1	7	2	2
Cell301	1	1	1	1
Cell302	1	4	2	2
Cell303	1	4	2	2
Cell304	1	7	2	2
Cell305	1	7	2	2
Cell306	1	1	1	1
Cell307	1	2	1	1
Cell308	1	1	1	1
Cell309	1	1	1	1
Cell310	1	2	1	1
Cell311	1	3	2	2
Cell312	1	2	1	1
Cell313	1	2	1	1
Cell314	1	3	2	2
Cell315	1	1	1	1
Cell316	1	3	2	2
Cell317	1	1	1	1
Cell318	1	5	1	1
Cell319	1	4	2	2
Cell320	1	2	1	1
Cell321	1	7	2	2
Cell322	1	1	1	1
Cell323	1	5	1	1
Cell324	1	5	1	1
Cell325	1	1	1	1
Cell326	1	5	1	1
Cell327	1	5	1	1
Cell328	1	5	1	1
Cell329	1	4	2	2
Cell330	1	1	1	1
Cell331	1	1	1	1
Cell332	1	2	1	1
Cell333	1	2	1	1
Cell334	1	1	1	1
Cell335	1	2	1	1
Cell336	1	1	1	1
Cell337	1	2	1	1
Cell338	1	2	1	1
Cell339	1	7	2	2
Cell340	1	1	1	1
Cell341	1	1	1	1
Cell343	1	2	1	1
Cell344	1	7	2	2
Cell345	1	1	1	1
Cell346	1	2	1	1
Cell347	1	2	1	1
Cell348	1	5	1	1
Cell349	1	2	1	1
Cell350	1	5	1	1
Cell352	1	7	2	2
Cell353	1	2	1	1
Cell354	1	3	2	2
Cell355	1	1	1	1
Cell356	1	2	1	1
Cell357	1	1	1	1
Cell358	1	7	2	2
Cell359	1	7	2	2
Cell360	1	5	1	1
Cell361	1	4	2	2
Cell363	1	5	1	1
Cell364	1	1	1	1
Cell365	1	2	1	1
Cell366	1	2	1	1
Cell367	1	6	2	2
Cell368	1	6	2	2
Cell369	1	1	1	1
Cell370	1	7	2	2
Cell371	1	4	2	2
Cell372	1	3	2	2
Cell373	1	6	2	2
Cell374	1	4	2	2
Cell375	1	3	2	2
Cell376	1	1	1	1
Cell377	1	1	1	1
Cell378	1	7	2	2
Cell379	1	5	1	1
Cell380	1	4	2	2
Cell381	1	1	1	1
Cell382	1	6	2	2
Cell383	1	1	1	1
Cell384	1	2	1	1
Cell385	1	3	2	2
Cell386	1	3	2	2
Cell387	1	2	1	1
Cell388	1	4	2	2
Cell389	1	2	1	1
Cell390	1	5	1	1
Cell391	1	7	2	2
Cell392	1	3	2	2
Cell393	1	6	2	2
Cell394	1	3	2	2
Cell395	1	3	2	2
Cell396	1	2	1	1
Cell397	1	3	2	2
Cell398	1	5	1	1
Cell400	1	4	2	2
Cell401	1	5	1	1
Cell402	1	4	2	2
Cell403	1	6	2	2
Cell404	1	4	2	2
Cell405	1	7	2	2
Cell406	1	7	2	2
Cell407	1	2	1	1
Cell408	1	2	1	1
Cell409	1	4	2	2
Cell410	1	6	2	2
Cell411	1	1	1	1
Cell412	1	2	1	1
Cell413	1	3	2	2
Cell414	1	7	2	2
Cell415	1	3	2	2
Cell416	1	7	2	2
Cell417	1	1	1	1
Cell418	1	5	1	1
Cell419	1	1	1	1
Cell420	1	1	1	1
Cell421	1	2	1	1
Cell422	1	3	2	2
Cell423	1	3	2	2
Cell424	1	7	2	2
Cell425	1	1	1	1
Cell426	1	4	2	2
Cell427	1	2	1	1
Cell428	1	3	2	2
Cell429	1	7	2	2
Cell430	1	2	1	1
Cell431	1	4	2	2
Cell432	1	3	2	2
Cell433	1	4	2	2
Cell434	1	1	1	1
Cell435	1	2	1	1
Cell436	1	2	1	1
Cell437	1	4	2	2
Cell438	1	2	1	1
Cell439	1	1	1	1
Cell440	1	1	1	1
Cell441	1	2	1	1
Cell442	1	6	2	2
Cell443	1	3	2	2
Cell444	1	3	2	2
Cell445	1	3	2	2
Cell446	1	2	1	1
Cell447	1	2	1	1
Cell448	1	1	1	1
Cell449	1	7	2	2
Cell450	1	1	1	1
Cell451	1	3	2	2
Cell452	1	1	1	1
Cell453	1	5	1	1
Cell454	1	1	1	1
Cell455	1	5	1	1
Cell456	1	1	1	1
Cell457	1	3	2	2
Cell458	1	5	1	1
Cell459	1	4	2	2
Cell460	1	7	2	2
Cell461	1	2	1	1
Cell463	1	2	1	1
Cell464	1	6	2	2
Cell465	1	4	2	2
Cell466	1	2	1	1
Cell467	1	6	2	2
Cell468	1	2	1	1
Cell469	1	2	1	1
Cell470	1	5	1	1
Cell471	1	1	1	1
Cell472	1	4	2	2
Cell473	1	6	2	2
Cell474	1	6	2	2
Cell475	1	6	2	2
Cell476	1	4	2	2
Cell477	1	2	1	1
Cell478	1	4	2	2
