ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	12	5	1
Cell2	1	1	13	16
Cell3	1	4	2	7
Cell4	1	3	7	9
Cell5	1	6	16	14
Cell6	1	4	2	7
Cell7	1	2	12	5
Cell8	1	5	9	13
Cell9	1	3	7	15
Cell10	1	5	9	13
Cell11	1	2	12	5
Cell12	1	9	15	8
Cell13	1	4	2	7
Cell14	1	9	15	8
Cell15	1	7	8	3
Cell17	1	12	5	1
Cell18	1	9	15	8
Cell19	1	16	7	9
Cell20	1	15	8	6
Cell21	1	9	15	8
Cell22	1	2	12	5
Cell24	1	16	7	3
Cell25	1	2	12	5
Cell26	1	16	7	9
Cell27	1	13	14	10
Cell28	1	10	12	12
Cell29	1	15	8	6
Cell30	1	3	7	15
Cell31	1	9	15	8
Cell32	1	2	12	5
Cell33	1	7	8	3
Cell34	1	7	8	3
Cell35	1	9	15	8
Cell36	1	14	2	2
Cell37	1	3	7	15
Cell38	1	7	8	3
Cell39	1	15	8	6
Cell40	1	9	15	8
Cell41	1	6	16	14
Cell42	1	16	7	9
Cell43	1	5	9	13
Cell44	1	1	6	16
Cell45	1	6	16	14
Cell46	1	3	7	9
Cell47	1	8	4	11
Cell48	1	12	5	1
Cell49	1	6	16	14
Cell50	1	13	14	10
Cell51	1	10	12	12
Cell52	1	8	11	11
Cell53	1	1	13	16
Cell54	1	3	7	15
Cell55	1	1	6	16
Cell56	1	2	12	5
Cell57	1	10	12	12
Cell58	1	8	4	11
Cell59	1	7	8	3
Cell60	1	8	4	11
Cell61	1	5	9	13
Cell62	1	9	15	8
Cell63	1	6	16	14
Cell64	1	15	8	6
Cell65	1	7	8	3
Cell66	1	11	2	4
Cell67	1	3	7	15
Cell68	1	9	15	8
Cell70	1	5	9	13
Cell71	1	16	7	9
Cell72	1	2	12	5
Cell73	1	3	7	15
Cell74	1	8	1	11
Cell75	1	4	2	7
Cell76	1	8	4	11
Cell77	1	1	3	16
Cell79	1	2	12	5
Cell80	1	2	12	5
Cell81	1	8	1	11
Cell82	1	6	16	14
Cell83	1	10	12	12
Cell84	1	15	8	6
Cell85	1	2	12	5
Cell86	1	1	6	16
Cell87	1	5	9	13
Cell88	1	6	16	14
Cell89	1	13	10	10
Cell90	1	9	15	8
Cell91	1	6	16	14
Cell92	1	12	5	1
Cell93	1	8	1	11
Cell94	1	1	6	16
Cell95	1	5	9	13
Cell96	1	9	15	8
Cell97	1	1	13	16
Cell98	1	8	1	11
Cell99	1	11	2	4
Cell100	1	1	13	16
Cell101	1	1	13	16
Cell102	1	10	12	12
Cell103	1	7	8	3
Cell104	1	11	2	4
Cell105	1	3	7	15
Cell106	1	15	8	6
Cell107	1	11	2	4
Cell108	1	4	2	7
Cell109	1	15	8	6
Cell110	1	7	8	3
Cell111	1	4	2	7
Cell112	1	15	8	6
Cell113	1	16	7	9
Cell114	1	14	2	2
Cell115	1	1	13	16
Cell116	1	10	12	12
Cell117	1	4	2	7
Cell118	1	4	2	7
Cell119	1	3	7	15
Cell120	1	3	7	15
Cell121	1	2	12	5
Cell122	1	3	7	15
Cell123	1	15	8	6
Cell124	1	13	14	10
Cell125	1	10	12	12
Cell126	1	12	5	1
Cell127	1	10	12	12
Cell128	1	11	2	4
Cell129	1	8	1	11
Cell130	1	12	5	1
Cell131	1	12	5	1
Cell132	1	1	13	16
Cell134	1	12	5	1
Cell135	1	13	14	10
Cell136	1	1	13	16
Cell137	1	1	3	16
Cell138	1	14	2	2
Cell139	1	2	12	5
Cell140	1	4	2	7
Cell141	1	16	7	9
Cell142	1	11	2	4
Cell143	1	14	2	2
Cell144	1	14	2	2
Cell146	1	2	12	5
Cell147	1	15	8	6
Cell148	1	1	6	16
Cell149	1	12	5	1
Cell150	1	11	2	4
Cell151	1	5	9	13
Cell152	1	1	6	16
Cell153	1	8	11	11
Cell154	1	9	15	8
Cell155	1	14	2	2
Cell157	1	4	2	7
Cell158	1	16	7	9
Cell159	1	7	8	3
Cell160	1	10	12	12
Cell161	1	10	12	12
Cell162	1	2	12	5
Cell163	1	4	2	7
Cell164	1	3	7	15
Cell165	1	9	15	8
Cell166	1	13	10	10
Cell167	1	2	12	5
Cell168	1	7	8	3
Cell169	1	13	14	10
Cell170	1	16	7	9
Cell171	1	10	12	12
Cell172	1	13	14	10
Cell173	1	2	12	5
Cell174	1	14	2	2
Cell175	1	9	15	8
Cell176	1	3	7	15
Cell177	1	15	8	6
Cell178	1	8	1	11
Cell179	1	7	8	6
Cell180	1	4	2	7
Cell181	1	3	7	15
Cell182	1	1	13	16
Cell183	1	3	7	15
Cell184	1	7	8	3
Cell185	1	5	9	13
Cell186	1	5	9	13
Cell187	1	7	8	3
Cell188	1	14	2	2
Cell189	1	1	6	16
Cell191	1	16	7	9
Cell192	1	6	16	14
Cell193	1	2	12	5
Cell194	1	3	7	15
Cell195	1	1	3	16
Cell196	1	12	5	1
Cell197	1	13	10	10
Cell198	1	10	12	12
Cell199	1	8	4	11
Cell200	1	11	2	4
Cell201	1	6	16	14
Cell202	1	4	2	7
Cell203	1	11	2	4
Cell204	1	2	12	5
Cell205	1	6	16	14
Cell206	1	9	15	8
Cell207	1	16	7	3
Cell208	1	2	12	5
Cell209	1	3	7	15
Cell210	1	5	9	13
Cell211	1	6	16	14
Cell212	1	9	15	8
Cell213	1	4	2	7
Cell214	1	6	16	14
Cell215	1	15	8	6
Cell216	1	8	1	11
Cell217	1	10	12	12
Cell218	1	3	7	15
Cell219	1	2	12	5
Cell220	1	12	5	1
Cell221	1	9	15	8
Cell222	1	15	8	6
Cell223	1	9	15	8
Cell224	1	1	6	16
Cell225	1	14	2	2
Cell226	1	13	14	10
Cell227	1	2	12	5
Cell228	1	10	12	12
Cell229	1	11	2	4
Cell230	1	7	8	3
Cell231	1	14	2	2
Cell232	1	5	9	13
Cell233	1	9	15	8
Cell234	1	7	8	3
Cell235	1	3	7	15
Cell236	1	7	8	3
Cell237	1	9	15	8
Cell238	1	3	7	15
Cell239	1	14	2	2
Cell240	1	3	7	15
Cell241	1	15	8	6
Cell242	1	4	2	7
Cell243	1	8	11	11
Cell244	1	4	2	7
Cell245	1	13	14	10
Cell246	1	14	2	2
Cell247	1	10	12	12
Cell250	1	3	7	15
Cell251	1	2	12	5
Cell252	1	3	7	15
Cell253	1	6	16	14
Cell254	1	8	1	11
Cell255	1	11	2	4
Cell256	1	9	15	8
Cell257	1	4	2	7
Cell258	1	4	2	7
Cell260	1	2	12	5
Cell261	1	9	15	8
Cell262	1	5	9	13
Cell263	1	5	9	13
Cell264	1	1	6	16
Cell265	1	5	9	13
Cell266	1	6	16	14
Cell267	1	9	15	8
Cell268	1	1	13	16
Cell269	1	9	15	8
Cell270	1	16	7	9
Cell271	1	16	7	9
Cell272	1	10	12	12
Cell273	1	2	12	5
Cell274	1	6	16	14
Cell275	1	16	7	9
Cell276	1	9	15	8
Cell277	1	1	3	16
Cell278	1	5	9	13
Cell279	1	5	9	13
Cell280	1	3	7	15
Cell281	1	8	1	11
Cell282	1	4	2	7
Cell283	1	13	14	10
Cell284	1	7	8	3
Cell285	1	10	12	12
Cell286	1	12	5	1
Cell287	1	6	16	14
Cell288	1	15	8	6
Cell289	1	10	12	12
Cell290	1	12	5	1
Cell291	1	10	12	12
Cell292	1	10	12	12
Cell293	1	6	16	14
Cell294	1	6	16	14
Cell295	1	10	12	12
Cell296	1	4	2	7
Cell297	1	11	2	4
Cell298	1	11	2	4
Cell299	1	11	2	4
Cell300	1	9	15	8
Cell301	1	12	5	1
Cell302	1	2	12	5
Cell303	1	15	8	6
Cell304	1	7	8	3
Cell305	1	2	12	5
Cell306	1	5	9	13
Cell307	1	6	16	14
Cell308	1	12	5	1
Cell309	1	10	12	12
Cell310	1	8	1	11
Cell311	1	14	2	2
Cell312	1	1	3	16
Cell313	1	5	9	13
Cell314	1	4	2	7
Cell315	1	5	9	13
Cell316	1	14	2	2
Cell317	1	5	9	13
Cell318	1	10	12	12
Cell319	1	16	7	9
Cell320	1	6	16	14
Cell321	1	2	12	5
Cell322	1	12	5	1
Cell323	1	12	5	1
Cell324	1	5	9	13
Cell325	1	3	7	15
Cell326	1	12	5	1
Cell327	1	1	13	16
Cell328	1	12	5	1
Cell329	1	2	12	5
Cell330	1	13	10	10
Cell331	1	12	5	1
Cell332	1	5	9	13
Cell333	1	1	13	16
Cell334	1	5	9	13
Cell335	1	8	1	11
Cell336	1	6	16	14
Cell337	1	1	3	16
Cell338	1	3	7	15
Cell339	1	9	15	8
Cell340	1	12	5	1
Cell343	1	5	9	13
Cell344	1	9	15	8
Cell345	1	6	16	14
Cell346	1	10	12	12
Cell347	1	8	1	11
Cell348	1	6	16	14
Cell349	1	6	16	14
Cell350	1	3	7	15
Cell352	1	14	2	2
Cell353	1	3	7	15
Cell354	1	4	2	7
Cell355	1	1	3	16
Cell356	1	6	16	14
Cell357	1	13	14	10
Cell358	1	4	2	7
Cell359	1	11	2	4
Cell360	1	10	12	12
Cell361	1	11	2	4
Cell363	1	3	7	15
Cell364	1	5	9	13
Cell365	1	3	7	15
Cell366	1	1	3	16
Cell367	1	2	12	5
Cell368	1	15	8	6
Cell369	1	10	12	12
Cell370	1	4	2	7
Cell371	1	2	12	5
Cell372	1	7	8	3
Cell373	1	4	2	7
Cell374	1	2	12	5
Cell375	1	15	8	6
Cell376	1	5	9	13
Cell377	1	10	12	12
Cell378	1	15	8	6
Cell379	1	13	10	10
Cell380	1	9	15	8
Cell381	1	1	6	16
Cell382	1	15	8	6
Cell383	1	8	11	11
Cell384	1	6	16	14
Cell385	1	7	8	3
Cell386	1	2	12	5
Cell387	1	6	16	14
Cell388	1	4	2	7
Cell389	1	13	14	10
Cell390	1	8	4	11
Cell391	1	16	7	9
Cell392	1	11	2	4
Cell393	1	11	2	4
Cell394	1	14	2	2
Cell395	1	1	6	9
Cell396	1	1	13	16
Cell397	1	15	8	6
Cell398	1	3	7	15
Cell400	1	4	2	7
Cell401	1	1	6	16
Cell402	1	15	8	6
Cell403	1	9	15	8
Cell404	1	5	9	6
Cell405	1	7	8	3
Cell406	1	15	8	6
Cell407	1	8	11	11
Cell408	1	1	13	16
Cell409	1	7	8	3
Cell410	1	11	2	4
Cell411	1	10	12	12
Cell412	1	1	13	16
Cell413	1	2	12	5
Cell414	1	16	7	9
Cell415	1	11	2	4
Cell416	1	4	2	7
Cell417	1	5	9	13
Cell418	1	6	16	14
Cell419	1	1	13	16
Cell420	1	1	6	16
Cell421	1	5	9	13
Cell422	1	3	7	9
Cell423	1	11	2	4
Cell424	1	11	2	4
Cell425	1	1	3	16
Cell426	1	11	2	4
Cell427	1	6	16	14
Cell428	1	16	7	9
Cell429	1	7	8	3
Cell430	1	3	7	15
Cell431	1	7	8	3
Cell432	1	7	8	3
Cell433	1	4	2	7
Cell434	1	5	9	13
Cell435	1	13	10	10
Cell436	1	10	12	12
Cell437	1	15	8	6
Cell438	1	1	6	16
Cell439	1	13	10	10
Cell440	1	5	9	13
Cell441	1	12	5	1
Cell442	1	11	2	4
Cell443	1	2	12	5
Cell444	1	2	12	5
Cell445	1	2	12	5
Cell446	1	12	5	1
Cell447	1	6	16	14
Cell448	1	6	16	14
Cell449	1	9	15	8
Cell450	1	3	7	15
Cell451	1	11	2	4
Cell452	1	6	16	14
Cell453	1	12	5	1
Cell454	1	12	5	1
Cell455	1	6	16	14
Cell456	1	12	5	1
Cell457	1	4	2	7
Cell458	1	8	1	11
Cell459	1	7	8	3
Cell460	1	11	2	4
Cell461	1	5	9	13
Cell463	1	12	5	1
Cell464	1	2	12	5
Cell465	1	2	12	5
Cell466	1	1	6	16
Cell467	1	2	12	5
Cell468	1	1	13	16
Cell469	1	8	4	11
Cell470	1	1	6	16
Cell471	1	8	1	11
Cell472	1	7	8	3
Cell473	1	2	12	5
Cell474	1	2	12	5
Cell475	1	14	2	2
Cell476	1	4	2	7
Cell477	1	10	12	12
Cell478	1	16	7	9
Cell480	1	10	12	12
Cell481	1	11	2	4
Cell482	1	16	7	9
Cell484	1	10	12	12
Cell485	1	16	7	9
Cell486	1	1	13	16
Cell487	1	6	16	14
Cell488	1	3	7	15
Cell489	1	16	7	9
Cell490	1	6	16	14
Cell491	1	1	3	16
Cell492	1	8	4	11
Cell493	1	4	2	7
Cell494	1	13	10	10
Cell495	1	8	11	11
Cell498	1	11	2	4
Cell499	1	12	5	1
Cell500	1	15	8	6
Cell501	1	15	8	6
Cell502	1	13	10	10
Cell503	1	4	2	7
Cell504	1	5	9	9
Cell505	1	5	9	13
Cell506	1	1	13	16
Cell507	1	1	3	16
Cell508	1	10	12	12
Cell509	1	10	12	12
Cell510	1	3	7	15
Cell512	1	12	5	1
Cell513	1	2	12	5
Cell514	1	9	15	8
Cell515	1	3	7	15
Cell516	1	1	3	16
Cell517	1	9	15	8
Cell518	1	1	6	16
Cell519	1	16	7	9
Cell521	1	11	2	4
Cell522	1	14	2	2
Cell523	1	13	10	10
Cell524	1	7	8	3
Cell525	1	14	2	2
Cell526	1	13	10	10
Cell527	1	4	2	7
Cell528	1	9	15	8
Cell529	1	14	2	2
Cell530	1	3	7	15
Cell531	1	8	11	11
Cell532	1	5	9	13
Cell533	1	1	3	16
Cell534	1	6	16	14
Cell535	1	2	12	5
Cell536	1	11	2	4
Cell537	1	2	12	5
Cell538	1	8	4	11
Cell539	1	8	11	11
Cell540	1	3	7	15
Cell541	1	16	7	9
Cell543	1	7	8	3
Cell544	1	11	2	4
Cell545	1	11	2	4
Cell546	1	9	15	8
Cell547	1	5	9	13
Cell548	1	14	2	2
Cell549	1	14	2	2
Cell550	1	5	9	13
Cell553	1	5	9	13
Cell554	1	7	8	3
Cell555	1	7	8	3
Cell556	1	6	16	14
Cell557	1	7	8	3
Cell558	1	5	9	13
Cell559	1	12	5	1
Cell560	1	1	3	16
Cell561	1	8	11	11
Cell562	1	11	2	4
Cell563	1	6	16	14
Cell565	1	16	7	9
Cell566	1	10	12	12
Cell567	1	7	8	3
Cell568	1	5	9	13
Cell569	1	8	4	11
Cell570	1	3	7	15
Cell571	1	2	12	5
Cell573	1	2	12	5
Cell574	1	9	15	8
Cell575	1	11	2	4
Cell576	1	4	2	7
Cell577	1	11	2	4
Cell578	1	8	11	11
Cell579	1	5	9	13
Cell580	1	7	8	3
Cell581	1	10	12	12
Cell582	1	12	5	1
Cell583	1	4	2	7
Cell584	1	15	8	6
Cell585	1	9	15	8
Cell587	1	5	9	13
Cell588	1	9	15	8
Cell589	1	3	7	15
Cell590	1	14	2	2
Cell591	1	10	12	12
Cell592	1	15	8	6
Cell593	1	15	8	6
Cell594	1	9	15	8
Cell595	1	5	9	13
Cell596	1	3	7	15
Cell597	1	13	14	10
Cell598	1	4	2	7
Cell599	1	6	16	14
Cell600	1	12	5	1
Cell601	1	13	10	10
Cell602	1	11	2	4
Cell603	1	1	3	16
Cell604	1	1	6	16
Cell605	1	14	2	2
Cell606	1	14	2	2
Cell607	1	12	5	1
Cell608	1	8	11	11
Cell609	1	5	9	13
Cell610	1	1	13	16
Cell611	1	11	2	4
Cell612	1	8	1	11
Cell613	1	11	2	4
Cell614	1	2	12	5
Cell615	1	8	1	11
Cell617	1	11	2	4
Cell618	1	4	2	7
Cell619	1	1	3	16
Cell620	1	1	3	16
Cell621	1	14	2	2
Cell622	1	8	4	11
Cell623	1	13	14	10
Cell624	1	10	12	12
Cell625	1	8	1	11
Cell626	1	16	7	9
Cell627	1	13	10	10
Cell628	1	7	8	3
Cell629	1	12	5	1
Cell630	1	10	12	12
Cell631	1	3	7	15
Cell632	1	15	8	6
Cell633	1	4	2	7
Cell634	1	16	7	9
Cell635	1	10	12	12
Cell636	1	16	7	9
Cell637	1	8	1	11
Cell638	1	12	5	1
Cell639	1	13	14	10
Cell640	1	11	2	4
Cell641	1	2	12	5
Cell642	1	5	9	13
Cell643	1	15	8	6
Cell644	1	13	14	10
Cell645	1	15	8	6
Cell646	1	11	2	4
Cell647	1	8	11	11
Cell648	1	14	2	2
Cell649	1	9	15	8
Cell650	1	6	16	14
Cell651	1	14	2	2
Cell652	1	8	4	11
Cell653	1	9	15	8
Cell654	1	7	8	3
Cell655	1	2	12	5
Cell656	1	6	16	14
Cell657	1	10	12	12
Cell658	1	14	2	2
Cell659	1	4	2	7
Cell660	1	15	8	6
Cell661	1	11	2	4
Cell663	1	10	12	12
Cell664	1	7	8	3
Cell665	1	12	5	1
Cell666	1	12	5	1
Cell667	1	8	4	11
Cell668	1	7	8	3
