ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	6	32	32
Cell2	1	10	7	31
Cell3	1	15	11	13
Cell4	1	3	12	16
Cell5	1	19	13	26
Cell6	1	15	11	13
Cell7	1	19	28	8
Cell8	1	2	17	25
Cell9	1	16	2	29
Cell10	1	2	17	25
Cell11	1	19	13	8
Cell12	1	14	31	15
Cell13	1	15	11	13
Cell15	1	17	3	5
Cell16	1	1	25	29
Cell17	1	6	32	32
Cell18	1	13	27	15
Cell19	1	4	10	17
Cell20	1	6	32	11
Cell21	1	1	20	15
Cell22	1	5	18	9
Cell23	1	3	29	18
Cell24	1	12	14	5
Cell25	1	5	18	9
Cell26	1	4	10	17
Cell27	1	2	17	18
Cell28	1	11	19	23
Cell29	1	16	2	11
Cell30	1	4	30	29
Cell31	1	10	7	15
Cell32	1	19	13	8
Cell33	1	9	23	5
Cell34	1	6	32	4
Cell35	1	21	21	14
Cell36	1	1	20	2
Cell37	1	8	16	28
Cell38	1	3	29	4
Cell39	1	17	3	11
Cell40	1	21	21	14
Cell41	1	22	31	27
Cell42	1	3	12	16
Cell43	1	13	27	24
Cell44	1	10	7	31
Cell45	1	7	23	26
Cell46	1	3	12	16
Cell47	1	9	26	21
Cell48	1	20	8	1
Cell49	1	14	31	27
Cell50	1	2	22	18
Cell51	1	11	15	23
Cell52	1	9	26	20
Cell53	1	10	7	31
Cell54	1	8	16	28
Cell55	1	16	2	30
Cell56	1	5	18	9
Cell57	1	11	15	23
Cell58	1	9	26	20
Cell59	1	17	3	4
Cell60	1	9	26	20
Cell61	1	2	17	25
Cell62	1	21	21	14
Cell63	1	5	1	26
Cell64	1	18	9	10
Cell65	1	2	17	4
Cell66	1	17	3	6
Cell67	1	8	16	28
Cell68	1	2	22	15
Cell69	1	15	11	3
Cell70	1	13	27	24
Cell71	1	3	28	16
Cell72	1	19	13	8
Cell73	1	8	16	28
Cell75	1	15	11	13
Cell76	1	9	26	21
Cell77	1	16	2	30
Cell78	1	14	31	19
Cell79	1	19	13	8
Cell80	1	5	18	9
Cell81	1	9	26	20
Cell82	1	22	31	27
Cell83	1	3	29	22
Cell85	1	5	18	9
Cell86	1	16	2	30
Cell87	1	13	27	24
Cell88	1	4	10	27
Cell89	1	14	31	19
Cell90	1	21	21	14
Cell91	1	7	5	26
Cell92	1	20	8	1
Cell93	1	9	26	20
Cell94	1	10	7	31
Cell95	1	13	27	24
Cell96	1	21	21	14
Cell97	1	10	7	31
Cell98	1	1	30	21
Cell99	1	17	3	6
Cell100	1	10	7	31
Cell101	1	10	7	31
Cell102	1	3	6	22
Cell103	1	12	14	5
Cell104	1	12	14	7
Cell105	1	8	16	28
Cell106	1	4	16	11
Cell107	1	17	3	6
Cell108	1	15	11	13
Cell109	1	12	14	11
Cell110	1	3	29	4
Cell111	1	7	4	12
Cell112	1	18	9	10
Cell113	1	3	29	16
Cell114	1	5	18	3
Cell115	1	10	7	31
Cell116	1	3	29	22
Cell118	1	7	4	12
Cell119	1	8	16	28
Cell120	1	8	16	28
Cell121	1	19	13	8
Cell122	1	8	16	28
Cell123	1	18	9	10
Cell124	1	2	22	18
Cell125	1	3	29	22
Cell126	1	20	8	1
Cell127	1	11	15	23
Cell128	1	12	14	7
Cell130	1	20	8	1
Cell131	1	6	32	32
Cell132	1	16	2	30
Cell133	1	5	18	12
Cell135	1	2	22	18
Cell136	1	16	2	30
Cell137	1	16	2	30
Cell138	1	1	20	2
Cell139	1	19	13	8
Cell140	1	15	11	13
Cell141	1	4	10	17
Cell142	1	12	14	7
Cell144	1	1	20	2
Cell145	1	18	9	10
Cell146	1	19	13	8
Cell147	1	4	10	11
Cell148	1	16	2	30
Cell149	1	6	32	32
Cell150	1	17	3	6
Cell151	1	2	17	25
Cell152	1	16	2	30
Cell153	1	20	8	21
Cell154	1	21	21	14
Cell155	1	1	20	2
Cell156	1	18	9	10
Cell157	1	15	11	13
Cell158	1	4	10	17
Cell159	1	2	22	4
Cell160	1	3	12	22
Cell162	1	5	18	9
Cell163	1	5	18	12
Cell164	1	8	16	28
Cell165	1	6	32	15
Cell166	1	1	24	18
Cell167	1	19	13	8
Cell168	1	4	30	5
Cell169	1	14	31	19
Cell170	1	3	28	16
Cell171	1	11	19	23
Cell172	1	2	22	18
Cell173	1	5	18	9
Cell174	1	1	20	2
Cell175	1	21	21	14
Cell176	1	8	16	28
Cell177	1	18	9	10
Cell178	1	9	26	20
Cell179	1	18	9	10
Cell180	1	15	11	13
Cell181	1	8	16	28
Cell182	1	10	7	31
Cell183	1	8	16	28
Cell184	1	4	10	5
Cell186	1	2	22	25
Cell187	1	1	20	5
Cell188	1	5	1	3
Cell189	1	16	2	30
Cell190	1	12	14	7
Cell191	1	3	12	16
Cell192	1	22	31	27
Cell193	1	19	13	8
Cell194	1	8	16	28
Cell195	1	16	2	30
Cell196	1	6	32	32
Cell197	1	2	22	18
Cell198	1	3	29	22
Cell199	1	4	30	21
Cell200	1	17	3	6
Cell201	1	15	11	26
Cell202	1	7	4	12
Cell203	1	17	3	6
Cell204	1	19	13	8
Cell205	1	22	31	27
Cell206	1	21	21	14
Cell207	1	3	29	4
Cell208	1	5	18	9
Cell210	1	13	27	24
Cell211	1	22	31	27
Cell212	1	21	21	14
Cell213	1	15	11	13
Cell215	1	4	16	11
Cell216	1	9	26	20
Cell217	1	11	19	23
Cell218	1	1	24	29
Cell219	1	19	13	8
Cell220	1	6	32	32
Cell221	1	21	21	14
Cell222	1	4	16	11
Cell225	1	1	20	2
Cell226	1	2	22	18
Cell227	1	19	13	8
Cell228	1	11	19	23
Cell229	1	17	3	6
Cell230	1	1	25	5
Cell231	1	5	1	3
Cell232	1	2	17	25
Cell233	1	1	24	15
Cell234	1	4	30	5
Cell235	1	8	16	28
Cell236	1	4	6	5
Cell237	1	9	30	15
Cell238	1	1	24	29
Cell239	1	1	20	2
Cell240	1	3	29	29
Cell241	1	18	9	10
Cell242	1	7	23	12
Cell243	1	9	26	20
Cell244	1	15	11	13
Cell245	1	14	31	19
Cell246	1	5	1	3
Cell247	1	11	19	23
Cell248	1	9	26	5
