,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,57.23159956932068
1,ICELL8_SE_B_kallisto_umap.csv,553,5,56.621989727020264
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,95.91559362411499
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,101.59316182136536
4,10X_LLU_A_umitools_umap.csv,2476,7,94.60908842086792
5,10X_LLU_A_zumi_umap.csv,2825,7,100.6670331954956
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,68.53250741958618
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,69.92948913574219
8,10X_LLU_B_umitools_umap.csv,1184,5,70.62412166595459
9,10X_LLU_B_zumi_umap.csv,1207,5,70.86562323570251
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,166.53448224067688
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,193.56804156303406
12,10X_NCI_A_umitools_umap.csv,5344,8,154.122576713562
13,10X_NCI_A_zumi_umap.csv,5385,9,167.9720277786255
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,98.94105219841003
15,10X_NCI_B_cellranger3.1_umap.csv,3059,7,103.55252408981323
16,10X_NCI_B_umitools_umap.csv,2630,7,96.59739208221436
17,10X_NCI_B_zumi_umap.csv,2836,7,98.42293453216553
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,8,152.9687888622284
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,179.77497005462646
20,10X_NCI_M_A_umitools_umap.csv,5339,9,165.17787885665894
21,10X_NCI_M_A_zumi_umap.csv,5416,9,169.57483053207397
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,98.09194827079773
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,110.17373466491699
24,10X_NCI_M_B_umitools_umap.csv,2628,7,100.4428608417511
25,10X_NCI_M_B_zumi_umap.csv,2805,8,109.13456439971924
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,50.8320734500885
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,53.28170990943909
28,C1_FDA_HT_A_rsem_umap.csv,197,3,48.070268392562866
29,C1_FDA_HT_B_featureCounts_umap.csv,231,3,53.66910648345947
30,C1_FDA_HT_B_kallisto_umap.csv,224,3,49.45176100730896
31,C1_FDA_HT_B_rsem_umap.csv,231,3,51.82844662666321
32,C1_LLU_A_featureCounts_umap.csv,70,3,53.163618326187134
33,C1_LLU_A_kallisto_umap.csv,72,3,49.75387763977051
34,C1_LLU_A_rsem_umap.csv,71,3,49.168774127960205
35,C1_LLU_B_featureCounts_umap.csv,59,3,52.97269868850708
36,C1_LLU_B_kallisto_umap.csv,60,3,52.04650568962097
37,C1_LLU_B_rsem_umap.csv,60,3,50.033992290496826
38,ICELL8_PE_A_featureCounts_umap.csv,568,4,56.163458824157715
39,ICELL8_PE_A_kallisto_umap.csv,570,4,55.79323983192444
40,ICELL8_PE_A_rsem_umap.csv,563,4,57.045438289642334
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,52.36353921890259
42,ICELL8_PE_B_kallisto_umap.csv,551,4,56.28027653694153
43,ICELL8_PE_B_rsem_umap.csv,548,4,56.60329008102417
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,55.678218603134155
45,ICELL8_SE_A_rsem_umap.csv,569,4,56.6246280670166
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,57.489012479782104
47,ICELL8_SE_B_rsem_umap.csv,549,4,56.96238112449646
