,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,59.03068995475769
1,ICELL8_SE_B_kallisto_umap.csv,553,5,58.57662916183472
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,103.92773413658142
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,109.68288016319275
4,10X_LLU_A_umitools_umap.csv,2476,7,101.35928606987
5,10X_LLU_A_zumi_umap.csv,2825,7,109.17054390907288
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,82.0494155883789
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,74.4697687625885
8,10X_LLU_B_umitools_umap.csv,1184,5,70.69284868240356
9,10X_LLU_B_zumi_umap.csv,1207,5,69.36898446083069
10,10X_NCI_A_cellranger2.0_umap.csv,5355,8,172.28117752075195
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,218.27990221977234
12,10X_NCI_A_umitools_umap.csv,5344,9,184.45289492607117
13,10X_NCI_A_zumi_umap.csv,5385,8,176.54462552070618
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,111.40930199623108
15,10X_NCI_B_cellranger3.1_umap.csv,3059,7,119.38991141319275
16,10X_NCI_B_umitools_umap.csv,2630,8,113.02537202835083
17,10X_NCI_B_zumi_umap.csv,2836,7,116.15760016441345
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,8,177.73220324516296
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,202.40497708320618
20,10X_NCI_M_A_umitools_umap.csv,5339,9,184.33871269226074
21,10X_NCI_M_A_zumi_umap.csv,5416,9,186.20907473564148
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,105.81231188774109
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,120.85692930221558
24,10X_NCI_M_B_umitools_umap.csv,2628,7,104.96188735961914
25,10X_NCI_M_B_zumi_umap.csv,2805,7,111.27345156669617
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,50.811654806137085
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,54.50074529647827
28,C1_FDA_HT_A_rsem_umap.csv,197,3,51.737579345703125
29,C1_FDA_HT_B_featureCounts_umap.csv,231,3,53.790529012680054
30,C1_FDA_HT_B_kallisto_umap.csv,224,3,53.94671964645386
31,C1_FDA_HT_B_rsem_umap.csv,231,3,54.35064172744751
32,C1_LLU_A_featureCounts_umap.csv,70,3,51.85400176048279
33,C1_LLU_A_kallisto_umap.csv,72,3,52.419989347457886
34,C1_LLU_A_rsem_umap.csv,71,3,49.21560716629028
35,C1_LLU_B_featureCounts_umap.csv,59,3,50.3737006187439
36,C1_LLU_B_kallisto_umap.csv,60,3,50.34040546417236
37,C1_LLU_B_rsem_umap.csv,60,3,49.50684213638306
38,ICELL8_PE_A_featureCounts_umap.csv,568,4,57.750823974609375
39,ICELL8_PE_A_kallisto_umap.csv,570,4,57.95692849159241
40,ICELL8_PE_A_rsem_umap.csv,563,4,58.74937176704407
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,58.30742120742798
42,ICELL8_PE_B_kallisto_umap.csv,551,4,57.59492206573486
43,ICELL8_PE_B_rsem_umap.csv,548,4,57.79283022880554
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,57.75187301635742
45,ICELL8_SE_A_rsem_umap.csv,569,4,58.75895977020264
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,57.41940665245056
47,ICELL8_SE_B_rsem_umap.csv,549,5,57.50538873672485
