,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,51.937171936035156
1,ICELL8_SE_B_kallisto_umap.csv,553,5,50.79577088356018
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,83.38031649589539
3,10X_LLU_A_cellranger3.1_umap.csv,2825,8,94.38377022743225
4,10X_LLU_A_umitools_umap.csv,2476,7,86.64341592788696
5,10X_LLU_A_zumi_umap.csv,2825,7,91.04632043838501
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,63.22873115539551
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,66.1169946193695
8,10X_LLU_B_umitools_umap.csv,1184,6,62.831946849823
9,10X_LLU_B_zumi_umap.csv,1207,6,61.512171268463135
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,145.56829738616943
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,174.99720239639282
12,10X_NCI_A_umitools_umap.csv,5344,9,147.51683497428894
13,10X_NCI_A_zumi_umap.csv,5385,9,152.17780470848083
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,86.8425076007843
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,97.12598156929016
16,10X_NCI_B_umitools_umap.csv,2630,8,88.77353811264038
17,10X_NCI_B_zumi_umap.csv,2836,7,91.37169456481934
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,149.19505286216736
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,159.85670018196106
20,10X_NCI_M_A_umitools_umap.csv,5339,9,150.33810925483704
21,10X_NCI_M_A_zumi_umap.csv,5416,9,151.7827799320221
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,8,90.278240442276
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,96.74403619766235
24,10X_NCI_M_B_umitools_umap.csv,2628,7,88.29721117019653
25,10X_NCI_M_B_zumi_umap.csv,2805,7,92.99050045013428
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,46.24639081954956
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,49.22469711303711
28,C1_FDA_HT_A_rsem_umap.csv,197,3,47.03182935714722
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,47.812808990478516
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,47.84382653236389
31,C1_FDA_HT_B_rsem_umap.csv,231,4,48.7351348400116
32,C1_LLU_A_featureCounts_umap.csv,70,3,46.98737025260925
33,C1_LLU_A_kallisto_umap.csv,72,3,47.08643960952759
34,C1_LLU_A_rsem_umap.csv,71,3,47.2317898273468
35,C1_LLU_B_featureCounts_umap.csv,59,3,46.00104355812073
36,C1_LLU_B_kallisto_umap.csv,60,3,48.055018186569214
37,C1_LLU_B_rsem_umap.csv,60,3,44.62425398826599
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,53.49608564376831
39,ICELL8_PE_A_kallisto_umap.csv,570,5,51.91259264945984
40,ICELL8_PE_A_rsem_umap.csv,563,5,52.200507164001465
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,51.18354940414429
42,ICELL8_PE_B_kallisto_umap.csv,551,5,52.73632884025574
43,ICELL8_PE_B_rsem_umap.csv,548,4,51.36722111701965
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,52.222861528396606
45,ICELL8_SE_A_rsem_umap.csv,569,5,50.615342140197754
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,50.96512770652771
47,ICELL8_SE_B_rsem_umap.csv,549,5,50.90320873260498
