,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,58.24032235145569
1,ICELL8_SE_B_kallisto_umap.csv,553,5,56.38839840888977
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,93.88058686256409
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,96.8578314781189
4,10X_LLU_A_umitools_umap.csv,2476,7,91.71581196784973
5,10X_LLU_A_zumi_umap.csv,2825,7,100.17784595489502
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,67.83149456977844
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,71.48320460319519
8,10X_LLU_B_umitools_umap.csv,1184,6,68.27607464790344
9,10X_LLU_B_zumi_umap.csv,1207,6,69.38557577133179
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,162.69180870056152
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,190.26838445663452
12,10X_NCI_A_umitools_umap.csv,5344,9,161.9664363861084
13,10X_NCI_A_zumi_umap.csv,5385,9,161.15853905677795
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,92.70019698143005
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,107.22707939147949
16,10X_NCI_B_umitools_umap.csv,2630,8,98.86138772964478
17,10X_NCI_B_zumi_umap.csv,2836,7,100.65319657325745
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,162.66230010986328
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,178.6571774482727
20,10X_NCI_M_A_umitools_umap.csv,5339,9,161.43120574951172
21,10X_NCI_M_A_zumi_umap.csv,5416,9,163.5910930633545
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,94.66684675216675
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,106.17692041397095
24,10X_NCI_M_B_umitools_umap.csv,2628,7,96.31412076950073
25,10X_NCI_M_B_zumi_umap.csv,2805,8,104.88048720359802
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,48.57721757888794
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,55.431291341781616
28,C1_FDA_HT_A_rsem_umap.csv,197,3,53.14148783683777
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,52.71887731552124
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,51.317481994628906
31,C1_FDA_HT_B_rsem_umap.csv,231,4,55.4530131816864
32,C1_LLU_A_featureCounts_umap.csv,70,3,52.49002766609192
33,C1_LLU_A_kallisto_umap.csv,72,3,51.90164589881897
34,C1_LLU_A_rsem_umap.csv,71,3,52.84261131286621
35,C1_LLU_B_featureCounts_umap.csv,59,3,49.20024061203003
36,C1_LLU_B_kallisto_umap.csv,60,3,52.91052436828613
37,C1_LLU_B_rsem_umap.csv,60,3,46.30756425857544
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,57.465532064437866
39,ICELL8_PE_A_kallisto_umap.csv,570,5,57.37682056427002
40,ICELL8_PE_A_rsem_umap.csv,563,5,57.49669694900513
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,57.81686520576477
42,ICELL8_PE_B_kallisto_umap.csv,551,4,57.758609771728516
43,ICELL8_PE_B_rsem_umap.csv,548,4,57.1896276473999
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,58.26521182060242
45,ICELL8_SE_A_rsem_umap.csv,569,5,56.753140926361084
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,58.57277798652649
47,ICELL8_SE_B_rsem_umap.csv,549,5,56.23182654380798
