,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,61.04400300979614
1,ICELL8_SE_B_kallisto_umap.csv,553,5,58.72363352775574
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,102.63594150543213
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,106.29071617126465
4,10X_LLU_A_umitools_umap.csv,2476,7,101.18794345855713
5,10X_LLU_A_zumi_umap.csv,2825,7,109.99629831314087
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,75.82585096359253
7,10X_LLU_B_cellranger3.1_umap.csv,1327,5,74.99792456626892
8,10X_LLU_B_umitools_umap.csv,1184,6,73.26353311538696
9,10X_LLU_B_zumi_umap.csv,1207,6,74.05967283248901
10,10X_NCI_A_cellranger2.0_umap.csv,5355,8,171.5677900314331
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,217.4535036087036
12,10X_NCI_A_umitools_umap.csv,5344,9,183.3716139793396
13,10X_NCI_A_zumi_umap.csv,5385,9,194.23469257354736
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,107.9679799079895
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,123.7050130367279
16,10X_NCI_B_umitools_umap.csv,2630,8,110.23090434074402
17,10X_NCI_B_zumi_umap.csv,2836,7,112.7760534286499
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,8,172.44380736351013
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,10,218.7593595981598
20,10X_NCI_M_A_umitools_umap.csv,5339,9,184.5228853225708
21,10X_NCI_M_A_zumi_umap.csv,5416,9,186.0394570827484
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,103.96411061286926
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,117.38118481636047
24,10X_NCI_M_B_umitools_umap.csv,2628,7,108.28435802459717
25,10X_NCI_M_B_zumi_umap.csv,2805,8,116.29940581321716
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,54.546104431152344
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,55.37523102760315
28,C1_FDA_HT_A_rsem_umap.csv,197,3,55.745439767837524
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,54.816657066345215
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,56.967458724975586
31,C1_FDA_HT_B_rsem_umap.csv,231,4,56.54396963119507
32,C1_LLU_A_featureCounts_umap.csv,70,3,56.00154995918274
33,C1_LLU_A_kallisto_umap.csv,72,3,53.91810417175293
34,C1_LLU_A_rsem_umap.csv,71,3,56.50972294807434
35,C1_LLU_B_featureCounts_umap.csv,59,3,54.677584409713745
36,C1_LLU_B_kallisto_umap.csv,60,3,49.890143632888794
37,C1_LLU_B_rsem_umap.csv,60,3,51.74162530899048
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,60.89022660255432
39,ICELL8_PE_A_kallisto_umap.csv,570,5,61.005115270614624
40,ICELL8_PE_A_rsem_umap.csv,563,5,60.522459745407104
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,60.73048448562622
42,ICELL8_PE_B_kallisto_umap.csv,551,5,59.178091287612915
43,ICELL8_PE_B_rsem_umap.csv,548,5,61.00092816352844
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,59.84242606163025
45,ICELL8_SE_A_rsem_umap.csv,569,5,59.96967434883118
46,ICELL8_SE_B_featureCounts_umap.csv,550,5,61.52063322067261
47,ICELL8_SE_B_rsem_umap.csv,549,5,61.78734111785889
