ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	1	4	1
Cell2	1	7	12	16
Cell3	1	8	14	7
Cell4	1	15	11	9
Cell5	1	5	16	14
Cell6	1	8	14	7
Cell7	1	9	13	5
Cell8	1	6	15	13
Cell9	1	10	1	15
Cell10	1	6	15	13
Cell12	1	11	15	8
Cell13	1	8	14	7
Cell14	1	11	15	8
Cell15	1	2	8	3
Cell16	1	10	1	15
Cell17	1	1	4	1
Cell18	1	11	15	8
Cell19	1	15	11	9
Cell21	1	11	15	8
Cell22	1	9	13	5
Cell23	1	13	9	10
Cell24	1	2	8	3
Cell25	1	9	13	5
Cell26	1	15	11	9
Cell27	1	13	9	10
Cell28	1	12	1	12
Cell29	1	14	4	6
Cell30	1	10	1	15
Cell31	1	11	15	8
Cell32	1	9	13	5
Cell33	1	2	8	3
Cell34	1	2	8	3
Cell35	1	11	15	8
Cell36	1	1	4	2
Cell37	1	10	1	15
Cell38	1	2	8	3
Cell39	1	14	4	6
Cell40	1	11	15	8
Cell41	1	5	16	14
Cell43	1	6	15	13
Cell44	1	7	7	16
Cell45	1	5	16	14
Cell46	1	15	11	9
Cell47	1	4	10	11
Cell48	1	1	4	1
Cell49	1	5	16	14
Cell50	1	13	2	10
Cell53	1	7	12	16
Cell54	1	10	1	15
Cell55	1	7	12	16
Cell56	1	9	13	5
Cell57	1	12	1	12
Cell58	1	4	10	11
Cell59	1	2	8	3
Cell61	1	6	15	13
Cell62	1	11	15	8
Cell63	1	5	16	14
Cell65	1	2	8	3
Cell66	1	3	5	4
Cell67	1	10	1	15
Cell68	1	11	15	8
Cell69	1	1	4	2
Cell70	1	6	15	13
Cell71	1	4	6	9
Cell73	1	10	1	15
Cell74	1	4	10	11
Cell75	1	8	14	7
Cell76	1	4	10	11
Cell77	1	7	12	16
Cell78	1	13	2	10
Cell79	1	9	13	5
Cell80	1	9	13	5
Cell81	1	4	6	11
Cell82	1	5	16	14
Cell83	1	12	1	12
Cell84	1	14	4	6
Cell85	1	9	13	5
Cell87	1	6	15	13
Cell88	1	5	16	14
Cell89	1	13	9	10
Cell90	1	11	15	8
Cell91	1	5	16	14
Cell92	1	1	4	1
Cell93	1	4	6	11
Cell94	1	7	7	16
Cell95	1	6	15	13
Cell96	1	11	15	8
Cell97	1	7	7	16
Cell98	1	4	10	11
Cell99	1	3	5	4
Cell100	1	7	12	16
Cell101	1	7	12	16
Cell102	1	12	1	12
Cell103	1	2	8	3
Cell104	1	3	5	4
Cell105	1	10	1	15
Cell106	1	14	4	6
Cell107	1	3	3	4
Cell108	1	8	14	7
Cell109	1	14	4	6
Cell110	1	2	8	3
Cell111	1	8	14	7
Cell112	1	14	4	6
Cell113	1	15	11	9
Cell114	1	1	4	2
Cell115	1	7	12	16
Cell117	1	8	14	7
Cell118	1	8	14	7
Cell119	1	10	1	15
Cell120	1	10	1	15
Cell121	1	9	13	5
Cell122	1	10	1	15
Cell123	1	14	4	6
Cell124	1	13	2	10
Cell125	1	12	1	12
Cell126	1	1	4	1
Cell127	1	12	1	12
Cell128	1	3	5	4
Cell129	1	4	6	11
Cell130	1	1	4	1
Cell131	1	1	4	1
Cell132	1	7	12	16
Cell133	1	8	14	7
Cell134	1	1	4	1
Cell135	1	13	9	10
Cell136	1	7	12	16
Cell137	1	7	7	16
Cell138	1	1	4	2
Cell139	1	9	13	5
Cell140	1	8	14	7
Cell141	1	15	11	9
Cell142	1	3	3	4
Cell143	1	1	4	2
Cell144	1	1	4	2
Cell145	1	14	4	6
Cell146	1	9	13	5
Cell147	1	14	4	6
Cell148	1	7	12	16
Cell149	1	1	4	1
Cell150	1	3	5	4
Cell151	1	6	15	13
Cell152	1	7	7	16
Cell153	1	4	6	11
Cell154	1	11	15	8
Cell155	1	1	4	2
Cell156	1	14	4	6
Cell157	1	8	14	7
Cell158	1	15	11	9
Cell159	1	2	8	3
Cell160	1	12	1	12
Cell161	1	12	1	12
Cell163	1	8	14	7
Cell164	1	10	1	15
Cell165	1	11	15	8
Cell166	1	13	9	10
Cell167	1	9	13	5
Cell168	1	2	8	3
Cell169	1	13	2	10
Cell170	1	15	11	9
Cell171	1	12	1	12
Cell172	1	13	9	10
Cell173	1	9	13	5
Cell174	1	1	4	2
Cell176	1	10	1	15
Cell177	1	14	4	6
Cell178	1	4	6	11
Cell179	1	14	4	6
Cell180	1	8	14	7
Cell181	1	10	1	15
Cell182	1	7	12	16
Cell183	1	10	1	15
Cell184	1	2	8	3
Cell185	1	6	15	13
Cell186	1	6	15	13
