ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	7	32	32
Cell3	1	12	3	13
Cell4	1	2	6	16
Cell5	1	9	15	26
Cell6	1	12	3	13
Cell7	1	16	1	8
Cell8	1	8	20	25
Cell10	1	8	10	25
Cell11	1	16	1	8
Cell12	1	4	18	15
Cell13	1	12	3	13
Cell15	1	3	16	5
Cell16	1	21	23	29
Cell17	1	7	32	32
Cell18	1	4	18	15
Cell19	1	20	2	17
Cell20	1	25	27	11
Cell21	1	4	18	15
Cell22	1	14	5	9
Cell23	1	15	25	18
Cell24	1	11	17	5
Cell25	1	14	5	9
Cell26	1	20	2	17
Cell27	1	15	25	18
Cell28	1	19	8	23
Cell29	1	25	27	11
Cell30	1	21	23	29
Cell31	1	4	18	15
Cell32	1	16	1	8
Cell33	1	3	16	5
Cell34	1	13	28	4
Cell35	1	6	21	14
Cell36	1	5	14	2
Cell37	1	18	4	28
Cell38	1	2	6	4
Cell39	1	25	27	11
Cell40	1	6	21	14
Cell41	1	15	25	27
Cell42	1	2	6	16
Cell43	1	23	12	24
Cell44	1	17	9	31
Cell45	1	9	15	26
Cell46	1	21	23	16
Cell47	1	13	28	21
Cell48	1	10	31	1
Cell50	1	15	25	18
Cell52	1	15	25	20
Cell53	1	17	9	31
Cell54	1	3	4	28
Cell55	1	9	15	30
Cell56	1	14	5	9
Cell57	1	19	8	23
Cell59	1	1	11	4
Cell60	1	10	31	20
Cell61	1	8	20	25
Cell62	1	2	6	14
Cell63	1	9	15	26
Cell64	1	1	7	10
Cell66	1	11	17	6
Cell67	1	3	16	28
Cell68	1	4	18	15
Cell70	1	23	12	24
Cell71	1	2	6	16
Cell72	1	16	1	8
Cell73	1	18	4	28
Cell74	1	3	19	20
Cell75	1	12	3	13
Cell76	1	13	28	21
Cell77	1	22	5	30
Cell79	1	16	1	8
Cell80	1	14	5	9
Cell81	1	3	16	20
Cell82	1	6	26	27
Cell83	1	1	11	22
Cell84	1	1	7	10
Cell85	1	14	5	9
Cell86	1	22	30	30
Cell87	1	23	12	24
Cell88	1	6	26	27
Cell89	1	24	24	19
Cell90	1	22	5	14
Cell91	1	9	15	26
Cell92	1	10	31	1
Cell93	1	3	19	20
Cell94	1	17	9	31
Cell95	1	23	12	24
Cell96	1	6	21	14
Cell97	1	17	9	31
Cell99	1	11	17	6
Cell100	1	17	9	31
Cell101	1	17	9	31
Cell102	1	3	11	22
Cell103	1	11	17	5
Cell104	1	4	18	7
Cell105	1	18	4	28
Cell106	1	25	27	11
Cell107	1	11	17	6
Cell108	1	12	3	13
Cell109	1	25	27	11
Cell110	1	1	11	4
Cell111	1	19	8	12
Cell112	1	1	7	10
Cell113	1	2	6	16
Cell114	1	5	14	3
Cell115	1	17	9	31
Cell117	1	19	8	12
Cell118	1	19	8	12
Cell119	1	18	4	28
Cell120	1	18	4	28
Cell121	1	16	1	8
Cell122	1	18	4	28
Cell123	1	1	7	10
Cell124	1	15	25	18
Cell125	1	11	17	22
Cell126	1	10	31	1
Cell127	1	5	22	23
Cell128	1	4	18	7
Cell129	1	3	19	20
Cell130	1	10	31	1
Cell131	1	7	32	32
Cell132	1	22	30	30
Cell133	1	19	8	12
Cell134	1	10	31	1
Cell135	1	15	25	18
Cell136	1	16	1	30
Cell137	1	22	5	30
Cell138	1	5	14	2
Cell139	1	16	1	8
Cell140	1	12	3	13
Cell141	1	20	2	17
Cell142	1	4	18	7
Cell144	1	5	14	2
Cell145	1	1	7	10
Cell146	1	16	1	8
Cell147	1	25	27	11
Cell148	1	22	30	30
Cell149	1	7	32	32
Cell150	1	11	17	6
Cell151	1	8	20	25
Cell152	1	22	5	30
Cell153	1	13	28	21
Cell154	1	6	21	14
Cell155	1	5	14	2
Cell156	1	1	7	10
Cell157	1	12	3	13
Cell158	1	20	2	17
Cell159	1	1	7	4
Cell160	1	1	11	22
Cell161	1	20	2	22
Cell162	1	14	5	9
Cell163	1	19	8	12
Cell164	1	18	4	28
Cell165	1	4	18	15
Cell166	1	15	25	18
Cell167	1	16	1	8
Cell168	1	2	6	5
Cell169	1	24	24	19
Cell170	1	2	6	16
Cell171	1	5	14	23
Cell172	1	15	25	18
Cell173	1	14	5	9
Cell174	1	5	14	2
Cell175	1	6	21	14
Cell176	1	18	4	28
Cell177	1	1	29	10
Cell178	1	10	31	20
Cell179	1	1	7	10
Cell180	1	12	3	13
Cell181	1	18	4	28
Cell182	1	17	9	31
Cell183	1	18	4	28
Cell184	1	3	16	5
Cell185	1	8	20	25
Cell186	1	8	10	25
Cell187	1	3	16	5
Cell188	1	2	30	3
Cell189	1	14	5	30
Cell190	1	4	18	7
