ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	2	7	1
Cell3	1	6	3	4
Cell4	1	7	5	5
Cell5	1	4	6	8
Cell6	1	6	3	4
Cell7	1	8	8	3
Cell8	1	1	6	7
Cell9	1	4	6	8
Cell10	1	1	6	7
Cell11	1	9	8	3
Cell12	1	7	5	5
Cell13	1	6	3	4
Cell15	1	3	3	2
Cell16	1	4	6	8
Cell17	1	2	1	1
Cell18	1	7	5	5
Cell19	1	7	5	5
Cell20	1	6	3	4
Cell21	1	7	5	5
Cell22	1	8	2	3
Cell23	1	5	4	6
Cell24	1	3	3	2
Cell25	1	8	2	3
Cell26	1	7	5	5
Cell27	1	5	4	6
Cell28	1	1	6	7
Cell29	1	6	3	4
Cell30	1	4	6	8
Cell31	1	7	5	5
Cell32	1	8	2	3
Cell33	1	3	3	2
Cell34	1	3	3	2
Cell35	1	7	5	5
Cell36	1	3	3	2
Cell37	1	4	6	8
Cell38	1	3	3	2
Cell39	1	6	3	4
Cell40	1	7	5	5
Cell42	1	7	5	5
Cell43	1	1	6	7
Cell44	1	2	7	1
Cell45	1	4	6	8
Cell46	1	7	5	5
Cell47	1	5	4	6
Cell48	1	2	7	1
Cell50	1	5	4	6
Cell52	1	5	4	6
Cell53	1	2	7	1
Cell54	1	4	6	8
Cell55	1	2	7	1
Cell56	1	8	8	3
Cell57	1	1	6	7
Cell59	1	3	3	2
Cell60	1	5	4	6
Cell61	1	1	6	7
Cell62	1	7	5	5
Cell63	1	4	6	8
Cell64	1	6	3	4
Cell65	1	3	3	2
Cell66	1	8	8	3
Cell67	1	4	6	8
Cell68	1	7	5	5
Cell70	1	1	6	7
Cell71	1	7	5	5
Cell72	1	8	2	3
Cell73	1	4	6	8
Cell74	1	5	4	6
Cell75	1	6	3	4
Cell76	1	5	4	6
Cell77	1	2	7	1
Cell79	1	9	8	3
Cell80	1	9	8	3
Cell81	1	5	4	6
Cell82	1	4	6	8
Cell83	1	1	6	7
Cell84	1	6	3	4
Cell85	1	8	2	3
Cell86	1	2	1	1
Cell87	1	1	6	7
Cell88	1	4	6	8
Cell89	1	5	4	6
Cell90	1	7	5	5
Cell91	1	4	6	8
Cell92	1	2	7	1
Cell93	1	5	4	6
Cell94	1	2	1	1
Cell95	1	1	6	7
Cell96	1	7	5	5
Cell97	1	2	7	1
Cell99	1	8	2	3
Cell100	1	2	7	1
Cell101	1	2	1	1
Cell102	1	1	6	7
Cell103	1	3	3	2
Cell104	1	8	2	3
Cell105	1	4	6	8
Cell106	1	6	3	4
Cell107	1	8	8	3
Cell108	1	6	3	4
Cell109	1	6	3	4
Cell110	1	3	3	2
Cell111	1	6	3	4
Cell112	1	6	3	4
Cell113	1	7	5	5
Cell114	1	3	3	2
Cell115	1	2	1	1
Cell117	1	6	3	4
Cell118	1	6	3	4
Cell119	1	4	6	8
Cell120	1	4	6	8
Cell121	1	8	8	3
Cell122	1	4	6	8
Cell123	1	6	3	4
Cell124	1	5	4	6
Cell125	1	1	6	7
Cell126	1	2	7	1
Cell127	1	1	6	7
Cell128	1	8	8	3
Cell129	1	5	4	6
Cell130	1	2	7	1
Cell131	1	2	1	1
Cell132	1	2	7	1
Cell133	1	6	3	4
Cell134	1	2	7	1
Cell135	1	5	4	6
Cell136	1	2	7	1
Cell137	1	2	7	1
Cell138	1	3	3	2
Cell139	1	8	8	3
Cell140	1	6	3	4
Cell141	1	7	5	5
Cell142	1	8	2	3
Cell144	1	3	3	2
Cell145	1	6	3	4
Cell146	1	8	2	3
Cell147	1	6	3	4
Cell148	1	2	1	1
Cell149	1	2	1	1
Cell150	1	8	8	3
Cell151	1	1	6	7
Cell152	1	2	7	1
Cell153	1	5	4	6
Cell154	1	7	5	5
Cell155	1	3	3	2
Cell156	1	6	3	4
Cell157	1	6	3	4
Cell158	1	7	5	5
Cell159	1	3	3	2
Cell160	1	1	6	7
Cell161	1	1	6	7
Cell162	1	8	8	3
Cell163	1	6	3	4
Cell164	1	4	6	8
Cell165	1	7	5	5
Cell166	1	5	4	6
Cell167	1	8	2	3
Cell168	1	3	3	2
Cell169	1	5	4	6
Cell170	1	7	5	5
Cell171	1	1	6	7
Cell172	1	5	4	6
Cell173	1	8	8	3
Cell174	1	3	3	2
Cell175	1	7	5	5
Cell176	1	4	6	8
Cell177	1	6	3	4
Cell178	1	5	4	6
Cell179	1	6	3	4
Cell180	1	6	3	4
Cell181	1	4	6	8
Cell182	1	2	7	1
Cell183	1	4	6	8
Cell184	1	3	3	2
Cell185	1	1	6	7
Cell186	1	1	6	7
Cell187	1	3	3	2
Cell188	1	3	3	2
Cell189	1	2	1	1
Cell190	1	8	8	3
Cell191	1	7	5	5
Cell193	1	8	2	3
Cell194	1	4	6	8
Cell195	1	2	1	1
Cell196	1	2	7	1
Cell197	1	5	4	6
Cell198	1	1	6	7
Cell199	1	5	4	6
Cell200	1	9	8	3
Cell201	1	4	6	8
Cell202	1	6	3	4
Cell203	1	9	8	3
Cell204	1	9	8	3
Cell205	1	4	6	8
Cell206	1	7	5	5
Cell207	1	3	3	2
Cell208	1	9	8	3
Cell209	1	4	6	8
Cell210	1	1	6	7
Cell211	1	4	6	8
Cell212	1	7	5	5
Cell213	1	6	3	4
Cell214	1	4	6	8
Cell215	1	6	3	4
Cell216	1	5	4	6
Cell217	1	1	6	7
Cell218	1	4	6	8
Cell219	1	8	2	3
Cell220	1	2	7	1
Cell221	1	7	5	5
Cell222	1	6	3	4
Cell223	1	7	5	5
Cell224	1	2	7	1
Cell225	1	3	3	2
Cell226	1	5	4	6
Cell227	1	8	2	3
Cell228	1	1	6	7
Cell231	1	3	3	2
Cell232	1	1	6	7
Cell233	1	7	5	5
Cell234	1	3	3	2
Cell235	1	4	6	8
Cell236	1	3	3	2
Cell237	1	7	5	5
Cell238	1	4	6	8
Cell239	1	3	3	2
Cell240	1	4	6	8
Cell241	1	6	3	4
Cell242	1	6	3	4
Cell243	1	5	4	6
Cell244	1	6	3	4
Cell245	1	5	4	6
Cell246	1	3	3	2
Cell247	1	1	6	7
Cell248	1	3	3	2
Cell249	1	6	3	4
Cell250	1	4	6	8
Cell251	1	9	8	3
Cell252	1	4	6	8
Cell253	1	4	6	8
Cell254	1	5	4	6
Cell255	1	8	2	3
Cell256	1	7	5	5
Cell257	1	6	3	4
Cell258	1	6	3	4
Cell259	1	1	6	7
Cell260	1	9	8	3
Cell261	1	7	5	5
Cell262	1	1	6	7
Cell263	1	1	6	7
Cell264	1	2	7	1
Cell265	1	1	6	7
Cell266	1	4	6	8
Cell267	1	7	5	5
Cell268	1	2	1	1
Cell269	1	7	5	5
Cell270	1	7	5	5
Cell271	1	7	5	5
Cell272	1	1	6	7
Cell273	1	8	8	3
Cell274	1	4	6	8
Cell275	1	7	5	5
Cell276	1	7	5	5
Cell277	1	2	7	1
Cell278	1	1	6	7
Cell279	1	1	6	7
Cell280	1	4	6	8
Cell281	1	5	4	6
Cell282	1	6	3	4
Cell283	1	5	4	6
Cell284	1	3	3	2
Cell285	1	1	6	7
Cell286	1	2	7	1
Cell287	1	4	6	8
Cell288	1	6	3	4
Cell289	1	1	6	7
Cell290	1	2	7	1
Cell291	1	1	6	7
Cell292	1	1	6	7
Cell293	1	4	6	8
Cell294	1	4	6	8
Cell295	1	1	6	7
Cell296	1	6	3	4
Cell297	1	9	8	3
Cell298	1	9	8	3
Cell299	1	8	2	3
Cell300	1	7	5	5
Cell301	1	2	1	1
Cell302	1	8	8	3
Cell303	1	6	3	4
Cell304	1	3	3	2
Cell305	1	8	2	3
Cell306	1	1	6	7
Cell307	1	4	6	8
Cell308	1	2	7	1
Cell309	1	1	6	7
Cell310	1	5	4	6
Cell311	1	3	3	2
Cell312	1	2	7	1
Cell313	1	1	6	7
Cell314	1	6	3	4
Cell315	1	1	6	7
Cell316	1	3	3	2
Cell317	1	1	6	7
Cell318	1	1	6	7
Cell319	1	7	5	5
Cell320	1	4	6	8
Cell321	1	9	8	3
Cell322	1	2	1	1
Cell323	1	2	1	1
Cell324	1	1	6	7
Cell325	1	4	6	8
Cell326	1	2	1	1
Cell327	1	2	7	1
Cell328	1	2	7	1
Cell329	1	8	2	3
Cell330	1	5	4	6
Cell331	1	2	1	1
Cell332	1	1	6	7
Cell333	1	2	7	1
Cell334	1	1	6	7
Cell336	1	4	6	8
Cell337	1	2	7	1
Cell338	1	4	6	8
Cell339	1	7	5	5
Cell340	1	2	1	1
