ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	8	4	1
Cell3	1	2	1	3
Cell4	1	2	1	3
Cell5	1	6	4	1
Cell6	1	2	1	3
Cell7	1	7	3	2
Cell8	1	1	4	4
Cell9	1	6	4	1
Cell10	1	11	4	4
Cell11	1	7	3	2
Cell12	1	2	1	3
Cell13	1	4	2	3
Cell15	1	9	3	2
Cell16	1	6	4	1
Cell17	1	5	4	1
Cell18	1	2	1	3
Cell19	1	2	1	3
Cell20	1	2	1	3
Cell21	1	2	2	3
Cell22	1	9	3	2
Cell23	1	3	4	4
Cell24	1	9	3	2
Cell25	1	9	3	2
Cell26	1	2	1	3
Cell27	1	11	4	4
Cell28	1	3	4	4
Cell29	1	4	2	3
Cell30	1	5	4	1
Cell31	1	2	1	3
Cell32	1	10	3	2
Cell33	1	10	3	2
Cell34	1	7	3	2
Cell35	1	12	2	3
Cell36	1	10	3	2
Cell37	1	5	4	1
Cell38	1	9	3	2
Cell39	1	2	1	3
Cell40	1	2	1	3
Cell41	1	6	4	1
Cell42	1	4	2	3
Cell43	1	3	4	4
Cell44	1	5	4	1
Cell45	1	5	4	1
Cell46	1	4	2	3
Cell47	1	1	4	4
Cell48	1	6	4	1
Cell50	1	3	4	4
Cell52	1	11	4	4
Cell53	1	8	4	1
Cell54	1	5	4	1
Cell55	1	8	4	1
Cell56	1	9	3	2
Cell57	1	1	4	4
Cell59	1	9	3	2
Cell60	1	11	4	4
Cell61	1	1	4	4
Cell62	1	2	2	3
Cell63	1	5	4	1
Cell64	1	4	2	3
Cell65	1	7	3	2
Cell66	1	10	3	2
Cell67	1	5	4	1
Cell68	1	4	2	3
Cell70	1	3	4	4
Cell71	1	4	2	3
Cell72	1	7	3	2
Cell73	1	6	4	1
Cell74	1	3	4	4
Cell75	1	2	1	3
Cell76	1	11	4	4
Cell77	1	5	4	1
Cell79	1	7	3	2
Cell80	1	7	3	2
Cell81	1	11	4	4
Cell82	1	8	4	1
Cell83	1	3	4	4
Cell84	1	4	2	3
Cell85	1	9	3	2
Cell86	1	5	4	1
Cell87	1	11	4	4
Cell88	1	5	4	1
Cell89	1	3	4	4
Cell90	1	2	1	3
Cell91	1	6	4	1
Cell92	1	8	4	1
Cell93	1	11	4	4
Cell94	1	8	4	1
Cell95	1	3	4	4
Cell96	1	4	2	3
Cell97	1	5	4	1
Cell99	1	7	3	2
Cell100	1	6	4	1
Cell101	1	6	4	1
Cell102	1	1	4	4
Cell103	1	9	3	2
Cell104	1	7	3	2
Cell105	1	6	4	1
Cell106	1	4	2	3
Cell107	1	9	3	2
Cell108	1	4	2	3
Cell109	1	4	2	3
Cell110	1	10	3	2
Cell111	1	2	1	3
Cell112	1	12	2	3
Cell113	1	4	2	3
Cell114	1	9	3	2
Cell115	1	5	4	1
Cell117	1	2	1	3
Cell118	1	2	1	3
Cell119	1	5	4	1
Cell120	1	8	4	1
Cell121	1	7	3	2
Cell122	1	6	4	1
Cell123	1	4	2	3
Cell124	1	1	4	4
Cell125	1	3	4	4
Cell126	1	6	4	1
Cell127	1	1	4	4
Cell128	1	10	3	2
Cell129	1	1	4	4
Cell130	1	8	4	1
Cell131	1	8	4	1
Cell132	1	5	4	1
Cell133	1	2	1	3
Cell134	1	6	4	1
Cell135	1	3	4	4
Cell136	1	6	4	1
Cell137	1	6	4	1
Cell138	1	9	3	2
Cell139	1	7	3	2
Cell140	1	4	2	3
Cell141	1	2	1	3
Cell142	1	7	3	2
Cell144	1	9	3	2
Cell145	1	4	2	3
Cell146	1	10	3	2
Cell147	1	2	1	3
Cell148	1	5	4	1
Cell149	1	5	4	1
Cell150	1	9	3	2
Cell151	1	1	4	4
Cell152	1	8	4	1
Cell153	1	1	4	4
Cell154	1	4	2	3
Cell155	1	10	3	2
Cell156	1	12	1	3
Cell157	1	4	2	3
Cell158	1	2	1	3
Cell159	1	7	3	2
Cell160	1	3	4	4
Cell161	1	1	4	4
Cell162	1	9	3	2
Cell163	1	12	1	3
Cell164	1	8	4	1
Cell165	1	12	2	3
Cell166	1	3	4	4
Cell167	1	10	3	2
Cell168	1	9	3	2
Cell169	1	1	4	4
Cell170	1	2	1	3
Cell171	1	1	4	4
Cell172	1	1	4	4
Cell173	1	7	3	2
Cell174	1	7	3	2
Cell175	1	2	1	3
Cell176	1	6	4	1
Cell177	1	12	2	3
Cell178	1	3	4	4
Cell179	1	4	2	3
Cell180	1	2	1	3
Cell181	1	6	4	1
Cell182	1	8	4	1
Cell183	1	6	4	1
Cell184	1	10	3	2
Cell185	1	1	4	4
Cell186	1	1	4	4
Cell187	1	9	3	2
Cell188	1	7	3	2
Cell189	1	8	4	1
Cell190	1	10	3	2
Cell191	1	2	1	3
Cell193	1	10	3	2
Cell194	1	5	4	1
Cell195	1	5	4	1
Cell196	1	6	4	1
Cell197	1	3	4	4
Cell198	1	1	4	4
Cell199	1	3	4	4
Cell200	1	10	3	2
Cell201	1	5	4	1
Cell202	1	12	1	3
Cell203	1	7	3	2
Cell204	1	7	3	2
Cell205	1	5	4	1
Cell206	1	2	1	3
Cell207	1	9	3	2
Cell208	1	10	3	2
Cell209	1	5	4	1
Cell210	1	1	4	4
Cell211	1	6	4	1
Cell212	1	4	2	3
Cell213	1	12	1	3
Cell214	1	8	4	1
Cell215	1	12	2	3
Cell216	1	3	4	4
Cell217	1	3	4	4
Cell218	1	5	4	1
Cell219	1	10	3	2
Cell220	1	5	4	1
Cell221	1	2	1	3
Cell222	1	12	2	3
Cell223	1	4	2	3
Cell224	1	8	4	1
Cell225	1	7	3	2
Cell226	1	1	4	4
Cell227	1	7	3	2
Cell228	1	3	4	4
Cell229	1	9	3	2
Cell231	1	9	3	2
Cell232	1	3	4	4
Cell233	1	4	2	3
Cell234	1	7	3	2
Cell235	1	6	4	1
Cell236	1	10	3	2
Cell237	1	12	2	3
Cell238	1	5	4	1
Cell239	1	7	3	2
Cell240	1	5	4	1
Cell241	1	2	2	3
Cell242	1	4	2	3
Cell243	1	1	4	4
Cell244	1	4	2	3
Cell245	1	11	4	4
Cell246	1	7	3	2
Cell247	1	3	4	4
Cell248	1	7	3	2
Cell249	1	4	2	3
Cell250	1	6	4	1
Cell251	1	9	3	2
Cell252	1	5	4	1
Cell253	1	5	4	1
Cell254	1	3	4	4
Cell255	1	9	3	2
Cell256	1	4	2	3
Cell257	1	12	1	3
Cell258	1	4	2	3
Cell259	1	1	4	4
Cell260	1	10	3	2
Cell261	1	4	2	3
Cell262	1	11	4	4
Cell263	1	1	4	4
Cell264	1	8	4	1
Cell265	1	1	4	4
Cell266	1	5	4	1
Cell267	1	2	1	3
Cell268	1	5	4	1
Cell269	1	2	2	3
Cell270	1	2	1	3
Cell271	1	2	1	3
Cell272	1	1	4	4
Cell273	1	10	3	2
Cell274	1	8	4	1
Cell275	1	2	1	3
Cell276	1	4	2	3
Cell277	1	8	4	1
Cell278	1	11	4	4
Cell279	1	1	4	4
Cell280	1	6	4	1
Cell281	1	1	4	4
Cell282	1	12	1	3
Cell283	1	1	4	4
Cell284	1	9	3	2
Cell285	1	1	4	4
Cell286	1	8	4	1
Cell287	1	6	4	1
Cell288	1	12	1	3
Cell289	1	1	4	4
Cell290	1	6	4	1
Cell291	1	1	4	4
Cell292	1	1	4	4
Cell293	1	8	4	1
Cell294	1	8	4	1
Cell295	1	1	4	4
Cell296	1	4	2	3
Cell297	1	7	3	2
Cell298	1	7	3	2
Cell299	1	10	3	2
Cell300	1	2	1	3
Cell301	1	6	4	1
Cell302	1	7	3	2
Cell303	1	4	2	3
Cell304	1	10	3	2
Cell305	1	10	3	2
Cell306	1	1	4	4
Cell307	1	6	4	1
Cell308	1	5	4	1
Cell309	1	1	4	4
Cell310	1	1	4	4
Cell311	1	10	3	2
Cell312	1	6	4	1
Cell313	1	1	4	4
Cell314	1	12	1	3
Cell315	1	11	4	4
Cell316	1	7	3	2
