ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	5	2	1
Cell3	1	3	1	2
Cell4	1	3	1	2
Cell5	1	5	2	1
Cell6	1	1	1	2
Cell7	1	11	1	2
Cell8	1	2	2	1
Cell10	1	5	2	1
Cell11	1	4	1	2
Cell12	1	10	1	2
Cell13	1	4	1	2
Cell15	1	1	1	2
Cell16	1	7	2	1
Cell17	1	8	2	1
Cell18	1	10	1	2
Cell19	1	3	1	2
Cell20	1	3	1	2
Cell21	1	1	1	2
Cell22	1	4	1	2
Cell23	1	6	2	1
Cell24	1	11	1	2
Cell25	1	1	1	2
Cell26	1	4	1	2
Cell27	1	2	2	1
Cell28	1	7	2	1
Cell29	1	1	1	2
Cell30	1	7	2	1
Cell31	1	1	1	2
Cell32	1	3	1	2
Cell33	1	1	1	2
Cell34	1	4	1	2
Cell35	1	10	1	2
Cell36	1	1	1	2
Cell37	1	6	2	1
Cell38	1	3	1	2
Cell39	1	3	1	2
Cell40	1	1	1	2
Cell42	1	1	1	2
Cell43	1	2	2	1
Cell44	1	6	2	1
Cell45	1	7	2	1
Cell46	1	1	1	2
Cell47	1	5	2	1
Cell48	1	8	2	1
Cell50	1	7	2	1
Cell52	1	9	2	1
Cell53	1	5	2	1
Cell54	1	9	2	1
Cell55	1	9	2	1
Cell56	1	4	1	2
Cell57	1	9	2	1
Cell59	1	1	1	2
Cell60	1	8	2	1
Cell61	1	9	2	1
Cell62	1	11	1	2
Cell63	1	8	2	1
Cell64	1	4	1	2
Cell65	1	11	1	2
Cell66	1	1	1	2
Cell67	1	6	2	1
Cell68	1	10	1	2
Cell70	1	6	2	1
Cell71	1	3	1	2
Cell72	1	3	1	2
Cell73	1	2	2	1
Cell74	1	2	2	1
Cell75	1	11	1	2
Cell76	1	9	2	1
Cell77	1	5	2	1
Cell79	1	3	1	2
Cell80	1	1	1	2
Cell81	1	6	2	1
Cell82	1	6	2	1
Cell83	1	5	2	1
Cell84	1	11	1	2
Cell85	1	3	1	2
Cell86	1	2	2	1
Cell87	1	8	2	1
Cell88	1	2	2	1
Cell89	1	5	2	1
Cell90	1	1	1	2
Cell91	1	9	2	1
Cell92	1	2	2	1
Cell93	1	8	2	1
Cell94	1	9	2	1
Cell95	1	8	2	1
Cell96	1	1	1	2
Cell97	1	7	2	1
Cell99	1	4	1	2
Cell100	1	5	2	1
Cell101	1	7	2	1
Cell102	1	6	2	1
Cell103	1	3	1	2
Cell104	1	4	1	2
Cell105	1	7	2	1
Cell106	1	10	1	2
Cell107	1	3	1	2
Cell108	1	4	1	2
Cell109	1	3	1	2
Cell110	1	4	1	2
Cell111	1	1	1	2
Cell112	1	1	1	2
Cell113	1	1	1	2
Cell114	1	10	1	2
Cell115	1	5	2	1
Cell117	1	10	1	2
Cell118	1	1	1	2
Cell119	1	9	2	1
Cell120	1	8	2	1
Cell121	1	3	1	2
Cell122	1	9	2	1
Cell123	1	3	1	2
Cell124	1	7	2	1
Cell125	1	6	2	1
Cell126	1	9	2	1
Cell127	1	5	2	1
Cell128	1	1	1	2
