ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	2	1	1
Cell3	1	11	9	7
Cell4	1	15	13	9
Cell5	1	8	14	14
Cell6	1	12	9	7
Cell7	1	7	16	5
Cell8	1	1	12	13
Cell10	1	1	12	13
Cell11	1	7	16	5
Cell12	1	12	9	8
Cell13	1	12	9	7
Cell15	1	4	10	3
Cell16	1	6	6	15
Cell17	1	2	1	1
Cell18	1	12	9	8
Cell19	1	15	13	9
Cell20	1	13	3	6
Cell21	1	12	9	8
Cell22	1	7	16	5
Cell23	1	10	7	10
Cell24	1	4	10	3
Cell25	1	7	16	5
Cell26	1	15	2	9
Cell27	1	10	7	10
Cell28	1	3	4	12
Cell29	1	13	3	6
Cell30	1	6	15	15
Cell31	1	12	9	8
Cell32	1	7	16	5
Cell33	1	4	10	3
Cell34	1	4	10	3
Cell35	1	12	9	8
Cell36	1	14	8	2
Cell37	1	6	15	15
Cell38	1	4	10	3
Cell39	1	13	3	6
Cell40	1	12	9	8
Cell41	1	8	14	14
Cell42	1	15	13	9
Cell43	1	1	12	13
Cell44	1	5	1	16
Cell45	1	8	14	14
Cell46	1	15	2	9
Cell47	1	9	5	11
Cell48	1	2	1	1
Cell50	1	10	7	10
Cell52	1	9	5	11
Cell53	1	5	1	16
Cell54	1	6	11	15
Cell55	1	5	1	16
Cell56	1	7	16	5
Cell57	1	3	4	12
Cell59	1	4	10	3
Cell60	1	9	5	11
Cell61	1	1	12	13
Cell62	1	12	9	8
Cell63	1	8	14	14
Cell64	1	13	3	6
Cell65	1	4	10	3
Cell66	1	16	10	4
Cell67	1	6	6	15
Cell68	1	12	9	8
Cell70	1	1	12	13
Cell71	1	15	2	9
Cell72	1	7	16	5
Cell73	1	6	15	15
Cell74	1	9	5	11
Cell75	1	11	9	7
Cell76	1	9	5	11
Cell77	1	5	1	16
Cell79	1	7	16	5
Cell80	1	7	16	5
Cell81	1	9	5	11
Cell82	1	8	14	14
Cell83	1	3	4	12
Cell84	1	13	3	6
Cell85	1	7	16	5
Cell86	1	5	1	16
Cell87	1	1	12	13
Cell88	1	8	14	14
Cell89	1	10	7	10
Cell90	1	12	9	8
Cell91	1	8	14	14
Cell92	1	2	1	1
Cell93	1	9	5	11
Cell94	1	5	1	16
Cell95	1	1	12	13
Cell96	1	12	9	8
Cell97	1	5	1	16
Cell98	1	9	5	11
Cell99	1	16	10	4
Cell100	1	5	1	16
Cell101	1	5	1	16
Cell102	1	3	4	12
Cell103	1	4	10	3
Cell104	1	16	9	4
Cell105	1	6	6	15
Cell106	1	13	3	6
Cell107	1	6	11	4
Cell108	1	11	9	7
Cell109	1	13	3	6
Cell110	1	4	10	3
Cell111	1	11	9	7
Cell112	1	13	3	6
Cell113	1	15	2	9
Cell114	1	14	8	2
Cell115	1	5	1	16
Cell117	1	11	9	7
Cell118	1	11	9	7
Cell119	1	6	6	15
Cell120	1	6	6	15
Cell121	1	7	16	5
Cell122	1	6	15	15
Cell123	1	13	3	6
Cell124	1	10	7	10
Cell125	1	3	4	12
Cell126	1	2	1	1
Cell127	1	3	4	12
Cell128	1	14	8	4
Cell129	1	9	5	11
Cell130	1	2	1	1
Cell131	1	2	1	1
Cell132	1	5	1	16
Cell133	1	11	9	7
Cell134	1	2	1	1
Cell135	1	10	7	10
Cell136	1	5	1	16
Cell137	1	5	1	16
Cell138	1	14	8	2
Cell139	1	7	16	5
Cell140	1	11	9	7
Cell141	1	15	2	9
Cell142	1	16	10	4
Cell143	1	14	8	2
Cell144	1	14	8	2
Cell145	1	13	3	6
Cell146	1	7	16	5
Cell147	1	13	3	6
Cell148	1	5	1	16
Cell149	1	2	1	1
Cell150	1	16	10	4
Cell151	1	1	12	13
Cell152	1	5	1	16
Cell153	1	9	5	11
Cell154	1	12	9	8
Cell155	1	14	8	2
Cell156	1	13	3	6
Cell157	1	11	9	7
Cell158	1	15	2	9
Cell159	1	4	10	3
Cell160	1	3	4	12
Cell161	1	3	4	12
Cell162	1	7	16	5
Cell163	1	11	9	7
Cell164	1	6	15	15
Cell165	1	12	9	8
Cell166	1	10	7	10
Cell167	1	7	16	5
Cell168	1	4	10	3
Cell169	1	10	7	10
Cell170	1	15	13	9
Cell171	1	3	4	12
Cell172	1	10	7	10
Cell173	1	7	16	5
Cell174	1	14	8	2
Cell175	1	12	9	8
Cell176	1	6	11	15
Cell177	1	13	3	6
Cell178	1	9	5	11
Cell179	1	13	3	6
Cell180	1	11	9	7
Cell181	1	6	6	15
Cell182	1	5	1	16
Cell183	1	6	15	15
Cell184	1	4	10	3
Cell185	1	1	12	13
Cell186	1	1	12	13
Cell187	1	4	10	3
Cell188	1	3	4	2
Cell189	1	5	1	16
Cell190	1	16	10	4
Cell191	1	15	13	9
Cell193	1	7	16	5
Cell194	1	6	6	15
Cell195	1	5	1	16
Cell196	1	2	1	1
Cell197	1	10	7	10
Cell198	1	3	4	12
Cell199	1	9	5	11
Cell200	1	16	10	4
Cell201	1	8	14	14
Cell202	1	11	9	7
Cell203	1	16	10	4
Cell204	1	7	16	5
Cell205	1	8	14	14
Cell206	1	12	9	8
Cell207	1	4	10	3
Cell208	1	7	16	5
Cell209	1	6	11	15
Cell210	1	1	12	13
Cell211	1	8	14	14
Cell212	1	12	9	8
Cell213	1	11	9	7
Cell214	1	8	14	14
Cell215	1	13	3	6
Cell216	1	9	5	11
Cell217	1	3	4	12
Cell218	1	6	11	15
Cell219	1	7	16	5
Cell220	1	2	1	1
Cell221	1	12	9	8
Cell222	1	13	3	6
Cell223	1	12	9	8
Cell224	1	5	1	16
Cell225	1	3	4	2
Cell226	1	10	7	10
Cell227	1	7	16	5
Cell228	1	3	4	12
Cell231	1	14	8	2
Cell232	1	1	12	13
Cell233	1	12	9	8
Cell234	1	4	10	3
Cell235	1	6	15	15
Cell236	1	4	10	3
Cell237	1	12	9	8
Cell238	1	6	6	15
Cell239	1	14	8	2
Cell240	1	6	11	15
Cell241	1	13	3	6
Cell242	1	11	9	7
Cell243	1	9	5	11
Cell244	1	11	9	7
Cell245	1	10	7	10
Cell246	1	14	8	2
Cell247	1	3	4	12
Cell248	1	4	10	3
Cell249	1	13	3	6
Cell250	1	6	11	15
Cell251	1	7	16	5
Cell252	1	6	15	15
Cell253	1	8	14	14
Cell254	1	9	5	11
Cell255	1	16	10	4
Cell256	1	12	9	8
Cell257	1	11	9	7
Cell258	1	11	9	7
Cell259	1	1	12	13
Cell260	1	7	16	5
Cell261	1	12	9	8
Cell262	1	1	12	13
Cell263	1	1	12	13
Cell264	1	5	1	16
Cell265	1	1	12	13
Cell266	1	8	14	14
Cell267	1	12	9	8
Cell268	1	5	1	16
Cell269	1	12	9	8
Cell270	1	15	13	9
Cell271	1	15	2	9
Cell272	1	3	4	12
Cell273	1	7	16	5
Cell274	1	8	14	14
Cell275	1	15	13	9
Cell276	1	12	9	8
Cell277	1	5	1	16
Cell278	1	1	12	13
Cell279	1	1	12	13
Cell280	1	6	11	15
Cell281	1	9	5	11
Cell282	1	11	9	7
Cell283	1	10	7	10
Cell284	1	4	10	3
Cell285	1	3	4	12
Cell286	1	2	1	1
Cell287	1	8	14	14
Cell288	1	13	3	6
Cell289	1	3	4	12
Cell290	1	2	1	1
Cell291	1	3	4	12
Cell292	1	3	4	12
Cell293	1	8	14	14
Cell295	1	3	4	12
Cell296	1	11	9	7
Cell297	1	16	10	4
Cell298	1	16	10	4
Cell299	1	16	10	4
Cell300	1	12	9	8
Cell301	1	2	1	1
Cell302	1	7	16	5
Cell303	1	13	3	6
Cell304	1	4	10	3
Cell305	1	7	16	5
Cell306	1	1	12	13
Cell307	1	8	14	14
Cell308	1	2	1	1
Cell309	1	3	4	12
Cell310	1	9	5	11
Cell311	1	14	8	2
Cell312	1	5	1	16
Cell313	1	1	12	13
Cell314	1	11	9	7
Cell315	1	1	12	13
Cell316	1	14	8	2
Cell317	1	1	12	13
Cell319	1	15	2	9
