ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	8	31	63
Cell2	1	23	19	61
Cell3	1	2	9	25
Cell4	1	11	3	30
Cell5	1	2	26	50
Cell6	1	6	17	25
Cell7	1	18	48	14
Cell8	1	20	56	48
Cell9	1	18	48	57
Cell10	1	19	51	49
Cell11	1	8	31	15
Cell12	1	18	13	29
Cell13	1	11	3	25
Cell14	1	8	59	29
Cell15	1	1	2	8
Cell16	1	3	4	57
Cell18	1	10	29	28
Cell19	1	1	38	33
Cell20	1	4	12	20
Cell21	1	10	29	28
Cell22	1	2	40	17
Cell23	1	22	24	34
Cell24	1	1	2	8
Cell25	1	1	50	16
Cell26	1	3	4	32
Cell27	1	9	22	35
Cell28	1	13	28	44
Cell29	1	5	21	21
Cell30	1	24	23	56
Cell31	1	10	29	28
Cell32	1	14	64	15
Cell33	1	9	14	9
Cell34	1	1	2	6
Cell35	1	3	34	27
Cell36	1	13	34	3
Cell37	1	8	59	54
Cell38	1	2	25	7
Cell39	1	5	47	20
Cell40	1	9	58	26
Cell41	1	13	28	53
Cell42	1	26	36	31
Cell43	1	2	26	47
Cell44	1	5	47	60
Cell45	1	3	4	51
Cell47	1	11	62	40
Cell48	1	8	31	1
Cell49	1	5	46	52
Cell51	1	14	10	45
Cell52	1	4	27	39
Cell53	1	16	37	60
Cell54	1	17	60	55
Cell55	1	2	26	58
Cell56	1	6	49	17
Cell57	1	13	28	44
Cell58	1	1	2	38
Cell59	1	10	29	7
Cell60	1	4	27	39
Cell61	1	19	51	49
Cell64	1	23	52	18
Cell65	1	1	53	6
Cell66	1	8	20	11
Cell67	1	8	31	54
Cell68	1	10	29	28
Cell69	1	6	49	4
Cell70	1	9	22	47
Cell71	1	26	36	31
Cell72	1	18	48	14
Cell73	1	17	60	55
Cell74	1	4	27	39
Cell75	1	17	44	25
Cell76	1	11	62	40
Cell77	1	9	26	58
Cell78	1	6	17	36
Cell79	1	18	61	14
Cell80	1	1	41	16
Cell81	1	9	22	38
Cell82	1	5	47	53
Cell83	1	22	24	42
Cell84	1	7	37	19
Cell85	1	6	5	17
Cell86	1	27	16	59
Cell87	1	1	2	47
Cell89	1	6	17	36
Cell90	1	19	45	26
Cell91	1	20	56	51
Cell92	1	8	59	1
Cell93	1	11	3	38
Cell94	1	23	52	61
Cell95	1	1	39	47
Cell97	1	16	37	60
Cell98	1	11	62	40
Cell99	1	7	64	10
Cell100	1	16	37	60
Cell101	1	16	37	60
Cell102	1	1	2	42
Cell103	1	1	2	8
Cell104	1	7	32	13
Cell105	1	17	44	55
Cell106	1	5	54	21
Cell107	1	8	31	11
Cell108	1	21	33	24
Cell109	1	15	15	21
Cell110	1	9	35	7
Cell111	1	12	7	23
Cell112	1	1	50	18
Cell113	1	26	36	31
Cell114	1	5	47	4
Cell115	1	23	52	61
Cell116	1	22	24	42
Cell117	1	12	7	23
Cell118	1	12	8	23
Cell119	1	8	59	54
Cell120	1	7	43	54
Cell122	1	7	43	54
Cell123	1	15	15	19
Cell124	1	6	17	35
Cell126	1	9	22	64
Cell127	1	4	27	45
Cell128	1	7	32	13
