,Benchmark,Instance #,Cluster #,so-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,32.32680821418762
1,ICELL8_SE_B_kallisto_umap.csv,553,5,33.14557433128357
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,70.5672504901886
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,78.26464223861694
4,10X_LLU_A_umitools_umap.csv,2476,7,70.70334839820862
5,10X_LLU_A_zumi_umap.csv,2825,7,77.96419095993042
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,45.5679132938385
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,47.21861147880554
8,10X_LLU_B_umitools_umap.csv,1184,6,44.52495074272156
9,10X_LLU_B_zumi_umap.csv,1207,6,45.18240165710449
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,147.73411679267883
11,10X_NCI_A_cellranger3.1_umap.csv,6050,9,163.7912459373474
12,10X_NCI_A_umitools_umap.csv,5344,9,145.13851714134216
13,10X_NCI_A_zumi_umap.csv,5385,9,147.21990060806274
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,72.62011098861694
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,87.37531781196594
16,10X_NCI_B_umitools_umap.csv,2630,7,74.99829530715942
17,10X_NCI_B_zumi_umap.csv,2836,7,77.21287298202515
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,147.97642278671265
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,10,175.93712520599365
20,10X_NCI_M_A_umitools_umap.csv,5339,9,147.5166676044464
21,10X_NCI_M_A_zumi_umap.csv,5416,9,148.37528896331787
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,72.42187762260437
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,89.65554070472717
24,10X_NCI_M_B_umitools_umap.csv,2628,7,73.76764106750488
25,10X_NCI_M_B_zumi_umap.csv,2805,7,77.72489833831787
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,26.89213728904724
27,C1_FDA_HT_A_kallisto_umap.csv,195,4,27.45849084854126
28,C1_FDA_HT_A_rsem_umap.csv,197,3,26.560911655426025
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,27.375745058059692
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,27.501615285873413
31,C1_FDA_HT_B_rsem_umap.csv,231,4,27.524471282958984
32,C1_LLU_A_featureCounts_umap.csv,70,3,26.17510437965393
33,C1_LLU_A_kallisto_umap.csv,72,3,25.95424747467041
34,C1_LLU_A_rsem_umap.csv,71,3,26.07489776611328
35,C1_LLU_B_featureCounts_umap.csv,59,3,26.497241735458374
36,C1_LLU_B_kallisto_umap.csv,60,3,26.656980991363525
37,C1_LLU_B_rsem_umap.csv,60,3,26.31093406677246
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,33.38472104072571
39,ICELL8_PE_A_kallisto_umap.csv,570,5,33.73974275588989
40,ICELL8_PE_A_rsem_umap.csv,563,5,34.16706299781799
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,32.50377607345581
42,ICELL8_PE_B_kallisto_umap.csv,551,4,31.954278707504272
43,ICELL8_PE_B_rsem_umap.csv,548,5,33.600146532058716
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,32.508315563201904
45,ICELL8_SE_A_rsem_umap.csv,569,5,33.37708377838135
46,ICELL8_SE_B_featureCounts_umap.csv,550,5,33.53060579299927
47,ICELL8_SE_B_rsem_umap.csv,549,5,33.098071813583374
