,Benchmark,Instance #,Cluster #,so-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,33.51280856132507
1,ICELL8_SE_B_kallisto_umap.csv,553,5,34.48448324203491
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,75.55441570281982
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,81.59180474281311
4,10X_LLU_A_umitools_umap.csv,2476,7,73.54211974143982
5,10X_LLU_A_zumi_umap.csv,2825,8,87.91549015045166
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,47.375917196273804
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,48.53700542449951
8,10X_LLU_B_umitools_umap.csv,1184,6,46.30365514755249
9,10X_LLU_B_zumi_umap.csv,1207,6,46.857754945755005
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,154.8919551372528
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,181.56428337097168
12,10X_NCI_A_umitools_umap.csv,5344,9,151.94895815849304
13,10X_NCI_A_zumi_umap.csv,5385,9,153.46592569351196
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,76.09324884414673
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,92.98471879959106
16,10X_NCI_B_umitools_umap.csv,2630,7,77.83906078338623
17,10X_NCI_B_zumi_umap.csv,2836,7,81.34386706352234
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,152.71576714515686
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,169.14904308319092
20,10X_NCI_M_A_umitools_umap.csv,5339,9,153.13646745681763
21,10X_NCI_M_A_zumi_umap.csv,5416,9,156.53302884101868
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,75.00551509857178
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,91.5458242893219
24,10X_NCI_M_B_umitools_umap.csv,2628,7,76.44538235664368
25,10X_NCI_M_B_zumi_umap.csv,2805,7,80.60158061981201
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,27.243170022964478
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,27.570853233337402
28,C1_FDA_HT_A_rsem_umap.csv,197,3,27.5572247505188
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,28.641850233078003
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,28.302106142044067
31,C1_FDA_HT_B_rsem_umap.csv,231,4,29.24948525428772
32,C1_LLU_A_featureCounts_umap.csv,70,3,26.65351152420044
33,C1_LLU_A_kallisto_umap.csv,72,3,26.374130725860596
34,C1_LLU_A_rsem_umap.csv,71,3,25.931513786315918
35,C1_LLU_B_featureCounts_umap.csv,59,3,26.22563099861145
36,C1_LLU_B_kallisto_umap.csv,60,3,26.669331789016724
37,C1_LLU_B_rsem_umap.csv,60,3,25.743783950805664
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,34.234469175338745
39,ICELL8_PE_A_kallisto_umap.csv,570,5,33.568159341812134
40,ICELL8_PE_A_rsem_umap.csv,563,5,34.127201557159424
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,32.62786102294922
42,ICELL8_PE_B_kallisto_umap.csv,551,4,32.35973501205444
43,ICELL8_PE_B_rsem_umap.csv,548,4,32.57249665260315
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,32.856590270996094
45,ICELL8_SE_A_rsem_umap.csv,569,5,33.92159342765808
46,ICELL8_SE_B_featureCounts_umap.csv,550,5,33.621378898620605
47,ICELL8_SE_B_rsem_umap.csv,549,5,34.47943878173828
