,Benchmark,Instance #,Cluster #,so-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,32.70568633079529
1,ICELL8_SE_B_kallisto_umap.csv,553,5,33.16903758049011
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,70.34673380851746
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,75.554128408432
4,10X_LLU_A_umitools_umap.csv,2476,7,67.76725101470947
5,10X_LLU_A_zumi_umap.csv,2825,7,73.69058918952942
6,10X_LLU_B_cellranger2.0_umap.csv,1211,5,40.69879508018494
7,10X_LLU_B_cellranger3.1_umap.csv,1327,5,43.963425636291504
8,10X_LLU_B_umitools_umap.csv,1184,5,41.00152230262756
9,10X_LLU_B_zumi_umap.csv,1207,5,41.540263414382935
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,139.54933547973633
11,10X_NCI_A_cellranger3.1_umap.csv,6050,9,153.00232529640198
12,10X_NCI_A_umitools_umap.csv,5344,8,126.94393396377563
13,10X_NCI_A_zumi_umap.csv,5385,8,128.96210956573486
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,70.7529411315918
15,10X_NCI_B_cellranger3.1_umap.csv,3059,7,79.19620776176453
16,10X_NCI_B_umitools_umap.csv,2630,7,71.55372262001038
17,10X_NCI_B_zumi_umap.csv,2836,7,75.50970125198364
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,8,132.17178177833557
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,10,171.46894645690918
20,10X_NCI_M_A_umitools_umap.csv,5339,9,140.35580110549927
21,10X_NCI_M_A_zumi_umap.csv,5416,8,129.00090074539185
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,69.85161566734314
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,84.82381892204285
24,10X_NCI_M_B_umitools_umap.csv,2628,6,66.41517686843872
25,10X_NCI_M_B_zumi_umap.csv,2805,7,74.51588892936707
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,26.853972673416138
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,26.831687927246094
28,C1_FDA_HT_A_rsem_umap.csv,197,3,26.510771989822388
29,C1_FDA_HT_B_featureCounts_umap.csv,231,3,26.773802042007446
30,C1_FDA_HT_B_kallisto_umap.csv,224,3,26.75139284133911
31,C1_FDA_HT_B_rsem_umap.csv,231,3,27.47196102142334
32,C1_LLU_A_featureCounts_umap.csv,70,3,26.82151770591736
33,C1_LLU_A_kallisto_umap.csv,72,3,26.716007232666016
34,C1_LLU_A_rsem_umap.csv,71,3,27.047643661499023
35,C1_LLU_B_featureCounts_umap.csv,59,3,27.11674666404724
36,C1_LLU_B_kallisto_umap.csv,60,3,27.199702978134155
37,C1_LLU_B_rsem_umap.csv,60,3,27.536830186843872
38,ICELL8_PE_A_featureCounts_umap.csv,568,4,30.691192865371704
39,ICELL8_PE_A_kallisto_umap.csv,570,4,31.31399440765381
40,ICELL8_PE_A_rsem_umap.csv,563,4,30.878639459609985
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,31.562784433364868
42,ICELL8_PE_B_kallisto_umap.csv,551,4,31.706743478775024
43,ICELL8_PE_B_rsem_umap.csv,548,4,31.543340921401978
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,32.038294553756714
45,ICELL8_SE_A_rsem_umap.csv,569,4,30.98045825958252
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,30.98652219772339
47,ICELL8_SE_B_rsem_umap.csv,549,5,32.86932873725891
