,Benchmark,Instance #,Cluster #,so-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,30.89789080619812
1,ICELL8_SE_B_kallisto_umap.csv,553,5,32.101481437683105
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,65.36012434959412
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,71.75468683242798
4,10X_LLU_A_umitools_umap.csv,2476,8,69.19132375717163
5,10X_LLU_A_zumi_umap.csv,2825,7,70.74396133422852
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,42.42853498458862
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,44.43907594680786
8,10X_LLU_B_umitools_umap.csv,1184,6,42.513487577438354
9,10X_LLU_B_zumi_umap.csv,1207,6,43.857985496520996
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,129.47249102592468
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,152.6379165649414
12,10X_NCI_A_umitools_umap.csv,5344,9,129.2148883342743
13,10X_NCI_A_zumi_umap.csv,5385,9,131.5720317363739
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,68.31889772415161
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,80.63160705566406
16,10X_NCI_B_umitools_umap.csv,2630,7,68.64516496658325
17,10X_NCI_B_zumi_umap.csv,2836,7,70.11314272880554
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,129.26213836669922
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,142.36262440681458
20,10X_NCI_M_A_umitools_umap.csv,5339,9,131.15711951255798
21,10X_NCI_M_A_zumi_umap.csv,5416,9,131.73771595954895
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,8,73.04975724220276
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,80.45760345458984
24,10X_NCI_M_B_umitools_umap.csv,2628,7,69.50849914550781
25,10X_NCI_M_B_zumi_umap.csv,2805,8,74.93995475769043
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,26.148863315582275
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,25.9824116230011
28,C1_FDA_HT_A_rsem_umap.csv,197,3,25.98728060722351
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,27.30897068977356
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,26.286863565444946
31,C1_FDA_HT_B_rsem_umap.csv,231,4,26.569437742233276
32,C1_LLU_A_featureCounts_umap.csv,70,3,25.43882918357849
33,C1_LLU_A_kallisto_umap.csv,72,3,26.6572904586792
34,C1_LLU_A_rsem_umap.csv,71,3,25.871927976608276
35,C1_LLU_B_featureCounts_umap.csv,59,3,26.303985118865967
36,C1_LLU_B_kallisto_umap.csv,60,3,26.471405506134033
37,C1_LLU_B_rsem_umap.csv,60,3,26.377628564834595
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,31.063588857650757
39,ICELL8_PE_A_kallisto_umap.csv,570,5,31.679749488830566
40,ICELL8_PE_A_rsem_umap.csv,563,5,31.605258226394653
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,30.31291913986206
42,ICELL8_PE_B_kallisto_umap.csv,551,4,30.156564950942993
43,ICELL8_PE_B_rsem_umap.csv,548,5,31.95936155319214
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,30.742490530014038
45,ICELL8_SE_A_rsem_umap.csv,569,5,32.16006278991699
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,29.896201372146606
47,ICELL8_SE_B_rsem_umap.csv,549,5,32.09360146522522
