,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,57.058,29.375,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.330,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,58.974,32.504,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.357,0.449,0.722,0.462,0.748,0.854,12,7
2,953,8,60.815,40.040,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,74.363,53.506,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,103.255,80.428,0.531,0.627,0.748,0.515,0.590,0.740,0.556,0.624,0.744,0.527,0.516,0.734,0.482,0.409,0.704,20,17
5,951,64,164.465,134.036,0.316,0.142,0.510,0.296,0.166,0.516,0.366,0.155,0.522,0.350,0.102,0.384,0.352,0.059,0.289,15,8
6,1892,2,64.842,35.601,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.317,0.137,0.406,0.318,0.241,0.487,16,9
7,1896,4,68.420,42.382,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.326,0.354,0.673,0.333,0.578,0.782,16,9
8,1895,8,80.673,55.221,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.424,0.703,0.876,0.898,1.000,1.000,15,8
9,1898,16,104.734,79.859,0.810,0.723,0.906,0.816,0.912,0.961,0.838,0.964,0.971,0.834,0.960,0.969,0.851,0.926,0.967,16,15
10,1900,32,159.109,130.042,0.589,0.650,0.756,0.579,0.644,0.751,0.569,0.631,0.750,0.580,0.565,0.750,0.584,0.547,0.746,22,21
11,1902,64,271.694,231.160,0.344,0.255,0.523,0.320,0.241,0.517,0.387,0.269,0.529,0.371,0.177,0.458,0.354,0.137,0.430,21,16
12,2836,2,70.850,41.046,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.304,0.110,0.384,0.302,0.203,0.458,19,11
13,2841,4,80.112,51.570,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.316,0.345,0.670,0.343,0.457,0.724,16,12
14,2843,8,97.638,71.119,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.373,0.561,0.824,0.876,1.000,1.000,20,8
15,2841,16,134.335,107.750,0.850,0.925,0.962,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,215.359,180.060,0.589,0.641,0.757,0.591,0.648,0.754,0.601,0.656,0.757,0.575,0.572,0.751,0.578,0.550,0.745,24,22
17,2845,64,385.379,331.896,0.355,0.291,0.511,0.343,0.273,0.506,0.412,0.313,0.520,0.381,0.206,0.479,0.347,0.157,0.453,25,19
18,3792,2,77.938,48.121,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.267,0.099,0.371,0.311,0.197,0.454,22,11
19,3798,4,94.288,60.935,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.324,0.257,0.622,0.331,0.451,0.723,22,12
20,3788,8,116.954,85.899,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.365,0.512,0.804,0.820,0.974,0.984,23,9
21,3783,16,168.376,134.180,0.850,0.911,0.959,0.828,0.965,0.970,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
22,3791,32,272.630,230.898,0.651,0.744,0.837,0.654,0.767,0.841,0.662,0.777,0.845,0.649,0.754,0.843,0.635,0.683,0.832,30,25
23,3792,64,493.431,427.482,0.392,0.317,0.538,0.383,0.315,0.534,0.430,0.337,0.541,0.404,0.248,0.520,0.388,0.194,0.494,29,21
24,4739,2,85.757,54.237,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.292,0.102,0.375,0.311,0.176,0.441,21,12
25,4742,4,103.254,69.178,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.298,0.265,0.621,0.331,0.426,0.709,23,13
26,4744,8,134.211,100.952,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.355,0.491,0.793,0.532,0.809,0.910,25,13
27,4744,16,196.611,161.268,0.840,0.912,0.964,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,333.529,282.063,0.656,0.726,0.823,0.661,0.768,0.835,0.676,0.782,0.840,0.680,0.752,0.840,0.651,0.689,0.831,28,25
29,4740,64,611.064,527.570,0.396,0.355,0.550,0.365,0.338,0.545,0.438,0.368,0.557,0.392,0.275,0.537,0.360,0.199,0.501,32,22
30,5697,2,92.409,59.693,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.289,0.090,0.362,0.312,0.148,0.419,24,14
31,5687,4,113.962,78.869,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.296,0.240,0.605,0.321,0.411,0.699,26,14
32,5690,8,152.980,118.019,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.337,0.480,0.791,0.530,0.807,0.909,25,13
33,5682,16,231.669,190.286,0.810,0.945,0.957,0.810,0.945,0.957,0.810,0.945,0.957,0.770,0.926,0.948,0.808,0.945,0.956,17,16
34,5691,32,392.341,334.087,0.634,0.742,0.819,0.604,0.724,0.810,0.639,0.745,0.818,0.623,0.737,0.818,0.613,0.662,0.807,30,25
35,5691,64,725.515,629.114,0.406,0.360,0.567,0.386,0.344,0.561,0.451,0.381,0.573,0.415,0.281,0.554,0.429,0.260,0.541,31,27
36,6653,2,103.279,66.047,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.278,0.082,0.354,0.319,0.148,0.418,26,14
37,6643,4,126.498,87.304,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.305,0.224,0.598,0.337,0.400,0.697,27,14
38,6648,8,170.890,132.814,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.336,0.458,0.784,0.535,0.815,0.911,26,13
39,6645,16,260.098,218.713,0.803,0.840,0.910,0.776,0.873,0.907,0.777,0.874,0.908,0.705,0.839,0.895,0.774,0.876,0.910,18,16
40,6640,32,451.827,390.313,0.679,0.779,0.846,0.680,0.781,0.846,0.675,0.778,0.842,0.680,0.757,0.844,0.677,0.747,0.845,29,28
41,6643,64,833.710,728.233,0.405,0.355,0.570,0.373,0.348,0.565,0.439,0.383,0.580,0.429,0.318,0.569,0.404,0.232,0.539,36,26
42,7600,2,112.232,72.190,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.279,0.074,0.344,0.303,0.135,0.405,29,16
43,7602,4,139.838,97.717,0.877,1.000,1.000,0.877,1.000,1.000,0.877,1.000,1.000,0.294,0.226,0.599,0.328,0.352,0.672,27,16
44,7598,8,191.625,147.470,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.324,0.457,0.781,0.472,0.752,0.891,27,14
45,7601,16,293.932,245.999,0.854,0.868,0.955,0.815,0.963,0.972,0.816,0.965,0.973,0.747,0.926,0.956,0.816,0.963,0.972,18,16
46,7602,32,510.371,439.803,0.667,0.702,0.792,0.658,0.716,0.787,0.656,0.710,0.787,0.655,0.703,0.792,0.653,0.650,0.794,29,25
47,7596,64,951.978,826.363,0.417,0.354,0.547,0.357,0.335,0.543,0.450,0.374,0.556,0.404,0.302,0.545,0.404,0.239,0.526,37,26
48,8560,2,115.470,78.720,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.294,0.076,0.347,0.285,0.128,0.398,28,17
49,8550,4,147.832,107.261,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.329,0.221,0.599,0.332,0.374,0.683,26,15
50,8536,8,208.386,162.414,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.329,0.439,0.772,0.330,0.649,0.860,29,16
51,8541,16,325.480,273.414,0.870,0.984,0.985,0.870,0.985,0.985,0.870,0.985,0.985,0.870,0.984,0.985,0.870,0.984,0.985,16,16
52,8548,32,572.304,489.179,0.663,0.745,0.836,0.650,0.763,0.836,0.676,0.785,0.840,0.663,0.770,0.841,0.648,0.726,0.839,30,28
53,8540,64,1061.665,922.435,0.412,0.356,0.565,0.367,0.330,0.563,0.456,0.381,0.570,0.411,0.308,0.566,0.429,0.256,0.558,36,27
54,9488,2,129.793,85.114,0.867,1.000,1.000,0.867,1.000,1.000,0.867,1.000,1.000,0.282,0.076,0.348,0.294,0.133,0.404,28,16
55,9500,4,159.734,116.693,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.301,0.210,0.591,0.305,0.339,0.660,28,18
56,9497,8,227.623,181.528,0.875,1.000,1.000,0.875,1.000,1.000,0.875,1.000,1.000,0.334,0.447,0.779,0.337,0.608,0.842,27,18
57,9498,16,359.294,300.439,0.849,0.962,0.969,0.849,0.964,0.970,0.849,0.963,0.970,0.632,0.857,0.927,0.849,0.964,0.970,22,16
58,9499,32,630.799,542.300,0.683,0.772,0.828,0.669,0.759,0.824,0.685,0.776,0.828,0.666,0.760,0.830,0.663,0.749,0.829,29,28
59,9505,64,1172.796,1026.072,0.435,0.408,0.615,0.421,0.396,0.609,0.491,0.458,0.622,0.461,0.372,0.617,0.436,0.294,0.608,38,31
