,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,53.520,27.812,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.335,0.173,0.439,0.366,0.313,0.535,12,7
1,953,4,56.097,31.822,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.376,0.424,0.708,0.462,0.748,0.854,13,7
2,953,8,60.557,37.313,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,70.085,50.995,0.817,0.788,0.931,0.794,0.910,0.955,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,97.234,74.807,0.539,0.620,0.744,0.538,0.618,0.745,0.557,0.622,0.741,0.525,0.513,0.731,0.482,0.409,0.704,20,17
5,951,64,154.620,124.508,0.333,0.153,0.508,0.287,0.153,0.517,0.363,0.150,0.521,0.350,0.100,0.383,0.352,0.059,0.289,15,8
6,1892,2,62.321,32.707,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.316,0.128,0.396,0.318,0.241,0.487,18,9
7,1896,4,61.939,40.664,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.319,0.333,0.663,0.333,0.578,0.782,17,9
8,1895,8,75.896,53.530,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.412,0.716,0.878,0.898,1.000,1.000,15,8
9,1898,16,98.985,76.848,0.866,0.841,0.949,0.775,0.890,0.944,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,149.978,122.660,0.595,0.650,0.757,0.570,0.623,0.746,0.590,0.663,0.757,0.585,0.566,0.749,0.584,0.547,0.746,22,21
11,1902,64,258.345,218.667,0.331,0.236,0.516,0.332,0.254,0.518,0.396,0.277,0.532,0.367,0.179,0.467,0.354,0.137,0.430,22,16
12,2836,2,66.730,39.048,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.307,0.113,0.385,0.302,0.203,0.458,19,11
13,2841,4,75.248,49.218,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.318,0.320,0.654,0.343,0.457,0.724,18,12
14,2843,8,92.492,66.901,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.370,0.564,0.825,0.876,1.000,1.000,20,8
15,2841,16,128.895,102.602,0.850,0.922,0.960,0.849,0.971,0.974,0.849,0.971,0.974,0.848,0.972,0.975,0.848,0.971,0.974,16,16
16,2839,32,203.081,170.671,0.587,0.630,0.750,0.590,0.650,0.752,0.598,0.657,0.756,0.586,0.616,0.754,0.578,0.550,0.745,26,22
17,2845,64,362.536,313.096,0.382,0.296,0.514,0.353,0.294,0.510,0.410,0.297,0.520,0.377,0.197,0.477,0.347,0.157,0.453,24,19
18,3792,2,75.775,46.576,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.279,0.104,0.376,0.311,0.197,0.454,21,11
19,3798,4,85.907,57.271,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.312,0.270,0.625,0.331,0.451,0.723,22,12
20,3788,8,112.735,89.298,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.360,0.503,0.802,0.820,0.974,0.984,23,9
21,3783,16,157.034,126.286,0.850,0.911,0.959,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
22,3791,32,259.399,218.748,0.647,0.722,0.833,0.646,0.759,0.840,0.659,0.768,0.842,0.654,0.773,0.846,0.635,0.683,0.832,31,25
23,3792,64,467.316,403.696,0.233,0.153,0.468,0.371,0.302,0.533,0.418,0.326,0.542,0.399,0.247,0.519,0.388,0.194,0.494,29,21
24,4739,2,80.583,50.903,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.281,0.100,0.371,0.311,0.176,0.441,22,12
25,4742,4,97.588,66.102,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.315,0.263,0.623,0.331,0.426,0.709,22,13
26,4744,8,127.453,95.935,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.358,0.500,0.798,0.532,0.809,0.910,24,13
27,4744,16,186.343,154.115,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,0.851,0.975,0.979,16,16
28,4746,32,314.578,270.395,0.669,0.773,0.843,0.645,0.761,0.835,0.665,0.770,0.839,0.682,0.752,0.841,0.651,0.689,0.831,28,25
29,4740,64,571.233,497.622,0.404,0.343,0.548,0.364,0.325,0.547,0.437,0.368,0.555,0.415,0.287,0.538,0.360,0.199,0.501,32,22
30,5697,2,88.361,57.375,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.290,0.089,0.361,0.312,0.148,0.419,24,14
31,5687,4,107.071,74.328,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.299,0.261,0.620,0.321,0.411,0.699,23,14
32,5690,8,144.496,111.718,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.333,0.481,0.791,0.530,0.807,0.909,25,13
33,5682,16,217.706,180.461,0.810,0.898,0.952,0.810,0.945,0.957,0.810,0.945,0.957,0.768,0.923,0.947,0.808,0.945,0.956,17,16
