,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,65.713,31.475,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.334,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,66.207,34.831,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.357,0.449,0.722,0.462,0.748,0.854,12,7
2,953,8,69.010,43.417,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,80.807,56.777,0.843,0.972,0.977,0.786,0.906,0.957,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,109.699,84.276,0.551,0.626,0.745,0.550,0.625,0.745,0.553,0.626,0.746,0.530,0.516,0.734,0.482,0.409,0.704,20,17
5,951,64,173.196,139.920,0.329,0.153,0.518,0.317,0.159,0.508,0.373,0.170,0.526,0.346,0.100,0.374,0.352,0.059,0.289,15,8
6,1892,2,72.358,37.309,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.292,0.129,0.400,0.318,0.241,0.487,17,9
7,1896,4,72.141,44.605,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.342,0.374,0.684,0.333,0.578,0.782,15,9
8,1895,8,87.074,58.062,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.421,0.707,0.877,0.898,1.000,1.000,15,8
9,1898,16,110.428,84.645,0.850,0.928,0.968,0.838,0.964,0.971,0.838,0.964,0.971,0.837,0.961,0.970,0.851,0.926,0.967,16,15
10,1900,32,164.630,136.372,0.586,0.649,0.756,0.578,0.642,0.750,0.576,0.631,0.751,0.580,0.567,0.751,0.584,0.547,0.746,22,21
11,1902,64,282.361,241.980,0.365,0.262,0.526,0.331,0.253,0.519,0.403,0.277,0.533,0.374,0.178,0.464,0.354,0.137,0.430,21,16
12,2836,2,76.619,43.622,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.298,0.106,0.380,0.302,0.203,0.458,20,11
13,2841,4,83.929,53.461,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.325,0.334,0.662,0.343,0.457,0.724,17,12
14,2843,8,101.540,75.113,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.371,0.589,0.834,0.876,1.000,1.000,19,8
15,2841,16,142.323,111.754,0.843,0.919,0.956,0.849,0.970,0.974,0.849,0.971,0.974,0.848,0.972,0.975,0.848,0.971,0.974,16,16
16,2839,32,228.640,188.242,0.588,0.650,0.755,0.588,0.648,0.751,0.597,0.658,0.757,0.576,0.593,0.753,0.578,0.550,0.745,25,22
17,2845,64,401.202,349.808,0.376,0.288,0.513,0.343,0.280,0.505,0.413,0.302,0.517,0.386,0.200,0.481,0.347,0.157,0.453,25,19
18,3792,2,85.177,50.670,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.296,0.106,0.379,0.311,0.197,0.454,20,11
19,3798,4,97.163,63.453,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.311,0.270,0.625,0.331,0.451,0.723,22,12
20,3788,8,125.449,91.128,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.362,0.509,0.803,0.820,0.974,0.984,23,9
21,3783,16,174.662,141.596,0.850,0.910,0.958,0.809,0.890,0.951,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
22,3791,32,284.155,241.699,0.640,0.769,0.843,0.658,0.764,0.840,0.661,0.777,0.845,0.647,0.754,0.844,0.635,0.683,0.832,30,25
23,3792,64,515.034,449.065,0.375,0.311,0.534,0.337,0.292,0.528,0.429,0.332,0.540,0.401,0.240,0.519,0.388,0.194,0.494,28,21
24,4739,2,94.543,56.004,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.308,0.108,0.383,0.311,0.176,0.441,19,12
25,4742,4,111.589,74.193,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.296,0.256,0.619,0.331,0.426,0.709,23,13
26,4744,8,139.791,107.844,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.348,0.504,0.799,0.532,0.809,0.910,24,13
27,4744,16,206.325,168.441,0.841,0.916,0.967,0.851,0.976,0.980,0.851,0.976,0.980,0.815,0.956,0.971,0.851,0.975,0.979,17,16
28,4746,32,347.454,295.725,0.675,0.780,0.843,0.638,0.753,0.831,0.669,0.778,0.840,0.679,0.750,0.839,0.651,0.689,0.831,28,25
