,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,59.941,29.813,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.346,0.189,0.452,0.366,0.313,0.535,11,7
1,953,4,59.515,34.139,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.377,0.424,0.708,0.462,0.748,0.854,13,7
2,953,8,65.097,41.659,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,76.793,55.465,0.843,0.974,0.978,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,105.821,80.863,0.554,0.626,0.748,0.539,0.613,0.742,0.554,0.626,0.744,0.524,0.513,0.732,0.482,0.409,0.704,20,17
5,951,64,167.232,135.950,0.330,0.139,0.506,0.285,0.156,0.517,0.374,0.177,0.529,0.353,0.101,0.383,0.352,0.059,0.289,15,8
6,1892,2,70.348,37.168,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.316,0.148,0.415,0.318,0.241,0.487,15,9
7,1896,4,69.326,43.773,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.314,0.330,0.658,0.333,0.578,0.782,18,9
8,1895,8,82.090,57.882,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.421,0.708,0.877,0.898,1.000,1.000,15,8
9,1898,16,109.490,81.687,0.850,0.927,0.968,0.838,0.965,0.972,0.838,0.964,0.971,0.837,0.961,0.970,0.851,0.926,0.967,16,15
10,1900,32,161.618,133.729,0.423,0.345,0.667,0.579,0.629,0.747,0.591,0.656,0.755,0.581,0.564,0.751,0.584,0.547,0.746,22,21
11,1902,64,273.544,236.181,0.352,0.265,0.523,0.324,0.226,0.512,0.385,0.259,0.529,0.383,0.184,0.465,0.354,0.137,0.430,22,16
