,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,59.092,32.330,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.325,0.172,0.439,0.366,0.313,0.535,12,7
1,953,4,61.271,36.074,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.359,0.447,0.721,0.462,0.748,0.854,12,7
2,953,8,69.099,43.667,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,85.015,57.673,0.818,0.788,0.933,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,112.280,88.831,0.517,0.621,0.743,0.533,0.613,0.743,0.548,0.611,0.743,0.529,0.515,0.731,0.482,0.409,0.704,20,17
5,951,64,181.771,148.820,0.316,0.141,0.513,0.300,0.165,0.515,0.361,0.145,0.518,0.343,0.108,0.393,0.352,0.059,0.289,16,8
6,1892,2,70.415,38.318,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.304,0.135,0.405,0.318,0.241,0.487,16,9
7,1896,4,72.220,45.637,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.335,0.351,0.668,0.333,0.578,0.782,17,9
8,1895,8,87.021,62.535,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.411,0.716,0.879,0.898,1.000,1.000,15,8
9,1898,16,113.776,89.656,0.838,0.965,0.972,0.823,0.913,0.960,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,175.863,145.824,0.578,0.650,0.755,0.571,0.641,0.751,0.586,0.645,0.752,0.585,0.567,0.749,0.584,0.547,0.746,22,21
11,1902,64,308.368,265.114,0.337,0.236,0.517,0.321,0.246,0.516,0.396,0.282,0.531,0.356,0.165,0.465,0.354,0.137,0.430,21,16
12,2836,2,76.896,44.669,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.299,0.113,0.385,0.302,0.203,0.458,19,11
13,2841,4,85.979,57.126,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.320,0.324,0.656,0.343,0.457,0.724,18,12
14,2843,8,107.428,81.845,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.370,0.563,0.825,0.876,1.000,1.000,20,8
15,2841,16,154.719,121.208,0.847,0.922,0.958,0.816,0.905,0.953,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,245.733,205.284,0.587,0.648,0.753,0.591,0.656,0.762,0.593,0.645,0.751,0.575,0.588,0.754,0.578,0.550,0.745,25,22
17,2845,64,438.091,374.778,0.361,0.289,0.513,0.353,0.294,0.510,0.416,0.316,0.522,0.393,0.211,0.481,0.347,0.157,0.453,26,19
18,3792,2,85.157,52.779,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.275,0.108,0.378,0.311,0.197,0.454,21,11
19,3798,4,99.536,66.230,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.313,0.279,0.631,0.331,0.451,0.723,21,12
20,3788,8,128.144,96.830,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.356,0.504,0.802,0.820,0.974,0.984,23,9
21,3783,16,186.522,153.627,0.850,0.910,0.958,0.828,0.966,0.971,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
22,3791,32,308.331,262.923,0.660,0.772,0.844,0.655,0.766,0.841,0.664,0.772,0.842,0.649,0.766,0.843,0.635,0.683,0.832,31,25
23,3792,64,563.844,490.953,0.380,0.312,0.533,0.359,0.306,0.534,0.425,0.335,0.540,0.411,0.249,0.520,0.388,0.194,0.494,29,21
24,4739,2,96.349,61.452,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.296,0.102,0.375,0.311,0.176,0.441,21,12
25,4742,4,112.225,78.883,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.319,0.260,0.620,0.331,0.426,0.709,23,13
26,4744,8,146.686,117.591,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.364,0.490,0.796,0.532,0.809,0.910,24,13
27,4744,16,224.529,185.370,0.841,0.915,0.965,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,376.270,320.416,0.671,0.748,0.836,0.670,0.775,0.840,0.669,0.779,0.841,0.680,0.750,0.840,0.651,0.689,0.831,28,25
29,4740,64,684.149,597.257,0.379,0.335,0.545,0.383,0.340,0.543,0.437,0.366,0.554,0.406,0.276,0.535,0.360,0.199,0.501,32,22
30,5697,2,105.449,65.656,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.305,0.089,0.361,0.312,0.148,0.419,24,14
31,5687,4,123.826,87.858,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.298,0.236,0.604,0.321,0.411,0.699,26,14
32,5690,8,170.419,132.726,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.335,0.486,0.792,0.530,0.807,0.909,25,13
33,5682,16,258.273,213.064,0.809,0.901,0.953,0.810,0.946,0.957,0.810,0.945,0.957,0.770,0.927,0.948,0.808,0.945,0.956,17,16
34,5691,32,443.623,378.982,0.627,0.708,0.812,0.605,0.720,0.811,0.640,0.752,0.821,0.627,0.739,0.820,0.613,0.662,0.807,30,25
35,5691,64,803.411,709.137,0.400,0.359,0.569,0.383,0.338,0.559,0.451,0.377,0.574,0.408,0.281,0.553,0.429,0.260,0.541,32,27
36,6653,2,111.454,73.586,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.269,0.081,0.352,0.319,0.148,0.418,27,14
37,6643,4,137.610,98.607,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.296,0.227,0.602,0.337,0.400,0.697,26,14
38,6648,8,192.448,148.754,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.335,0.462,0.784,0.535,0.815,0.911,26,13
39,6645,16,294.489,242.032,0.782,0.857,0.903,0.776,0.871,0.907,0.776,0.871,0.907,0.698,0.831,0.888,0.774,0.876,0.910,19,16
40,6640,32,508.204,438.303,0.673,0.756,0.841,0.666,0.771,0.843,0.677,0.778,0.843,0.666,0.754,0.841,0.677,0.747,0.845,30,28
41,6643,64,941.346,827.909,0.399,0.360,0.571,0.373,0.343,0.567,0.445,0.378,0.576,0.416,0.296,0.564,0.404,0.232,0.539,32,26
42,7600,2,125.933,80.458,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.280,0.077,0.348,0.303,0.135,0.405,28,16
43,7602,4,151.640,107.848,0.877,1.000,1.000,0.877,1.000,1.000,0.877,1.000,1.000,0.290,0.230,0.603,0.328,0.352,0.672,26,16
44,7598,8,210.969,167.231,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.333,0.444,0.775,0.472,0.752,0.891,28,14
45,7601,16,328.067,276.894,0.854,0.868,0.955,0.816,0.965,0.973,0.816,0.965,0.973,0.787,0.944,0.963,0.816,0.963,0.972,17,16
46,7602,32,570.627,492.911,0.671,0.715,0.792,0.654,0.710,0.785,0.665,0.720,0.789,0.658,0.701,0.791,0.653,0.650,0.794,29,25
47,7596,64,1069.601,934.110,0.404,0.354,0.549,0.364,0.330,0.543,0.450,0.373,0.554,0.417,0.287,0.544,0.404,0.239,0.526,34,26
48,8560,2,129.798,87.769,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.271,0.075,0.345,0.285,0.128,0.398,29,17
49,8550,4,167.230,119.387,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.312,0.208,0.589,0.332,0.374,0.683,29,15
50,8536,8,232.119,185.739,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.338,0.439,0.775,0.330,0.649,0.860,28,16
51,8541,16,359.701,308.563,0.870,0.984,0.985,0.870,0.985,0.985,0.870,0.985,0.985,0.742,0.914,0.955,0.870,0.984,0.985,20,16
52,8548,32,632.620,554.153,0.667,0.769,0.840,0.655,0.766,0.834,0.678,0.788,0.843,0.665,0.775,0.839,0.648,0.726,0.839,31,28
53,8540,64,1179.086,1045.084,0.417,0.358,0.562,0.391,0.347,0.563,0.446,0.375,0.570,0.439,0.325,0.568,0.429,0.256,0.558,36,27
54,9488,2,142.712,94.357,0.867,1.000,1.000,0.867,1.000,1.000,0.867,1.000,1.000,0.277,0.077,0.348,0.294,0.133,0.404,28,16
55,9500,4,179.270,129.372,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.292,0.219,0.594,0.305,0.339,0.660,28,18
56,9497,8,252.186,199.485,0.875,1.000,1.000,0.875,1.000,1.000,0.875,1.000,1.000,0.340,0.459,0.784,0.337,0.608,0.842,26,18
57,9498,16,403.137,339.300,0.849,0.925,0.960,0.849,0.963,0.970,0.849,0.963,0.970,0.569,0.815,0.913,0.849,0.964,0.970,24,16
58,9499,32,695.646,604.981,0.666,0.727,0.822,0.663,0.755,0.821,0.681,0.776,0.828,0.669,0.754,0.827,0.663,0.749,0.829,29,28
59,9505,64,1310.982,1158.040,0.452,0.426,0.617,0.413,0.400,0.611,0.488,0.454,0.619,0.463,0.373,0.618,0.436,0.294,0.608,40,31
