,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,59.409,29.547,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.340,0.172,0.440,0.366,0.313,0.535,12,7
1,953,4,61.095,34.512,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.375,0.426,0.709,0.462,0.748,0.854,13,7
2,953,8,66.935,41.144,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,77.209,53.867,0.818,0.788,0.932,0.843,0.974,0.978,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,104.230,80.030,0.528,0.620,0.746,0.549,0.623,0.748,0.543,0.605,0.742,0.529,0.515,0.731,0.482,0.409,0.704,20,17
5,951,64,165.183,133.590,0.341,0.161,0.520,0.309,0.158,0.517,0.370,0.157,0.524,0.343,0.105,0.390,0.352,0.059,0.289,16,8
6,1892,2,68.099,36.423,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.316,0.126,0.394,0.318,0.241,0.487,18,9
7,1896,4,66.717,43.414,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.321,0.340,0.665,0.333,0.578,0.782,17,9
8,1895,8,79.769,55.730,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.408,0.711,0.877,0.898,1.000,1.000,15,8
9,1898,16,108.250,81.413,0.867,0.841,0.950,0.838,0.963,0.971,0.838,0.964,0.971,0.837,0.962,0.970,0.851,0.926,0.967,16,15
10,1900,32,162.708,133.069,0.568,0.636,0.750,0.592,0.659,0.756,0.583,0.645,0.750,0.578,0.565,0.751,0.584,0.547,0.746,22,21
11,1902,64,273.895,234.662,0.359,0.259,0.524,0.325,0.238,0.516,0.397,0.265,0.531,0.358,0.171,0.462,0.354,0.137,0.430,21,16
12,2836,2,72.465,42.667,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.304,0.116,0.387,0.302,0.203,0.458,19,11
13,2841,4,80.947,52.619,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.327,0.321,0.655,0.343,0.457,0.724,18,12
14,2843,8,100.673,71.897,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.364,0.586,0.833,0.876,1.000,1.000,19,8
15,2841,16,136.945,109.190,0.850,0.923,0.960,0.849,0.971,0.974,0.849,0.971,0.974,0.848,0.972,0.975,0.848,0.971,0.974,16,16
16,2839,32,220.907,182.362,0.589,0.647,0.756,0.593,0.648,0.755,0.582,0.641,0.755,0.574,0.606,0.756,0.578,0.550,0.745,25,22
17,2845,64,390.272,334.369,0.372,0.291,0.517,0.346,0.283,0.511,0.422,0.312,0.519,0.388,0.201,0.476,0.347,0.157,0.453,24,19
18,3792,2,82.310,48.572,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.261,0.112,0.383,0.311,0.197,0.454,20,11
19,3798,4,96.122,61.565,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.311,0.292,0.635,0.331,0.451,0.723,21,12
20,3788,8,121.687,87.405,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.365,0.544,0.817,0.820,0.974,0.984,21,9
21,3783,16,172.395,136.052,0.773,0.859,0.942,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.964,0.969,0.828,0.966,0.971,16,16
22,3791,32,279.205,235.832,0.638,0.714,0.826,0.640,0.750,0.837,0.662,0.778,0.845,0.636,0.756,0.845,0.635,0.683,0.832,30,25
23,3792,64,505.142,437.546,0.397,0.316,0.531,0.350,0.291,0.532,0.416,0.322,0.540,0.398,0.246,0.522,0.388,0.194,0.494,30,21
24,4739,2,94.374,55.199,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.300,0.096,0.369,0.311,0.176,0.441,22,12
25,4742,4,107.725,70.804,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.309,0.242,0.612,0.331,0.426,0.709,24,13
26,4744,8,138.519,104.493,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.358,0.537,0.812,0.532,0.809,0.910,22,13
27,4744,16,204.131,165.016,0.842,0.916,0.966,0.802,0.895,0.956,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,336.951,288.954,0.662,0.748,0.831,0.628,0.748,0.831,0.668,0.776,0.840,0.683,0.749,0.839,0.651,0.689,0.831,28,25
29,4740,64,621.467,538.473,0.383,0.335,0.542,0.361,0.326,0.541,0.427,0.353,0.551,0.415,0.284,0.535,0.360,0.199,0.501,32,22
30,5697,2,97.464,61.408,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.303,0.091,0.364,0.312,0.148,0.419,23,14
31,5687,4,116.969,79.960,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.307,0.230,0.602,0.321,0.411,0.699,26,14
32,5690,8,159.274,119.862,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.332,0.478,0.788,0.530,0.807,0.909,26,13
33,5682,16,235.042,191.949,0.810,0.946,0.956,0.810,0.946,0.957,0.810,0.945,0.957,0.770,0.926,0.948,0.808,0.945,0.956,17,16
34,5691,32,397.742,340.119,0.639,0.750,0.821,0.631,0.747,0.819,0.638,0.748,0.819,0.629,0.744,0.822,0.613,0.662,0.807,30,25
35,5691,64,733.617,636.052,0.422,0.362,0.563,0.377,0.334,0.556,0.454,0.377,0.570,0.419,0.289,0.553,0.429,0.260,0.541,33,27
36,6653,2,110.773,68.431,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.291,0.090,0.362,0.319,0.148,0.418,24,14
37,6643,4,131.902,90.839,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.311,0.225,0.601,0.337,0.400,0.697,26,14
38,6648,8,177.282,134.727,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.345,0.490,0.793,0.535,0.815,0.911,25,13
39,6645,16,266.130,220.935,0.819,0.841,0.909,0.781,0.851,0.895,0.776,0.872,0.907,0.700,0.836,0.889,0.774,0.876,0.910,19,16
40,6640,32,455.108,390.353,0.679,0.778,0.844,0.653,0.768,0.839,0.678,0.779,0.842,0.669,0.767,0.841,0.677,0.747,0.845,31,28
41,6643,64,846.075,739.819,0.409,0.357,0.571,0.384,0.342,0.569,0.441,0.388,0.581,0.416,0.316,0.569,0.404,0.232,0.539,36,26
42,7600,2,114.667,74.601,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.276,0.081,0.352,0.303,0.135,0.405,27,16
43,7602,4,143.069,101.509,0.877,1.000,1.000,0.877,1.000,1.000,0.877,1.000,1.000,0.310,0.218,0.596,0.328,0.352,0.672,27,16
