,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,60.127,29.550,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.332,0.173,0.439,0.366,0.313,0.535,12,7
1,953,4,59.796,34.595,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.359,0.439,0.719,0.462,0.748,0.854,12,7
2,953,8,63.660,41.331,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,76.689,55.145,0.826,0.925,0.962,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,105.714,81.878,0.530,0.617,0.746,0.537,0.611,0.742,0.552,0.617,0.743,0.525,0.513,0.731,0.482,0.409,0.704,20,17
5,951,64,164.600,133.978,0.326,0.147,0.514,0.284,0.149,0.515,0.368,0.170,0.525,0.352,0.101,0.384,0.352,0.059,0.289,15,8
6,1892,2,70.135,37.200,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.326,0.138,0.407,0.318,0.241,0.487,16,9
7,1896,4,70.742,42.468,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.300,0.351,0.668,0.333,0.578,0.782,17,9
8,1895,8,82.603,56.488,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.419,0.706,0.876,0.898,1.000,1.000,15,8
9,1898,16,106.161,83.238,0.867,0.840,0.949,0.838,0.964,0.971,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,160.282,132.530,0.596,0.655,0.759,0.582,0.648,0.755,0.599,0.664,0.758,0.581,0.567,0.751,0.584,0.547,0.746,22,21
11,1902,64,272.907,233.067,0.372,0.253,0.524,0.317,0.237,0.519,0.405,0.281,0.531,0.364,0.179,0.467,0.354,0.137,0.430,22,16
12,2836,2,73.995,42.414,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.327,0.105,0.379,0.302,0.203,0.458,20,11
13,2841,4,82.842,52.855,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.321,0.299,0.644,0.343,0.457,0.724,19,12
14,2843,8,100.236,71.561,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.364,0.583,0.833,0.876,1.000,1.000,19,8
15,2841,16,137.766,109.680,0.849,0.970,0.974,0.849,0.971,0.974,0.849,0.971,0.974,0.848,0.972,0.975,0.848,0.971,0.974,16,16
16,2839,32,220.691,184.175,0.593,0.652,0.759,0.596,0.663,0.762,0.591,0.648,0.753,0.584,0.597,0.752,0.578,0.550,0.745,25,22
17,2845,64,391.649,334.612,0.369,0.292,0.515,0.333,0.259,0.502,0.410,0.310,0.522,0.388,0.202,0.482,0.347,0.157,0.453,25,19
18,3792,2,79.302,49.120,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.289,0.098,0.371,0.311,0.197,0.454,22,11
19,3798,4,94.098,62.772,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.309,0.258,0.619,0.331,0.451,0.723,23,12
20,3788,8,121.369,89.532,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.365,0.522,0.809,0.820,0.974,0.984,22,9
21,3783,16,169.383,137.796,0.850,0.911,0.959,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
22,3791,32,280.853,234.233,0.658,0.742,0.836,0.656,0.767,0.840,0.663,0.771,0.843,0.654,0.774,0.847,0.635,0.683,0.832,31,25
23,3792,64,503.656,436.652,0.402,0.323,0.533,0.350,0.302,0.530,0.424,0.330,0.539,0.399,0.239,0.513,0.388,0.194,0.494,28,21
24,4739,2,91.747,57.127,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.276,0.093,0.366,0.311,0.176,0.441,23,12
25,4742,4,108.628,69.896,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.312,0.261,0.620,0.331,0.426,0.709,23,13
26,4744,8,141.106,104.524,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.337,0.504,0.799,0.532,0.809,0.910,24,13
27,4744,16,203.995,165.821,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,338.802,289.794,0.668,0.745,0.835,0.664,0.774,0.839,0.663,0.775,0.840,0.679,0.751,0.840,0.651,0.689,0.831,28,25
29,4740,64,619.693,537.631,0.394,0.340,0.548,0.370,0.328,0.546,0.432,0.359,0.555,0.419,0.285,0.537,0.360,0.199,0.501,32,22
30,5697,2,99.135,62.116,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.282,0.093,0.365,0.312,0.148,0.419,23,14
31,5687,4,116.692,80.372,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.310,0.252,0.614,0.321,0.411,0.699,24,14
32,5690,8,158.873,118.460,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.333,0.472,0.784,0.530,0.807,0.909,27,13
33,5682,16,237.813,192.413,0.811,0.945,0.956,0.773,0.882,0.945,0.810,0.945,0.957,0.769,0.925,0.947,0.808,0.945,0.956,17,16
34,5691,32,396.511,340.459,0.627,0.720,0.810,0.634,0.743,0.817,0.638,0.748,0.819,0.627,0.739,0.819,0.613,0.662,0.807,30,25
35,5691,64,732.716,664.919,0.426,0.364,0.566,0.372,0.350,0.563,0.456,0.388,0.576,0.418,0.289,0.556,0.429,0.260,0.541,33,27
36,6653,2,108.008,70.788,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.286,0.080,0.351,0.319,0.148,0.418,27,14
37,6643,4,131.966,93.849,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.334,0.242,0.611,0.337,0.400,0.697,24,14
38,6648,8,178.387,138.739,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.334,0.483,0.795,0.535,0.815,0.911,24,13
39,6645,16,271.370,228.049,0.816,0.842,0.910,0.777,0.873,0.908,0.777,0.873,0.908,0.699,0.831,0.888,0.774,0.876,0.910,19,16
