,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,54.431,27.276,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.323,0.172,0.439,0.366,0.313,0.535,12,7
1,953,4,56.850,31.322,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.360,0.442,0.720,0.462,0.748,0.854,12,7
2,953,8,60.239,37.660,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,71.213,50.747,0.825,0.924,0.963,0.843,0.974,0.978,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,99.591,74.569,0.530,0.590,0.733,0.547,0.627,0.751,0.554,0.627,0.746,0.527,0.516,0.734,0.482,0.409,0.704,20,17
5,951,64,152.613,125.031,0.330,0.163,0.521,0.291,0.146,0.513,0.382,0.165,0.523,0.349,0.107,0.395,0.352,0.059,0.289,16,8
6,1892,2,61.215,32.841,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.321,0.129,0.399,0.318,0.241,0.487,17,9
7,1896,4,64.578,40.212,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.319,0.345,0.670,0.333,0.578,0.782,16,9
8,1895,8,75.642,54.761,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.423,0.706,0.876,0.898,1.000,1.000,15,8
9,1898,16,96.136,74.959,0.846,0.804,0.936,0.838,0.965,0.972,0.838,0.964,0.971,0.837,0.961,0.970,0.851,0.926,0.967,16,15
10,1900,32,149.219,122.082,0.588,0.627,0.745,0.575,0.644,0.748,0.580,0.648,0.750,0.585,0.570,0.750,0.584,0.547,0.746,22,21
11,1902,64,259.855,219.068,0.331,0.249,0.519,0.339,0.261,0.521,0.398,0.269,0.530,0.383,0.180,0.464,0.354,0.137,0.430,22,16
12,2836,2,68.097,39.335,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.315,0.111,0.384,0.302,0.203,0.458,19,11
13,2841,4,73.334,48.893,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.325,0.306,0.647,0.343,0.457,0.724,19,12
14,2843,8,92.702,66.788,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.369,0.563,0.825,0.876,1.000,1.000,20,8
15,2841,16,127.023,101.854,0.848,0.922,0.959,0.817,0.908,0.954,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,202.830,169.481,0.585,0.630,0.757,0.579,0.641,0.750,0.591,0.657,0.757,0.588,0.603,0.755,0.578,0.550,0.745,26,22
17,2845,64,362.922,311.105,0.362,0.277,0.511,0.337,0.279,0.509,0.412,0.313,0.523,0.382,0.200,0.479,0.347,0.157,0.453,25,19
18,3792,2,75.148,45.244,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.267,0.110,0.382,0.311,0.197,0.454,20,11
19,3798,4,87.676,57.361,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.319,0.265,0.624,0.331,0.451,0.723,22,12
20,3788,8,109.129,81.678,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.360,0.542,0.813,0.820,0.974,0.984,22,9
21,3783,16,157.592,139.523,0.850,0.911,0.959,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.963,0.969,0.828,0.966,0.971,16,16
22,3791,32,259.926,226.829,0.659,0.778,0.845,0.648,0.767,0.842,0.662,0.777,0.845,0.649,0.737,0.838,0.635,0.683,0.832,29,25
23,3792,64,466.448,403.204,0.397,0.319,0.531,0.370,0.310,0.538,0.418,0.323,0.537,0.394,0.255,0.522,0.388,0.194,0.494,30,21
24,4739,2,80.975,51.096,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.295,0.108,0.383,0.311,0.176,0.441,19,12
25,4742,4,96.621,65.887,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.309,0.279,0.632,0.331,0.426,0.709,21,13
26,4744,8,126.625,97.221,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.353,0.495,0.797,0.532,0.809,0.910,24,13
27,4744,16,190.427,155.303,0.843,0.917,0.967,0.803,0.894,0.955,0.851,0.976,0.980,0.851,0.975,0.979,0.851,0.975,0.979,16,16
28,4746,32,314.919,270.651,0.679,0.765,0.838,0.667,0.772,0.838,0.672,0.784,0.842,0.679,0.749,0.839,0.651,0.689,0.831,28,25
29,4740,64,575.351,502.425,0.399,0.355,0.556,0.370,0.330,0.546,0.430,0.354,0.554,0.419,0.284,0.535,0.360,0.199,0.501,32,22
30,5697,2,90.774,56.111,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.283,0.089,0.362,0.312,0.148,0.419,24,14
31,5687,4,110.543,74.931,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.308,0.233,0.603,0.321,0.411,0.699,26,14
