,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,55.262,29.277,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.345,0.186,0.451,0.366,0.313,0.535,11,7
1,953,4,59.864,33.979,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.374,0.418,0.707,0.462,0.748,0.854,13,7
2,953,8,63.971,40.322,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,76.423,53.677,0.820,0.924,0.964,0.788,0.902,0.956,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,104.746,81.620,0.546,0.615,0.745,0.543,0.629,0.746,0.542,0.611,0.743,0.527,0.513,0.730,0.482,0.409,0.704,20,17
5,951,64,164.915,134.541,0.311,0.161,0.516,0.291,0.141,0.511,0.371,0.164,0.522,0.350,0.101,0.383,0.352,0.059,0.289,15,8
6,1892,2,67.346,36.470,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.313,0.131,0.401,0.318,0.241,0.487,17,9
7,1896,4,72.107,43.583,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.330,0.344,0.666,0.333,0.578,0.782,17,9
8,1895,8,85.133,55.919,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.419,0.713,0.878,0.898,1.000,1.000,15,8
9,1898,16,105.427,82.475,0.865,0.837,0.946,0.838,0.964,0.971,0.838,0.964,0.971,0.837,0.963,0.971,0.851,0.926,0.967,16,15
10,1900,32,162.633,131.185,0.571,0.627,0.741,0.571,0.634,0.751,0.592,0.645,0.750,0.589,0.569,0.749,0.584,0.547,0.746,22,21
