,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,55.470,28.927,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.336,0.174,0.440,0.366,0.313,0.535,12,7
1,953,4,56.519,31.866,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.358,0.448,0.721,0.462,0.748,0.854,12,7
2,953,8,60.116,39.177,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,73.104,52.079,0.826,0.925,0.962,0.797,0.907,0.956,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,99.652,78.239,0.559,0.626,0.748,0.544,0.615,0.745,0.554,0.617,0.739,0.530,0.516,0.733,0.482,0.409,0.704,20,17
5,951,64,161.029,130.553,0.317,0.150,0.520,0.302,0.141,0.501,0.370,0.157,0.520,0.353,0.100,0.382,0.352,0.059,0.289,15,8
6,1892,2,61.919,34.044,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.299,0.139,0.407,0.318,0.241,0.487,16,9
7,1896,4,66.224,40.291,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.317,0.365,0.677,0.333,0.578,0.782,16,9
8,1895,8,76.290,53.503,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.426,0.688,0.867,0.898,1.000,1.000,16,8
9,1898,16,100.251,77.411,0.850,0.928,0.968,0.816,0.911,0.961,0.838,0.963,0.971,0.835,0.960,0.972,0.851,0.926,0.967,16,15
10,1900,32,154.068,126.954,0.580,0.643,0.753,0.575,0.645,0.751,0.588,0.659,0.753,0.585,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,266.520,225.909,0.364,0.255,0.525,0.347,0.262,0.523,0.399,0.278,0.532,0.363,0.169,0.465,0.354,0.137,0.430,21,16
12,2836,2,67.632,39.195,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.320,0.104,0.378,0.302,0.203,0.458,20,11
13,2841,4,73.622,54.820,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.323,0.339,0.664,0.343,0.457,0.724,17,12
14,2843,8,94.674,67.666,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.369,0.570,0.826,0.876,1.000,1.000,20,8
15,2841,16,130.864,102.742,0.848,0.920,0.958,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,209.277,175.300,0.570,0.647,0.759,0.582,0.644,0.749,0.594,0.661,0.760,0.574,0.605,0.755,0.578,0.550,0.745,25,22
17,2845,64,376.383,322.525,0.373,0.294,0.515,0.347,0.286,0.510,0.416,0.320,0.523,0.397,0.203,0.476,0.347,0.157,0.453,25,19
18,3792,2,74.796,45.801,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.262,0.112,0.385,0.311,0.197,0.454,19,11
19,3798,4,87.654,57.639,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.318,0.291,0.638,0.331,0.451,0.723,20,12
20,3788,8,111.787,83.700,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.358,0.512,0.804,0.820,0.974,0.984,23,9
21,3783,16,160.104,129.376,0.850,0.911,0.959,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
22,3791,32,266.334,224.623,0.639,0.717,0.830,0.644,0.757,0.837,0.664,0.772,0.842,0.651,0.771,0.845,0.635,0.683,0.832,31,25
23,3792,64,481.418,416.571,0.315,0.193,0.491,0.367,0.303,0.533,0.424,0.335,0.542,0.407,0.256,0.523,0.388,0.194,0.494,30,21
24,4739,2,83.337,52.934,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.287,0.101,0.374,0.311,0.176,0.441,21,12
25,4742,4,97.832,66.661,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.318,0.262,0.623,0.331,0.426,0.709,22,13
26,4744,8,128.873,97.488,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.356,0.484,0.792,0.532,0.809,0.910,25,13
27,4744,16,191.637,156.697,0.841,0.916,0.966,0.807,0.897,0.957,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,321.595,275.302,0.676,0.748,0.835,0.638,0.742,0.832,0.662,0.775,0.839,0.677,0.756,0.842,0.651,0.689,0.831,28,25
29,4740,64,592.919,513.711,0.381,0.340,0.547,0.366,0.334,0.538,0.437,0.366,0.555,0.416,0.289,0.539,0.360,0.199,0.501,32,22
30,5697,2,88.292,57.248,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.295,0.092,0.365,0.312,0.148,0.419,23,14
31,5687,4,109.433,75.559,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.302,0.246,0.610,0.321,0.411,0.699,25,14
32,5690,8,145.639,113.553,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.337,0.482,0.792,0.530,0.807,0.909,25,13
33,5682,16,221.759,182.693,0.815,0.775,0.918,0.810,0.946,0.957,0.810,0.945,0.957,0.808,0.942,0.954,0.808,0.945,0.956,16,16
34,5691,32,377.829,323.991,0.620,0.720,0.813,0.626,0.740,0.816,0.629,0.742,0.817,0.626,0.740,0.820,0.613,0.662,0.807,30,25
35,5691,64,700.805,606.754,0.412,0.364,0.564,0.403,0.337,0.560,0.451,0.376,0.569,0.428,0.296,0.558,0.429,0.260,0.541,33,27
36,6653,2,99.676,63.274,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.272,0.078,0.349,0.319,0.148,0.418,28,14
37,6643,4,120.035,84.458,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.310,0.220,0.595,0.337,0.400,0.697,28,14
