,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,55.95403027534485
1,ICELL8_SE_B_kallisto_umap.csv,553,5,56.117260694503784
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,95.38606214523315
3,10X_LLU_A_cellranger3.1_umap.csv,2825,8,103.30529475212097
4,10X_LLU_A_umitools_umap.csv,2476,7,95.74589967727661
5,10X_LLU_A_zumi_umap.csv,2825,7,100.15956258773804
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,68.64106369018555
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,71.53548836708069
8,10X_LLU_B_umitools_umap.csv,1184,6,70.08816194534302
9,10X_LLU_B_zumi_umap.csv,1207,6,70.80028700828552
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,165.60203003883362
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,197.15009784698486
12,10X_NCI_A_umitools_umap.csv,5344,10,183.18017601966858
13,10X_NCI_A_zumi_umap.csv,5385,10,181.63761830329895
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,97.96354126930237
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,111.44812107086182
16,10X_NCI_B_umitools_umap.csv,2630,8,103.56514811515808
17,10X_NCI_B_zumi_umap.csv,2836,7,100.39011478424072
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,169.27441596984863
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,10,197.17631459236145
20,10X_NCI_M_A_umitools_umap.csv,5339,9,170.5681610107422
21,10X_NCI_M_A_zumi_umap.csv,5416,9,175.00363969802856
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,96.17538475990295
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,111.105952501297
24,10X_NCI_M_B_umitools_umap.csv,2628,7,100.05221390724182
25,10X_NCI_M_B_zumi_umap.csv,2805,7,98.99334788322449
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,51.14411926269531
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,53.58846974372864
28,C1_FDA_HT_A_rsem_umap.csv,197,3,52.459742069244385
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,52.01328492164612
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,52.55626058578491
31,C1_FDA_HT_B_rsem_umap.csv,231,4,51.41213583946228
32,C1_LLU_A_featureCounts_umap.csv,70,3,51.48664736747742
33,C1_LLU_A_kallisto_umap.csv,72,3,50.64328598976135
34,C1_LLU_A_rsem_umap.csv,71,3,53.14299154281616
35,C1_LLU_B_featureCounts_umap.csv,59,3,50.86735987663269
36,C1_LLU_B_kallisto_umap.csv,60,3,55.40190935134888
37,C1_LLU_B_rsem_umap.csv,60,3,49.33794379234314
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,58.23653531074524
39,ICELL8_PE_A_kallisto_umap.csv,570,5,57.59822750091553
40,ICELL8_PE_A_rsem_umap.csv,563,5,57.26586198806763
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,55.9117169380188
42,ICELL8_PE_B_kallisto_umap.csv,551,5,55.427297830581665
43,ICELL8_PE_B_rsem_umap.csv,548,4,58.270692586898804
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,56.81854200363159
45,ICELL8_SE_A_rsem_umap.csv,569,5,57.155338525772095
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,55.59148716926575
47,ICELL8_SE_B_rsem_umap.csv,549,5,55.7091646194458
