,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,56.6515691280365
1,ICELL8_SE_B_kallisto_umap.csv,553,5,56.10314083099365
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,102.9123432636261
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,100.80395412445068
4,10X_LLU_A_umitools_umap.csv,2476,7,94.16013956069946
5,10X_LLU_A_zumi_umap.csv,2825,7,106.38139510154724
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,70.07855010032654
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,70.38094735145569
8,10X_LLU_B_umitools_umap.csv,1184,6,67.903400182724
9,10X_LLU_B_zumi_umap.csv,1207,6,69.03558850288391
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,168.99520444869995
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,200.18002653121948
12,10X_NCI_A_umitools_umap.csv,5344,10,175.80515003204346
13,10X_NCI_A_zumi_umap.csv,5385,9,171.67575979232788
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,99.83655762672424
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,112.24773359298706
16,10X_NCI_B_umitools_umap.csv,2630,7,98.95412087440491
17,10X_NCI_B_zumi_umap.csv,2836,7,103.0278708934784
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,172.3877034187317
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,10,199.49783968925476
20,10X_NCI_M_A_umitools_umap.csv,5339,9,167.9921009540558
21,10X_NCI_M_A_zumi_umap.csv,5416,9,175.88762521743774
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,97.9796872138977
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,9,116.23979377746582
24,10X_NCI_M_B_umitools_umap.csv,2628,7,99.9042956829071
25,10X_NCI_M_B_zumi_umap.csv,2805,8,110.04543495178223
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,47.06057810783386
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,50.68335795402527
28,C1_FDA_HT_A_rsem_umap.csv,197,3,52.45126414299011
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,50.30757141113281
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,51.57047629356384
31,C1_FDA_HT_B_rsem_umap.csv,231,4,52.7129864692688
32,C1_LLU_A_featureCounts_umap.csv,70,3,50.5350444316864
33,C1_LLU_A_kallisto_umap.csv,72,3,49.334391355514526
34,C1_LLU_A_rsem_umap.csv,71,3,52.22013974189758
35,C1_LLU_B_featureCounts_umap.csv,59,3,50.33405518531799
36,C1_LLU_B_kallisto_umap.csv,60,3,52.62079071998596
37,C1_LLU_B_rsem_umap.csv,60,3,47.60499024391174
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,57.62756323814392
39,ICELL8_PE_A_kallisto_umap.csv,570,5,58.49638915061951
40,ICELL8_PE_A_rsem_umap.csv,563,5,56.25351643562317
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,53.75579380989075
42,ICELL8_PE_B_kallisto_umap.csv,551,5,57.243213415145874
43,ICELL8_PE_B_rsem_umap.csv,548,5,57.21239447593689
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,57.11108899116516
45,ICELL8_SE_A_rsem_umap.csv,569,5,57.49842381477356
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,56.35196328163147
47,ICELL8_SE_B_rsem_umap.csv,549,5,55.93882083892822
