,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,52.86073684692383
1,ICELL8_SE_B_kallisto_umap.csv,553,5,52.97593379020691
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,87.14611434936523
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,90.99654507637024
4,10X_LLU_A_umitools_umap.csv,2476,7,85.78528189659119
5,10X_LLU_A_zumi_umap.csv,2825,7,92.75366067886353
6,10X_LLU_B_cellranger2.0_umap.csv,1211,5,62.43770885467529
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,65.14251756668091
8,10X_LLU_B_umitools_umap.csv,1184,6,62.47848129272461
9,10X_LLU_B_zumi_umap.csv,1207,6,63.67519497871399
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,154.45434880256653
11,10X_NCI_A_cellranger3.1_umap.csv,6050,9,167.68100118637085
12,10X_NCI_A_umitools_umap.csv,5344,9,154.833477973938
13,10X_NCI_A_zumi_umap.csv,5385,9,156.31569981575012
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,88.97129225730896
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,100.52299094200134
16,10X_NCI_B_umitools_umap.csv,2630,7,88.82326006889343
17,10X_NCI_B_zumi_umap.csv,2836,7,93.5424497127533
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,154.28358912467957
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,171.6344392299652
20,10X_NCI_M_A_umitools_umap.csv,5339,10,164.25211143493652
21,10X_NCI_M_A_zumi_umap.csv,5416,9,153.10122418403625
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,89.77202725410461
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,101.0232253074646
24,10X_NCI_M_B_umitools_umap.csv,2628,7,90.10699462890625
25,10X_NCI_M_B_zumi_umap.csv,2805,7,91.87930226325989
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,45.06691002845764
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,48.803643465042114
28,C1_FDA_HT_A_rsem_umap.csv,197,3,49.002681493759155
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,46.950329542160034
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,46.80837869644165
31,C1_FDA_HT_B_rsem_umap.csv,231,4,49.05246329307556
32,C1_LLU_A_featureCounts_umap.csv,70,3,46.7461097240448
33,C1_LLU_A_kallisto_umap.csv,72,3,44.998510122299194
34,C1_LLU_A_rsem_umap.csv,71,3,48.7499258518219
35,C1_LLU_B_featureCounts_umap.csv,59,3,48.34756016731262
36,C1_LLU_B_kallisto_umap.csv,60,3,47.58134198188782
37,C1_LLU_B_rsem_umap.csv,60,3,45.15899658203125
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,53.75016450881958
39,ICELL8_PE_A_kallisto_umap.csv,570,5,51.899078369140625
40,ICELL8_PE_A_rsem_umap.csv,563,5,52.39057159423828
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,53.341840744018555
42,ICELL8_PE_B_kallisto_umap.csv,551,5,49.94993281364441
43,ICELL8_PE_B_rsem_umap.csv,548,4,52.545844316482544
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,52.19852900505066
45,ICELL8_SE_A_rsem_umap.csv,569,5,52.35385513305664
46,ICELL8_SE_B_featureCounts_umap.csv,550,5,52.88989210128784
47,ICELL8_SE_B_rsem_umap.csv,549,5,52.14590787887573
