ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	1	4	1
Cell2	1	7	4	1
Cell3	1	2	2	3
Cell4	1	4	2	3
Cell5	1	7	4	1
Cell6	1	10	2	3
Cell7	1	12	3	2
Cell8	1	5	1	4
Cell9	1	7	4	1
Cell10	1	5	1	4
Cell12	1	10	2	3
Cell13	1	4	2	3
Cell14	1	10	2	3
Cell15	1	8	3	2
Cell16	1	1	4	1
Cell17	1	1	4	1
Cell18	1	2	2	3
Cell19	1	2	2	3
Cell20	1	10	2	3
Cell21	1	2	2	3
Cell22	1	9	3	2
Cell23	1	3	1	4
Cell24	1	13	3	2
Cell25	1	8	3	2
Cell26	1	10	2	3
Cell28	1	5	1	4
Cell29	1	2	2	3
Cell30	1	7	4	1
Cell31	1	4	2	3
Cell32	1	8	3	2
Cell33	1	12	3	2
Cell34	1	13	3	2
Cell35	1	2	2	3
Cell37	1	1	4	1
Cell38	1	8	3	2
Cell39	1	2	2	3
Cell40	1	10	2	3
Cell41	1	1	4	1
Cell43	1	3	1	4
Cell44	1	1	4	1
Cell45	1	1	4	1
Cell46	1	4	2	3
Cell47	1	5	1	4
Cell48	1	1	4	1
Cell49	1	1	4	1
Cell50	1	3	1	4
Cell51	1	3	1	4
Cell52	1	11	1	4
Cell53	1	6	4	1
Cell54	1	6	4	1
Cell55	1	7	4	1
Cell56	1	12	3	2
Cell57	1	5	1	4
Cell58	1	3	1	4
Cell59	1	12	3	2
Cell60	1	5	1	4
Cell61	1	3	1	4
Cell62	1	4	2	3
Cell63	1	7	4	1
Cell64	1	10	2	3
Cell65	1	9	3	2
Cell66	1	12	3	2
Cell67	1	1	4	1
Cell68	1	2	2	3
Cell69	1	12	3	2
Cell70	1	5	1	4
Cell71	1	4	2	3
Cell72	1	13	3	2
Cell73	1	6	4	1
Cell74	1	11	1	4
Cell75	1	4	2	3
Cell76	1	3	1	4
Cell77	1	6	4	1
Cell78	1	3	1	4
Cell80	1	12	3	2
Cell82	1	7	4	1
Cell83	1	11	1	4
Cell84	1	10	2	3
Cell85	1	8	3	2
Cell86	1	7	4	1
Cell87	1	5	1	4
Cell88	1	1	4	1
Cell89	1	3	1	4
Cell90	1	2	2	3
Cell91	1	1	4	1
Cell92	1	7	4	1
Cell93	1	5	1	4
Cell95	1	5	1	4
Cell96	1	2	2	3
Cell97	1	1	4	1
Cell98	1	11	1	4
Cell99	1	9	3	2
Cell100	1	7	4	1
Cell101	1	1	4	1
Cell102	1	5	1	4
Cell103	1	8	3	2
Cell104	1	12	3	2
Cell106	1	10	2	3
Cell107	1	8	3	2
Cell108	1	2	2	3
Cell109	1	4	2	3
Cell110	1	12	3	2
Cell111	1	4	2	3
Cell112	1	10	2	3
Cell113	1	4	2	3
Cell114	1	13	3	2
Cell115	1	1	4	1
Cell116	1	3	1	4
Cell118	1	4	2	3
Cell119	1	6	4	1
Cell120	1	6	4	1
Cell121	1	13	3	2
Cell122	1	7	4	1
Cell123	1	4	2	3
Cell124	1	3	1	4
Cell126	1	7	4	1
Cell127	1	3	1	4
Cell128	1	9	3	2
Cell129	1	5	1	4
Cell130	1	1	4	1
Cell131	1	6	4	1
Cell132	1	7	4	1
Cell133	1	2	2	3
Cell135	1	5	1	4
Cell136	1	6	4	1
Cell137	1	7	4	1
Cell138	1	13	3	2
Cell139	1	8	3	2
Cell140	1	4	2	3
Cell141	1	4	2	3
Cell142	1	9	3	2
Cell143	1	9	3	2
Cell144	1	8	3	2
Cell145	1	4	2	3
Cell146	1	13	3	2
Cell147	1	4	2	3
Cell148	1	6	4	1
Cell149	1	7	4	1
Cell150	1	9	3	2
Cell151	1	11	1	4
Cell152	1	7	4	1
Cell153	1	11	1	4
Cell154	1	2	2	3
Cell155	1	12	3	2
Cell156	1	2	2	3
Cell157	1	10	2	3
Cell158	1	4	2	3
Cell159	1	13	3	2
Cell161	1	5	1	4
Cell162	1	8	3	2
Cell163	1	4	2	3
Cell164	1	1	4	1
Cell165	1	4	2	3
Cell166	1	5	1	4
Cell167	1	13	3	2
Cell168	1	9	3	2
Cell169	1	5	1	4
Cell170	1	4	2	3
Cell171	1	3	1	4
Cell172	1	5	1	4
Cell173	1	9	3	2
Cell174	1	12	3	2
Cell175	1	10	2	3
Cell176	1	6	4	1
Cell177	1	4	2	3
Cell178	1	5	1	4
Cell179	1	2	2	3
Cell180	1	4	2	3
Cell181	1	1	4	1
Cell182	1	1	4	1
Cell183	1	6	4	1
Cell184	1	12	3	2
Cell185	1	5	1	4
Cell186	1	5	1	4
Cell187	1	9	3	2
Cell188	1	9	3	2
Cell189	1	6	4	1
Cell190	1	13	3	2
Cell191	1	10	2	3
Cell192	1	6	4	1
Cell193	1	8	3	2
Cell194	1	1	4	1
Cell195	1	1	4	1
Cell196	1	7	4	1
Cell197	1	3	1	4
Cell198	1	3	1	4
Cell199	1	5	1	4
Cell200	1	12	3	2
Cell201	1	6	4	1
Cell202	1	4	2	3
Cell203	1	8	3	2
Cell204	1	9	3	2
Cell205	1	7	4	1
Cell206	1	4	2	3
Cell207	1	12	3	2
Cell208	1	8	3	2
Cell209	1	6	4	1
Cell210	1	3	1	4
Cell211	1	6	4	1
Cell212	1	2	2	3
Cell213	1	2	2	3
Cell214	1	1	4	1
Cell215	1	2	2	3
Cell216	1	3	1	4
Cell217	1	5	1	4
Cell218	1	6	4	1
Cell219	1	12	3	2
Cell220	1	6	4	1
Cell221	1	2	2	3
Cell222	1	2	2	3
Cell223	1	2	2	3
Cell224	1	1	4	1
Cell225	1	13	3	2
Cell226	1	11	1	4
Cell227	1	13	3	2
Cell228	1	5	1	4
Cell229	1	12	3	2
Cell230	1	13	3	2
Cell231	1	12	3	2
Cell232	1	5	1	4
Cell235	1	1	4	1
Cell236	1	8	3	2
Cell237	1	10	2	3
Cell238	1	6	4	1
Cell239	1	12	3	2
Cell240	1	1	4	1
Cell241	1	4	2	3
Cell242	1	4	2	3
Cell243	1	3	1	4
Cell244	1	10	2	3
Cell245	1	3	1	4
Cell246	1	12	3	2
Cell247	1	5	1	4
Cell248	1	9	3	2
Cell249	1	2	2	3
Cell250	1	7	4	1
Cell251	1	9	3	2
Cell252	1	7	4	1
Cell253	1	7	4	1
Cell254	1	14	1	4
Cell255	1	13	3	2
Cell256	1	10	2	3
Cell257	1	10	2	3
Cell258	1	2	2	3
Cell259	1	11	1	4
Cell260	1	8	3	2
Cell261	1	4	2	3
Cell262	1	5	1	4
Cell263	1	11	1	4
Cell264	1	6	4	1
Cell265	1	11	1	4
Cell266	1	6	4	1
Cell267	1	4	2	3
Cell268	1	1	4	1
Cell269	1	2	2	3
Cell270	1	2	2	3
Cell271	1	10	2	3
Cell272	1	11	1	4
Cell273	1	8	3	2
Cell274	1	6	4	1
Cell275	1	4	2	3
Cell276	1	4	2	3
Cell277	1	1	4	1
Cell278	1	3	1	4
Cell279	1	11	1	4
Cell280	1	6	4	1
Cell281	1	5	1	4
Cell282	1	2	2	3
Cell283	1	3	1	4
Cell284	1	9	3	2
