ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	9	2	1
Cell2	1	3	2	1
Cell3	1	5	1	2
Cell4	1	12	1	2
Cell5	1	3	2	1
Cell6	1	6	1	2
Cell7	1	6	1	2
Cell8	1	3	2	1
Cell9	1	4	2	1
Cell10	1	3	2	1
Cell12	1	2	1	2
Cell13	1	7	1	2
Cell14	1	5	1	2
Cell15	1	2	1	2
Cell16	1	14	2	1
Cell17	1	1	2	1
Cell18	1	2	1	2
Cell19	1	12	1	2
Cell20	1	11	1	2
Cell21	1	11	1	2
Cell22	1	2	1	2
Cell23	1	9	2	1
Cell24	1	2	1	2
Cell25	1	6	1	2
Cell26	1	2	1	2
Cell27	1	9	2	1
Cell28	1	3	2	1
Cell29	1	11	1	2
Cell30	1	1	2	1
Cell31	1	2	1	2
Cell32	1	12	1	2
Cell33	1	11	1	2
Cell34	1	7	1	2
Cell35	1	2	1	2
Cell37	1	9	2	1
Cell38	1	8	1	2
Cell39	1	7	1	2
Cell40	1	11	1	2
Cell41	1	4	2	1
Cell43	1	14	2	1
Cell44	1	1	2	1
Cell45	1	10	2	1
Cell46	1	8	1	2
Cell47	1	10	2	1
Cell48	1	3	2	1
Cell49	1	4	2	1
Cell50	1	3	2	1
Cell51	1	1	2	1
Cell52	1	1	2	1
Cell53	1	3	2	1
Cell54	1	4	2	1
Cell55	1	4	2	1
Cell56	1	8	1	2
Cell57	1	3	2	1
Cell58	1	9	2	1
Cell59	1	5	1	2
Cell60	1	9	2	1
Cell61	1	4	2	1
Cell62	1	5	1	2
Cell63	1	3	2	1
Cell64	1	6	1	2
Cell65	1	6	1	2
Cell66	1	6	1	2
Cell67	1	3	2	1
Cell68	1	5	1	2
Cell69	1	5	1	2
Cell70	1	4	2	1
Cell71	1	6	1	2
Cell72	1	5	1	2
Cell73	1	14	2	1
Cell74	1	14	2	1
Cell75	1	5	1	2
Cell76	1	9	2	1
Cell77	1	14	2	1
Cell78	1	9	2	1
Cell80	1	2	1	2
Cell82	1	9	2	1
Cell83	1	14	2	1
Cell84	1	11	1	2
Cell85	1	8	1	2
Cell86	1	14	2	1
Cell87	1	10	2	1
Cell88	1	1	2	1
Cell89	1	13	2	1
Cell90	1	8	1	2
Cell91	1	10	2	1
Cell92	1	9	2	1
Cell93	1	10	2	1
Cell95	1	3	2	1
Cell96	1	5	1	2
Cell97	1	1	2	1
Cell98	1	9	2	1
Cell99	1	5	1	2
Cell100	1	13	2	1
Cell101	1	9	2	1
Cell102	1	1	2	1
Cell103	1	8	1	2
Cell104	1	6	1	2
Cell105	1	9	2	1
Cell106	1	2	1	2
Cell107	1	2	1	2
Cell108	1	5	1	2
Cell109	1	2	1	2
Cell110	1	2	1	2
Cell111	1	8	1	2
Cell112	1	2	1	2
Cell113	1	11	1	2
Cell114	1	11	1	2
Cell115	1	10	2	1
Cell116	1	1	2	1
Cell118	1	5	1	2
Cell119	1	3	2	1
Cell120	1	9	2	1
Cell121	1	8	1	2
Cell122	1	4	2	1
Cell123	1	6	1	2
Cell124	1	14	2	1
Cell126	1	3	2	1
Cell127	1	10	2	1
Cell128	1	7	1	2
Cell129	1	9	2	1
Cell130	1	10	2	1
Cell131	1	13	2	1
Cell133	1	2	1	2
Cell135	1	4	2	1
Cell136	1	3	2	1
Cell137	1	3	2	1
Cell138	1	11	1	2
Cell139	1	5	1	2
Cell140	1	8	1	2
Cell141	1	8	1	2
Cell142	1	2	1	2
Cell143	1	12	1	2
Cell144	1	5	1	2
Cell145	1	8	1	2
Cell146	1	8	1	2
Cell147	1	8	1	2
Cell148	1	3	2	1
Cell149	1	1	2	1
Cell150	1	6	1	2
Cell151	1	3	2	1
Cell152	1	14	2	1
Cell153	1	13	2	1
Cell154	1	12	1	2
Cell155	1	6	1	2
