,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,59.357,30.955,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.323,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,61.165,35.356,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.375,0.426,0.709,0.462,0.748,0.854,13,7
2,953,8,72.029,43.059,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,82.371,59.810,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,113.387,85.538,0.555,0.623,0.744,0.525,0.605,0.747,0.556,0.625,0.747,0.527,0.513,0.730,0.482,0.409,0.704,20,17
5,951,64,173.857,139.919,0.304,0.146,0.516,0.301,0.142,0.512,0.374,0.179,0.526,0.349,0.102,0.384,0.352,0.059,0.289,15,8
6,1892,2,70.917,38.082,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.316,0.141,0.409,0.318,0.241,0.487,16,9
7,1896,4,72.870,45.599,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.337,0.363,0.676,0.333,0.578,0.782,16,9
8,1895,8,85.156,58.828,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.426,0.688,0.867,0.898,1.000,1.000,16,8
9,1898,16,110.658,84.086,0.867,0.842,0.950,0.838,0.963,0.971,0.838,0.964,0.971,0.837,0.963,0.971,0.851,0.926,0.967,16,15
10,1900,32,169.142,140.069,0.597,0.653,0.753,0.569,0.634,0.749,0.596,0.656,0.756,0.586,0.568,0.748,0.584,0.547,0.746,22,21
11,1902,64,284.973,243.857,0.362,0.250,0.524,0.334,0.250,0.516,0.400,0.271,0.530,0.383,0.182,0.464,0.354,0.137,0.430,22,16
12,2836,2,74.049,45.197,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.309,0.109,0.383,0.302,0.203,0.458,19,11
13,2841,4,85.893,54.450,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.329,0.305,0.643,0.343,0.457,0.724,20,12
14,2843,8,101.934,74.813,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.363,0.581,0.832,0.876,1.000,1.000,19,8
15,2841,16,144.130,112.773,0.850,0.925,0.962,0.816,0.905,0.953,0.849,0.971,0.974,0.848,0.972,0.975,0.848,0.971,0.974,16,16
16,2839,32,224.278,188.914,0.560,0.626,0.753,0.593,0.657,0.762,0.594,0.659,0.759,0.574,0.605,0.755,0.578,0.550,0.745,25,22
17,2845,64,401.116,347.732,0.359,0.280,0.514,0.314,0.262,0.503,0.411,0.308,0.521,0.396,0.212,0.483,0.347,0.157,0.453,26,19
18,3792,2,85.227,51.762,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.298,0.116,0.387,0.311,0.197,0.454,19,11
19,3798,4,95.896,65.970,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.318,0.286,0.634,0.331,0.451,0.723,21,12
20,3788,8,121.982,91.535,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.354,0.511,0.804,0.820,0.974,0.984,23,9
21,3783,16,178.373,142.722,0.815,0.861,0.940,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.966,0.971,0.828,0.966,0.971,16,16
22,3791,32,289.491,245.709,0.636,0.726,0.833,0.653,0.760,0.836,0.661,0.769,0.842,0.647,0.751,0.841,0.635,0.683,0.832,30,25
23,3792,64,517.966,449.894,0.391,0.304,0.534,0.357,0.296,0.524,0.430,0.337,0.543,0.398,0.245,0.516,0.388,0.194,0.494,29,21
24,4739,2,89.185,58.639,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.297,0.104,0.378,0.311,0.176,0.441,20,12
25,4742,4,108.730,75.075,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.298,0.249,0.613,0.331,0.426,0.709,24,13
26,4744,8,145.308,107.653,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.343,0.516,0.805,0.532,0.809,0.910,23,13
27,4744,16,210.451,170.129,0.842,0.917,0.968,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,349.170,296.439,0.657,0.740,0.828,0.628,0.739,0.827,0.671,0.783,0.842,0.679,0.750,0.839,0.651,0.689,0.831,28,25
29,4740,64,642.085,551.656,0.399,0.355,0.549,0.353,0.321,0.542,0.434,0.358,0.553,0.414,0.289,0.539,0.360,0.199,0.501,32,22
30,5697,2,100.295,65.881,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.286,0.092,0.365,0.312,0.148,0.419,23,14
31,5687,4,121.691,84.485,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.312,0.232,0.603,0.321,0.411,0.699,26,14
32,5690,8,160.841,126.638,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.319,0.486,0.790,0.530,0.807,0.909,26,13
33,5682,16,242.959,201.515,0.819,0.780,0.923,0.758,0.879,0.935,0.810,0.945,0.957,0.770,0.926,0.948,0.808,0.945,0.956,17,16
34,5691,32,407.987,349.056,0.640,0.750,0.822,0.623,0.733,0.813,0.636,0.746,0.819,0.626,0.744,0.822,0.613,0.662,0.807,30,25
35,5691,64,749.112,654.500,0.392,0.350,0.567,0.395,0.353,0.563,0.449,0.380,0.573,0.419,0.288,0.557,0.429,0.260,0.541,33,27
