,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,953,8,72.239,46.376,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
1,1895,8,94.189,67.866,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.421,0.706,0.876,0.898,1.000,1.000,15,8
2,2843,8,119.076,88.154,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.372,0.564,0.825,0.876,1.000,1.000,20,8
3,3788,8,139.647,108.557,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.366,0.507,0.803,0.820,0.974,0.984,23,9
4,4744,8,164.965,129.176,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.353,0.484,0.792,0.532,0.809,0.910,25,13
5,5690,8,191.943,150.671,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.329,0.491,0.794,0.530,0.807,0.909,25,13
6,6648,8,214.881,170.497,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.340,0.454,0.783,0.535,0.815,0.911,26,13
7,7598,8,239.313,190.253,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.347,0.457,0.781,0.472,0.752,0.891,27,14
8,8536,8,263.637,212.408,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.334,0.445,0.776,0.330,0.649,0.860,28,16
9,9497,8,288.894,230.488,0.875,1.000,1.000,0.875,1.000,1.000,0.875,1.000,1.000,0.343,0.448,0.779,0.337,0.608,0.842,27,18
