,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,59.850,31.503,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.329,0.172,0.439,0.366,0.313,0.535,12,7
1,953,4,61.122,34.807,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.357,0.440,0.720,0.462,0.748,0.854,12,7
2,953,8,67.758,42.464,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,78.748,56.228,0.843,0.972,0.977,0.789,0.901,0.954,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,114.152,85.373,0.512,0.610,0.744,0.543,0.622,0.747,0.547,0.614,0.744,0.525,0.515,0.733,0.482,0.409,0.704,20,17
5,951,64,174.976,140.658,0.310,0.137,0.513,0.281,0.133,0.502,0.372,0.165,0.522,0.350,0.101,0.383,0.352,0.059,0.289,15,8
6,1892,2,69.310,37.173,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.309,0.132,0.401,0.318,0.241,0.487,17,9
7,1896,4,73.160,45.562,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.309,0.362,0.675,0.333,0.578,0.782,16,9
8,1895,8,85.350,57.611,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.428,0.699,0.875,0.898,1.000,1.000,15,8
9,1898,16,111.165,85.398,0.838,0.965,0.972,0.838,0.964,0.971,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,166.698,136.919,0.600,0.659,0.759,0.587,0.662,0.757,0.591,0.652,0.751,0.580,0.566,0.751,0.584,0.547,0.746,22,21
11,1902,64,288.105,244.129,0.356,0.257,0.521,0.345,0.251,0.515,0.399,0.269,0.528,0.385,0.185,0.468,0.354,0.137,0.430,22,16
12,2836,2,74.198,44.516,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.296,0.115,0.387,0.302,0.203,0.458,19,11
13,2841,4,85.574,56.160,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.325,0.344,0.665,0.343,0.457,0.724,17,12
14,2843,8,104.405,73.627,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.367,0.585,0.833,0.876,1.000,1.000,19,8
15,2841,16,146.629,114.434,0.847,0.922,0.958,0.812,0.904,0.953,0.849,0.971,0.974,0.848,0.972,0.975,0.848,0.971,0.974,16,16
16,2839,32,229.426,189.672,0.580,0.623,0.752,0.578,0.643,0.754,0.600,0.657,0.758,0.588,0.598,0.756,0.578,0.550,0.745,26,22
17,2845,64,406.650,350.972,0.363,0.288,0.511,0.309,0.253,0.507,0.412,0.307,0.523,0.393,0.204,0.480,0.347,0.157,0.453,25,19
18,3792,2,86.672,52.631,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.274,0.104,0.376,0.311,0.197,0.454,21,11
19,3798,4,100.690,66.068,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.319,0.258,0.622,0.331,0.451,0.723,22,12
20,3788,8,128.499,98.786,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.361,0.536,0.812,0.820,0.974,0.984,22,9
21,3783,16,175.797,140.371,0.850,0.911,0.959,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.966,0.971,0.828,0.966,0.971,16,16
22,3791,32,284.855,245.827,0.648,0.754,0.841,0.650,0.754,0.837,0.662,0.773,0.844,0.648,0.753,0.843,0.635,0.683,0.832,30,25
23,3792,64,519.404,453.883,0.361,0.312,0.534,0.362,0.302,0.532,0.422,0.329,0.540,0.406,0.267,0.525,0.388,0.194,0.494,32,21
24,4739,2,94.794,57.509,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.294,0.102,0.375,0.311,0.176,0.441,21,12
25,4742,4,109.834,74.392,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.311,0.260,0.620,0.331,0.426,0.709,23,13
26,4744,8,141.839,105.971,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.354,0.484,0.792,0.532,0.809,0.910,25,13
27,4744,16,204.975,172.394,0.850,0.974,0.979,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,345.748,299.208,0.660,0.765,0.841,0.657,0.760,0.835,0.666,0.778,0.841,0.674,0.733,0.838,0.651,0.689,0.831,27,25
29,4740,64,637.450,556.523,0.399,0.346,0.548,0.358,0.332,0.543,0.434,0.358,0.555,0.409,0.285,0.537,0.360,0.199,0.501,32,22
30,5697,2,105.795,64.149,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.297,0.086,0.358,0.312,0.148,0.419,25,14
31,5687,4,121.695,81.858,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.308,0.238,0.607,0.321,0.411,0.699,25,14
32,5690,8,164.671,121.887,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.324,0.506,0.800,0.530,0.807,0.909,24,13
33,5682,16,241.879,197.434,0.810,0.946,0.957,0.810,0.946,0.957,0.810,0.945,0.957,0.770,0.927,0.948,0.808,0.945,0.956,17,16
34,5691,32,408.548,352.518,0.624,0.717,0.812,0.637,0.743,0.817,0.638,0.748,0.819,0.625,0.738,0.820,0.613,0.662,0.807,30,25
35,5691,64,760.287,662.169,0.399,0.357,0.564,0.372,0.335,0.557,0.445,0.378,0.572,0.425,0.293,0.558,0.429,0.260,0.541,33,27
36,6653,2,110.983,70.617,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.280,0.087,0.359,0.319,0.148,0.418,25,14
37,6643,4,133.037,92.285,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.309,0.238,0.607,0.337,0.400,0.697,25,14
38,6648,8,175.611,138.616,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.346,0.489,0.796,0.535,0.815,0.911,24,13
39,6645,16,276.768,227.382,0.802,0.854,0.913,0.776,0.872,0.907,0.777,0.873,0.908,0.698,0.831,0.888,0.774,0.876,0.910,19,16
40,6640,32,470.175,406.076,0.669,0.757,0.842,0.660,0.770,0.843,0.676,0.776,0.842,0.670,0.766,0.840,0.677,0.747,0.845,31,28
41,6643,64,877.592,769.155,0.410,0.364,0.573,0.361,0.337,0.564,0.445,0.387,0.582,0.417,0.311,0.568,0.404,0.232,0.539,35,26
42,7600,2,116.816,77.496,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.295,0.083,0.355,0.303,0.135,0.405,26,16
43,7602,4,143.521,104.375,0.877,1.000,1.000,0.877,1.000,1.000,0.877,1.000,1.000,0.302,0.238,0.608,0.328,0.352,0.672,25,16
44,7598,8,198.101,155.423,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.316,0.499,0.795,0.472,0.752,0.891,25,14
45,7601,16,304.055,256.042,0.847,0.922,0.969,0.816,0.965,0.973,0.816,0.965,0.973,0.752,0.931,0.958,0.816,0.963,0.972,18,16
46,7602,32,532.977,464.073,0.673,0.716,0.791,0.656,0.715,0.787,0.663,0.718,0.788,0.657,0.704,0.793,0.653,0.650,0.794,29,25
47,7596,64,1005.808,872.544,0.401,0.345,0.547,0.376,0.331,0.548,0.449,0.368,0.552,0.404,0.295,0.545,0.404,0.239,0.526,35,26
48,8560,2,128.620,83.194,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.282,0.074,0.345,0.285,0.128,0.398,29,17
49,8550,4,155.703,111.725,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.300,0.221,0.597,0.332,0.374,0.683,27,15
50,8536,8,219.992,172.657,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.337,0.447,0.777,0.330,0.649,0.860,28,16
51,8541,16,340.220,286.382,0.870,0.984,0.985,0.870,0.984,0.985,0.870,0.985,0.985,0.739,0.917,0.956,0.870,0.984,0.985,20,16
52,8548,32,593.353,517.259,0.667,0.746,0.836,0.648,0.769,0.836,0.675,0.784,0.841,0.660,0.768,0.840,0.648,0.726,0.839,30,28
53,8540,64,1124.890,979.055,0.416,0.358,0.564,0.356,0.344,0.565,0.446,0.375,0.572,0.427,0.309,0.567,0.429,0.256,0.558,34,27
54,9488,2,136.738,95.246,0.867,1.000,1.000,0.867,1.000,1.000,0.867,1.000,1.000,0.297,0.075,0.345,0.294,0.133,0.404,29,16
55,9500,4,174.848,124.775,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.285,0.212,0.592,0.305,0.339,0.660,28,18
56,9497,8,238.488,187.608,0.875,1.000,1.000,0.875,1.000,1.000,0.875,1.000,1.000,0.335,0.420,0.768,0.337,0.608,0.842,29,18
57,9498,16,378.075,314.596,0.849,0.962,0.969,0.849,0.963,0.970,0.849,0.963,0.970,0.616,0.841,0.920,0.849,0.964,0.970,23,16
58,9499,32,655.043,570.117,0.662,0.753,0.824,0.679,0.766,0.826,0.675,0.770,0.828,0.670,0.759,0.830,0.663,0.749,0.829,29,28
59,9505,64,1227.971,1094.338,0.446,0.422,0.612,0.405,0.391,0.616,0.492,0.453,0.619,0.458,0.371,0.616,0.436,0.294,0.608,39,31
