,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,953,8,62.481,41.010,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
1,1895,8,82.557,55.778,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.426,0.688,0.867,0.898,1.000,1.000,16,8
2,2843,8,100.111,72.225,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.373,0.565,0.825,0.876,1.000,1.000,20,8
3,3788,8,119.091,88.368,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.357,0.526,0.810,0.820,0.974,0.984,22,9
4,4744,8,136.388,105.268,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.355,0.520,0.805,0.532,0.809,0.910,23,13
5,5690,8,156.385,123.693,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.326,0.492,0.794,0.530,0.807,0.909,25,13
6,6648,8,172.379,137.351,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.352,0.465,0.788,0.535,0.815,0.911,25,13
7,7598,8,198.721,150.349,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.330,0.446,0.776,0.472,0.752,0.891,28,14
8,8536,8,212.119,165.199,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.352,0.461,0.785,0.330,0.649,0.860,26,16
9,9497,8,229.034,192.990,0.875,1.000,1.000,0.875,1.000,1.000,0.875,1.000,1.000,0.340,0.446,0.779,0.337,0.608,0.842,27,18
