,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,53.202,27.855,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.334,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,56.084,30.751,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.359,0.447,0.721,0.462,0.748,0.854,12,7
2,953,8,60.431,37.818,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,70.720,51.311,0.843,0.974,0.979,0.785,0.903,0.954,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,98.355,76.839,0.541,0.604,0.741,0.542,0.617,0.743,0.549,0.624,0.747,0.524,0.512,0.731,0.482,0.409,0.704,20,17
5,951,64,156.141,126.475,0.321,0.121,0.502,0.292,0.137,0.503,0.371,0.167,0.522,0.352,0.101,0.382,0.352,0.059,0.289,15,8
6,1892,2,60.194,33.667,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.307,0.130,0.399,0.318,0.241,0.487,17,9
7,1896,4,64.762,41.246,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.313,0.363,0.676,0.333,0.578,0.782,16,9
8,1895,8,75.971,53.532,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.421,0.706,0.876,0.898,1.000,1.000,15,8
9,1898,16,99.684,76.226,0.850,0.929,0.970,0.838,0.963,0.971,0.838,0.963,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,150.643,124.870,0.586,0.644,0.752,0.573,0.636,0.748,0.585,0.650,0.753,0.584,0.566,0.748,0.584,0.547,0.746,22,21
11,1902,64,259.774,221.464,0.345,0.264,0.525,0.321,0.236,0.514,0.398,0.277,0.533,0.374,0.187,0.465,0.354,0.137,0.430,22,16
12,2836,2,67.328,40.296,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.300,0.106,0.379,0.302,0.203,0.458,20,11
13,2841,4,76.431,50.345,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.332,0.319,0.654,0.343,0.457,0.724,18,12
14,2843,8,93.470,67.561,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.369,0.564,0.825,0.876,1.000,1.000,20,8
15,2841,16,130.710,104.328,0.847,0.922,0.958,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.970,0.974,0.848,0.971,0.974,16,16
16,2839,32,209.549,175.046,0.592,0.645,0.753,0.582,0.656,0.757,0.586,0.646,0.756,0.585,0.615,0.753,0.578,0.550,0.745,26,22
17,2845,64,362.212,312.675,0.375,0.295,0.511,0.342,0.284,0.510,0.415,0.309,0.522,0.377,0.200,0.480,0.347,0.157,0.453,25,19
18,3792,2,74.945,45.720,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.281,0.114,0.386,0.311,0.197,0.454,19,11
19,3798,4,87.237,58.501,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.310,0.276,0.630,0.331,0.451,0.723,21,12
20,3788,8,110.746,82.008,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.357,0.512,0.804,0.820,0.974,0.984,23,9
21,3783,16,158.641,127.844,0.850,0.911,0.959,0.828,0.964,0.970,0.828,0.964,0.970,0.826,0.963,0.968,0.828,0.966,0.971,16,16
22,3791,32,258.713,220.308,0.656,0.764,0.843,0.643,0.757,0.838,0.663,0.769,0.841,0.652,0.773,0.846,0.635,0.683,0.832,31,25
23,3792,64,465.453,404.506,0.392,0.325,0.538,0.366,0.304,0.531,0.416,0.329,0.540,0.409,0.260,0.522,0.388,0.194,0.494,30,21
24,4739,2,82.007,51.766,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.289,0.098,0.371,0.311,0.176,0.441,22,12
