,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,63.198,32.393,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.331,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,66.190,36.916,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.378,0.425,0.708,0.462,0.748,0.854,13,7
2,953,8,71.729,46.189,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,86.860,61.529,0.818,0.788,0.933,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,120.182,96.076,0.563,0.627,0.749,0.533,0.604,0.742,0.544,0.599,0.741,0.527,0.512,0.730,0.482,0.409,0.704,20,17
5,951,64,194.709,156.846,0.321,0.152,0.517,0.300,0.154,0.512,0.371,0.149,0.517,0.352,0.100,0.385,0.352,0.059,0.289,15,8
6,1892,2,74.444,40.906,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.307,0.147,0.415,0.318,0.241,0.487,15,9
7,1896,4,77.766,50.625,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.314,0.360,0.676,0.333,0.578,0.782,16,9
8,1895,8,96.442,66.353,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.407,0.710,0.877,0.898,1.000,1.000,15,8
9,1898,16,122.830,97.961,0.850,0.928,0.968,0.816,0.911,0.961,0.838,0.964,0.971,0.835,0.961,0.970,0.851,0.926,0.967,16,15
10,1900,32,192.767,158.571,0.594,0.662,0.760,0.583,0.652,0.755,0.587,0.660,0.757,0.582,0.564,0.751,0.584,0.547,0.746,22,21
11,1902,64,331.474,285.493,0.352,0.248,0.522,0.325,0.251,0.520,0.394,0.269,0.531,0.363,0.177,0.463,0.354,0.137,0.430,22,16
12,2836,2,82.338,49.312,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.304,0.105,0.378,0.302,0.203,0.458,20,11
13,2841,4,96.256,61.536,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.334,0.321,0.655,0.343,0.457,0.724,18,12
14,2843,8,117.129,86.702,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.368,0.564,0.825,0.876,1.000,1.000,20,8
15,2841,16,158.119,131.262,0.848,0.869,0.949,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,257.078,220.179,0.589,0.642,0.751,0.574,0.643,0.751,0.574,0.638,0.751,0.589,0.598,0.756,0.578,0.550,0.745,26,22
17,2845,64,464.224,404.023,0.376,0.300,0.516,0.334,0.269,0.507,0.416,0.318,0.524,0.393,0.198,0.478,0.347,0.157,0.453,25,19
18,3792,2,91.925,56.388,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.290,0.093,0.366,0.311,0.197,0.454,23,11
19,3798,4,108.877,71.320,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.309,0.275,0.627,0.331,0.451,0.723,22,12
20,3788,8,141.465,104.107,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.358,0.517,0.805,0.820,0.974,0.984,23,9
21,3783,16,197.680,163.969,0.850,0.911,0.959,0.828,0.965,0.970,0.828,0.964,0.970,0.825,0.964,0.969,0.828,0.966,0.971,16,16
22,3791,32,326.301,281.240,0.645,0.734,0.834,0.655,0.770,0.841,0.662,0.773,0.843,0.654,0.773,0.846,0.635,0.683,0.832,31,25
23,3792,64,590.811,528.282,0.390,0.325,0.535,0.342,0.286,0.525,0.423,0.334,0.542,0.397,0.255,0.523,0.388,0.194,0.494,30,21
24,4739,2,96.056,62.221,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.289,0.098,0.371,0.311,0.176,0.441,22,12
25,4742,4,121.155,81.963,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.311,0.256,0.619,0.331,0.426,0.709,23,13
26,4744,8,157.617,120.142,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.354,0.483,0.792,0.532,0.809,0.910,25,13
27,4744,16,234.626,197.428,0.850,0.975,0.979,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,392.566,349.426,0.669,0.776,0.840,0.678,0.775,0.841,0.668,0.777,0.840,0.680,0.757,0.842,0.651,0.689,0.831,28,25
29,4740,64,727.344,638.554,0.381,0.328,0.548,0.375,0.340,0.546,0.428,0.362,0.554,0.416,0.283,0.536,0.360,0.199,0.501,32,22
30,5697,2,105.519,72.071,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.277,0.087,0.359,0.312,0.148,0.419,25,14
31,5687,4,135.319,96.821,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.307,0.245,0.609,0.321,0.411,0.699,25,14
32,5690,8,180.072,140.313,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.337,0.463,0.785,0.530,0.807,0.909,26,13
33,5682,16,282.053,228.745,0.811,0.773,0.920,0.810,0.946,0.957,0.810,0.945,0.957,0.769,0.927,0.948,0.808,0.945,0.956,17,16
34,5691,32,463.993,405.165,0.636,0.739,0.819,0.620,0.742,0.818,0.636,0.744,0.817,0.627,0.739,0.820,0.613,0.662,0.807,30,25
35,5691,64,862.626,759.312,0.403,0.340,0.562,0.385,0.342,0.560,0.449,0.380,0.574,0.422,0.293,0.554,0.429,0.260,0.541,33,27
36,6653,2,119.853,81.038,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.279,0.083,0.355,0.319,0.148,0.418,26,14
37,6643,4,148.385,105.988,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.313,0.228,0.604,0.337,0.400,0.697,25,14
38,6648,8,205.917,163.405,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.350,0.489,0.796,0.535,0.815,0.911,24,13
39,6645,16,310.085,260.169,0.819,0.841,0.910,0.777,0.873,0.908,0.776,0.872,0.907,0.698,0.835,0.889,0.774,0.876,0.910,19,16
40,6640,32,531.740,464.631,0.667,0.750,0.837,0.660,0.780,0.846,0.676,0.776,0.842,0.678,0.767,0.844,0.677,0.747,0.845,30,28
41,6643,64,1018.212,883.713,0.421,0.370,0.575,0.384,0.347,0.571,0.443,0.383,0.579,0.417,0.312,0.569,0.404,0.232,0.539,35,26
42,7600,2,125.352,87.001,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.276,0.082,0.354,0.303,0.135,0.405,26,16
43,7602,4,165.718,115.958,0.877,1.000,1.000,0.877,1.000,1.000,0.877,1.000,1.000,0.292,0.222,0.596,0.328,0.352,0.672,28,16
44,7598,8,224.088,177.502,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.339,0.452,0.780,0.472,0.752,0.891,27,14
