,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,953,8,63.479,40.074,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
1,1895,8,81.581,54.575,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.408,0.709,0.877,0.898,1.000,1.000,15,8
2,2843,8,96.160,69.832,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.370,0.567,0.826,0.876,1.000,1.000,20,8
3,3788,8,113.550,84.966,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.367,0.514,0.804,0.820,0.974,0.984,23,9
4,4744,8,134.431,99.839,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.349,0.489,0.793,0.532,0.809,0.910,25,13
5,5690,8,152.316,115.332,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.331,0.470,0.786,0.530,0.807,0.909,26,13
6,6648,8,170.615,130.120,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.342,0.472,0.787,0.535,0.815,0.911,26,13
7,7598,8,189.293,146.309,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.328,0.474,0.787,0.472,0.752,0.891,26,14
8,8536,8,207.159,166.555,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.340,0.434,0.772,0.330,0.649,0.860,29,16
9,9497,8,226.997,178.846,0.875,1.000,1.000,0.875,1.000,1.000,0.875,1.000,1.000,0.347,0.448,0.779,0.337,0.608,0.842,27,18
