ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	2	7	1
Cell2	1	1	10	16
Cell3	1	6	12	7
Cell4	1	16	6	9
Cell5	1	5	8	14
Cell6	1	6	12	7
Cell7	1	4	15	5
Cell8	1	7	12	13
Cell9	1	15	14	15
Cell10	1	7	12	13
Cell11	1	4	15	5
Cell12	1	11	11	8
Cell13	1	6	12	7
Cell14	1	11	11	8
Cell15	1	8	16	3
Cell16	1	11	11	15
Cell17	1	2	7	1
Cell18	1	11	11	8
Cell19	1	16	6	9
Cell20	1	9	3	6
Cell21	1	11	11	8
Cell22	1	4	15	5
Cell23	1	14	2	10
Cell24	1	8	16	3
Cell25	1	4	15	5
Cell26	1	16	5	9
Cell27	1	14	2	10
Cell28	1	3	13	12
Cell29	1	9	3	6
Cell30	1	11	1	15
Cell31	1	11	11	8
Cell32	1	4	15	5
Cell33	1	8	16	3
Cell34	1	8	16	3
Cell35	1	11	11	8
Cell36	1	12	4	2
Cell37	1	15	14	15
Cell38	1	8	16	3
Cell39	1	9	3	6
Cell40	1	11	11	8
Cell41	1	5	8	14
Cell42	1	16	6	9
Cell43	1	7	12	13
Cell44	1	1	10	16
Cell45	1	5	8	14
Cell46	1	16	5	9
Cell47	1	10	9	11
Cell48	1	2	7	1
Cell49	1	5	8	14
Cell50	1	14	2	10
Cell51	1	3	13	12
Cell52	1	10	9	11
Cell53	1	1	10	16
Cell54	1	15	14	15
Cell55	1	1	10	16
Cell56	1	4	15	5
Cell57	1	3	13	12
Cell58	1	10	9	11
Cell59	1	8	16	3
Cell60	1	10	9	11
Cell61	1	7	12	13
Cell62	1	11	1	8
Cell63	1	5	8	14
Cell64	1	9	3	6
Cell65	1	8	16	3
Cell66	1	13	13	4
Cell67	1	15	14	15
Cell68	1	11	11	8
Cell69	1	12	4	2
Cell70	1	7	12	13
Cell71	1	16	6	9
Cell72	1	4	15	5
Cell73	1	11	1	15
Cell74	1	10	9	11
Cell75	1	6	12	7
Cell76	1	10	9	11
Cell77	1	1	10	16
Cell78	1	14	2	10
Cell79	1	4	15	5
Cell80	1	4	15	5
Cell81	1	10	9	11
Cell82	1	5	8	14
Cell83	1	3	13	12
Cell84	1	9	3	6
Cell85	1	4	15	5
Cell86	1	1	10	16
Cell88	1	5	8	14
Cell89	1	14	2	10
Cell90	1	11	11	8
Cell92	1	2	7	1
Cell93	1	10	9	11
Cell94	1	1	10	16
Cell95	1	7	12	13
Cell96	1	11	11	8
Cell97	1	1	10	16
Cell98	1	11	11	11
Cell99	1	13	13	4
Cell100	1	1	10	16
Cell101	1	1	10	16
Cell102	1	3	13	12
Cell103	1	8	16	3
Cell104	1	13	13	4
Cell105	1	15	14	15
Cell106	1	9	3	6
Cell108	1	6	12	7
Cell109	1	9	3	6
Cell111	1	6	12	7
Cell112	1	9	3	6
Cell113	1	16	5	9
Cell114	1	14	2	2
Cell115	1	1	10	16
Cell116	1	3	13	12
Cell117	1	6	12	7
Cell118	1	6	12	7
Cell119	1	15	14	15
Cell120	1	2	7	15
Cell121	1	4	15	5
Cell122	1	15	14	15
Cell123	1	9	3	6
Cell124	1	14	2	10
Cell125	1	3	13	12
Cell126	1	2	7	1
Cell127	1	3	13	12
Cell128	1	13	13	4
Cell129	1	10	9	11
Cell131	1	2	7	1
Cell132	1	1	10	16
Cell133	1	6	12	7
Cell134	1	2	7	1
Cell135	1	14	2	10
Cell137	1	1	10	16
Cell138	1	12	4	2
Cell139	1	4	15	5
Cell140	1	6	12	7
Cell141	1	16	6	9
Cell142	1	13	13	4
Cell143	1	12	4	2
Cell144	1	12	4	2
Cell145	1	9	3	6
Cell146	1	4	15	5
Cell147	1	9	3	6
Cell148	1	1	10	16
Cell149	1	2	7	1
Cell150	1	13	13	4
Cell151	1	7	12	13
Cell152	1	1	10	16
Cell153	1	10	9	11
Cell154	1	11	11	8
Cell155	1	12	4	2
Cell156	1	9	3	6
Cell157	1	6	12	7
Cell158	1	16	5	9
Cell159	1	8	16	3
Cell160	1	3	13	12
Cell161	1	3	13	12
Cell162	1	4	15	5
Cell163	1	6	12	7
Cell164	1	15	14	15
Cell165	1	11	11	8
Cell166	1	14	2	10
Cell167	1	4	15	5
Cell168	1	8	16	3
Cell169	1	14	2	10
Cell170	1	16	6	9
Cell172	1	14	2	10
Cell173	1	4	15	5
Cell174	1	12	4	2
Cell175	1	11	11	8
Cell176	1	15	14	15
Cell177	1	9	3	6
Cell178	1	10	9	11
Cell179	1	9	3	6
Cell180	1	6	12	7
Cell181	1	15	14	15
Cell182	1	1	10	16
Cell183	1	15	14	15
Cell184	1	8	16	3
Cell185	1	7	12	13
Cell186	1	7	12	13
Cell187	1	8	16	3
Cell188	1	12	4	2
Cell189	1	1	10	16
Cell190	1	13	13	4
Cell191	1	16	5	9
Cell192	1	5	8	14
Cell193	1	4	15	5
Cell194	1	15	14	15
Cell196	1	2	7	1
Cell197	1	14	2	10
Cell198	1	3	13	12
Cell199	1	10	9	11
Cell200	1	13	13	4
Cell201	1	5	8	14
Cell202	1	6	12	7
Cell203	1	13	13	4
Cell204	1	4	15	5
Cell205	1	5	8	14
Cell206	1	11	11	8
Cell207	1	8	16	3
Cell208	1	4	15	5
Cell209	1	15	14	15
Cell210	1	7	12	13
Cell211	1	5	8	14
Cell212	1	11	1	8
Cell214	1	5	8	14
Cell215	1	9	3	6
Cell216	1	10	9	11
Cell217	1	3	13	12
Cell218	1	15	14	15
Cell219	1	4	15	5
Cell220	1	2	7	1
Cell221	1	11	1	8
Cell222	1	9	3	6
Cell223	1	11	11	8
Cell225	1	12	4	2
Cell226	1	14	2	10
Cell227	1	4	15	5
Cell228	1	3	13	12
Cell229	1	13	13	4
Cell230	1	8	16	3
Cell231	1	12	4	2
Cell232	1	7	12	13
Cell233	1	11	1	8
Cell234	1	8	16	3
Cell235	1	15	14	15
Cell236	1	8	16	3
Cell237	1	11	1	8
Cell238	1	15	14	15
Cell239	1	12	4	2
Cell240	1	15	14	15
Cell241	1	9	3	6
Cell242	1	6	12	7
Cell243	1	10	9	11
Cell244	1	6	12	7
Cell245	1	14	2	10
Cell246	1	12	4	2
Cell247	1	3	13	12
Cell248	1	8	16	3
Cell249	1	9	3	6
Cell250	1	15	14	15
Cell251	1	4	15	5
Cell252	1	15	1	15
Cell253	1	5	8	14
Cell254	1	10	9	11
Cell255	1	13	13	4
Cell256	1	11	1	8
Cell257	1	6	12	7
Cell258	1	6	12	7
Cell259	1	7	12	13
Cell260	1	4	15	5
Cell261	1	11	1	8
Cell262	1	7	12	13
Cell263	1	7	12	13
Cell264	1	1	10	16
Cell265	1	7	12	13
Cell266	1	5	8	14
Cell267	1	11	11	8
Cell268	1	1	10	16
Cell269	1	11	1	8
Cell270	1	16	6	9
Cell271	1	16	6	9
Cell272	1	3	13	12
Cell273	1	4	15	5
Cell274	1	5	8	14
Cell275	1	16	5	9
Cell277	1	1	10	16
Cell278	1	7	12	13
Cell279	1	7	12	13
Cell280	1	15	14	15
Cell281	1	10	9	11
Cell282	1	6	12	7
Cell283	1	14	2	10
Cell284	1	8	16	3
Cell285	1	3	13	12
Cell286	1	2	7	1
Cell287	1	5	8	14
Cell289	1	3	13	12
Cell290	1	2	7	1
Cell292	1	3	13	12
Cell293	1	5	8	14
Cell294	1	5	8	14
Cell295	1	3	13	12
Cell296	1	6	12	7
Cell297	1	13	13	4
Cell298	1	13	13	4
Cell299	1	13	13	4
Cell300	1	11	11	8
Cell301	1	2	7	1
Cell302	1	4	15	5
Cell303	1	9	3	6
Cell304	1	8	16	3
Cell305	1	4	15	5
Cell306	1	7	12	13
Cell307	1	5	8	14
Cell308	1	2	7	1
Cell309	1	3	13	12
Cell310	1	10	9	11
Cell311	1	12	4	2
Cell312	1	1	10	16
Cell313	1	7	12	13
Cell314	1	6	12	7
Cell315	1	7	12	13
Cell316	1	12	4	2
Cell317	1	7	12	13
Cell318	1	3	13	12
Cell319	1	16	6	9
Cell320	1	5	8	14
Cell321	1	4	15	5
Cell322	1	2	7	1
Cell323	1	2	7	1
Cell324	1	7	12	13
Cell325	1	15	14	15
Cell326	1	2	7	1
Cell327	1	1	10	16
Cell328	1	2	7	1
Cell329	1	4	15	5
Cell330	1	14	2	10
Cell331	1	2	7	1
Cell332	1	7	12	13
Cell333	1	1	10	16
Cell334	1	7	12	13
Cell335	1	10	9	11
Cell336	1	5	8	14
Cell337	1	1	10	16
Cell338	1	15	14	15
Cell339	1	11	1	8
Cell340	1	2	7	1
Cell341	1	1	10	16
Cell343	1	7	12	13
