ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	4	8	32
Cell2	1	1	10	31
Cell3	1	20	31	13
Cell4	1	1	24	16
Cell5	1	14	3	26
Cell6	1	20	31	13
Cell7	1	16	19	8
Cell8	1	7	14	25
Cell9	1	2	5	29
Cell10	1	7	14	25
Cell11	1	16	19	8
Cell12	1	1	10	15
Cell13	1	20	31	13
Cell14	1	2	20	15
Cell15	1	21	30	5
Cell16	1	15	5	29
Cell17	1	4	8	32
Cell18	1	1	24	15
Cell19	1	22	10	17
Cell20	1	10	27	11
Cell21	1	14	3	15
Cell22	1	13	16	9
Cell23	1	18	6	18
Cell24	1	21	32	5
Cell25	1	13	16	9
Cell26	1	22	14	17
Cell27	1	18	6	18
Cell28	1	5	7	23
Cell29	1	2	21	11
Cell30	1	2	5	29
Cell31	1	12	25	15
Cell32	1	16	19	8
Cell33	1	21	30	5
Cell34	1	17	15	4
Cell35	1	5	18	14
Cell36	1	15	11	2
Cell37	1	10	27	28
Cell38	1	17	15	4
Cell39	1	1	19	11
Cell40	1	24	18	14
Cell41	1	2	2	27
Cell42	1	4	9	16
Cell43	1	2	20	24
Cell44	1	2	5	31
Cell45	1	14	3	26
Cell46	1	4	8	16
Cell47	1	8	29	21
Cell48	1	3	4	1
Cell49	1	4	8	27
Cell50	1	18	13	18
Cell51	1	5	23	23
Cell52	1	3	4	20
Cell53	1	1	10	31
Cell54	1	10	27	28
Cell55	1	9	12	30
Cell56	1	13	16	9
Cell57	1	5	7	23
Cell58	1	3	4	20
Cell59	1	17	15	4
Cell60	1	3	7	20
Cell61	1	7	14	25
Cell62	1	24	18	14
Cell63	1	14	3	26
Cell64	1	1	24	10
Cell65	1	17	15	4
Cell66	1	25	23	6
Cell67	1	10	27	28
Cell68	1	1	24	15
Cell69	1	6	22	3
Cell70	1	17	15	24
Cell71	1	2	2	16
Cell72	1	16	19	8
Cell73	1	10	27	28
Cell74	1	3	4	20
Cell75	1	20	31	13
Cell76	1	8	29	21
Cell77	1	9	12	30
Cell78	1	23	7	19
Cell79	1	16	19	8
Cell80	1	13	16	9
Cell81	1	3	4	20
Cell82	1	4	9	27
Cell83	1	11	17	22
Cell84	1	1	24	10
Cell85	1	13	16	9
Cell86	1	9	12	30
Cell88	1	4	8	27
Cell89	1	23	7	19
Cell90	1	24	18	14
Cell92	1	3	4	1
Cell93	1	3	4	20
Cell94	1	1	10	31
Cell95	1	9	12	24
Cell96	1	24	18	14
Cell97	1	1	10	31
Cell98	1	8	29	21
Cell99	1	25	23	6
Cell100	1	1	10	31
Cell101	1	1	10	31
Cell102	1	11	17	22
Cell103	1	21	30	5
