,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,211.04219007492065
1,ICELL8_SE_B_kallisto_umap.csv,553,5,231.5763967037201
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,1035.8717181682587
3,10X_LLU_A_cellranger3.1_umap.csv,2825,8,1282.035826921463
4,10X_LLU_A_umitools_umap.csv,2476,7,1028.2845103740692
5,10X_LLU_A_zumi_umap.csv,2825,7,1168.9249091148376
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,489.23489475250244
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,529.3690145015717
8,10X_LLU_B_umitools_umap.csv,1184,6,479.59277868270874
9,10X_LLU_B_zumi_umap.csv,1207,6,484.5746650695801
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,2600.797886133194
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,3203.424081325531
12,10X_NCI_A_umitools_umap.csv,5344,9,2593.2664697170258
13,10X_NCI_A_zumi_umap.csv,5385,9,2617.9405052661896
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1065.830643415451
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1370.3166568279266
16,10X_NCI_B_umitools_umap.csv,2630,8,1187.684826850891
17,10X_NCI_B_zumi_umap.csv,2836,7,1163.1352944374084
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,2621.742604970932
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,2979.5587866306305
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2618.1385872364044
21,10X_NCI_M_A_zumi_umap.csv,5416,9,2656.995549440384
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1068.7743835449219
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1381.2261190414429
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1085.4443163871765
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1158.9861481189728
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,104.53425121307373
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,108.4002161026001
28,C1_FDA_HT_A_rsem_umap.csv,197,3,107.57288336753845
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,124.15521621704102
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,122.98720788955688
31,C1_FDA_HT_B_rsem_umap.csv,231,4,124.90447545051575
32,C1_LLU_A_featureCounts_umap.csv,70,3,79.95940327644348
33,C1_LLU_A_kallisto_umap.csv,72,3,79.94690251350403
34,C1_LLU_A_rsem_umap.csv,71,3,79.41802620887756
35,C1_LLU_B_featureCounts_umap.csv,59,3,78.19811582565308
36,C1_LLU_B_kallisto_umap.csv,60,3,78.29497957229614
37,C1_LLU_B_rsem_umap.csv,60,3,76.33492136001587
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,237.5387785434723
39,ICELL8_PE_A_kallisto_umap.csv,570,5,236.18108892440796
40,ICELL8_PE_A_rsem_umap.csv,563,5,232.76335978507996
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,203.71584701538086
42,ICELL8_PE_B_kallisto_umap.csv,551,5,230.37145686149597
43,ICELL8_PE_B_rsem_umap.csv,548,4,204.04060292243958
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,210.75752997398376
45,ICELL8_SE_A_rsem_umap.csv,569,5,236.86983466148376
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,206.75689888000488
47,ICELL8_SE_B_rsem_umap.csv,549,5,230.56895995140076
