,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,212.14067125320435
1,ICELL8_SE_B_kallisto_umap.csv,553,5,237.49193620681763
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,1034.621819972992
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1167.511934518814
4,10X_LLU_A_umitools_umap.csv,2476,8,1132.4834632873535
5,10X_LLU_A_zumi_umap.csv,2825,8,1295.1179082393646
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,490.0461218357086
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,532.1753730773926
8,10X_LLU_B_umitools_umap.csv,1184,6,482.8186044692993
9,10X_LLU_B_zumi_umap.csv,1207,6,485.44326519966125
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,2628.760005235672
11,10X_NCI_A_cellranger3.1_umap.csv,6050,9,2982.6632103919983
12,10X_NCI_A_umitools_umap.csv,5344,9,2722.3671958446503
13,10X_NCI_A_zumi_umap.csv,5385,9,2658.117398262024
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1080.3407022953033
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1387.2486155033112
16,10X_NCI_B_umitools_umap.csv,2630,7,1100.6310448646545
17,10X_NCI_B_zumi_umap.csv,2836,7,1184.0050029754639
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,8,2377.462203979492
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,10,3246.1500809192657
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2626.007805109024
21,10X_NCI_M_A_zumi_umap.csv,5416,8,2428.374467611313
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1082.6813807487488
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1385.86754155159
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1091.9111773967743
25,10X_NCI_M_B_zumi_umap.csv,2805,8,1292.0461971759796
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,105.2523045539856
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,108.12173414230347
28,C1_FDA_HT_A_rsem_umap.csv,197,3,111.08418297767639
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,126.67312836647034
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,126.54142785072327
31,C1_FDA_HT_B_rsem_umap.csv,231,4,127.61223649978638
32,C1_LLU_A_featureCounts_umap.csv,70,3,83.85708284378052
33,C1_LLU_A_kallisto_umap.csv,72,3,85.1987566947937
34,C1_LLU_A_rsem_umap.csv,71,3,84.88510346412659
35,C1_LLU_B_featureCounts_umap.csv,59,3,79.99565744400024
36,C1_LLU_B_kallisto_umap.csv,60,3,83.46553921699524
37,C1_LLU_B_rsem_umap.csv,60,3,76.624844789505
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,242.95002436637878
39,ICELL8_PE_A_kallisto_umap.csv,570,5,241.3627414703369
40,ICELL8_PE_A_rsem_umap.csv,563,5,233.25476360321045
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,202.57091903686523
42,ICELL8_PE_B_kallisto_umap.csv,551,4,204.9512128829956
43,ICELL8_PE_B_rsem_umap.csv,548,4,201.80576157569885
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,207.22852659225464
45,ICELL8_SE_A_rsem_umap.csv,569,5,231.89197301864624
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,203.86103415489197
47,ICELL8_SE_B_rsem_umap.csv,549,5,225.67841053009033
