,Benchmark,Instance #,Cluster #,mo-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,59.09723162651062
1,ICELL8_SE_B_kallisto_umap.csv,553,5,59.038973569869995
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,102.39401626586914
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,107.54976153373718
4,10X_LLU_A_umitools_umap.csv,2476,7,100.91559982299805
5,10X_LLU_A_zumi_umap.csv,2825,7,107.22026944160461
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,71.83498048782349
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,74.097172498703
8,10X_LLU_B_umitools_umap.csv,1184,6,72.01182007789612
9,10X_LLU_B_zumi_umap.csv,1207,6,71.3648955821991
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,181.32372212409973
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,211.38428497314453
12,10X_NCI_A_umitools_umap.csv,5344,9,182.06649684906006
13,10X_NCI_A_zumi_umap.csv,5385,10,194.37246417999268
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,103.469722032547
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,117.8901903629303
16,10X_NCI_B_umitools_umap.csv,2630,8,108.29661273956299
17,10X_NCI_B_zumi_umap.csv,2836,7,107.59586453437805
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,182.65227150917053
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,10,211.6079752445221
20,10X_NCI_M_A_umitools_umap.csv,5339,9,179.07107067108154
21,10X_NCI_M_A_zumi_umap.csv,5416,9,180.50879955291748
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,103.60850644111633
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,113.88546943664551
24,10X_NCI_M_B_umitools_umap.csv,2628,7,104.18579959869385
25,10X_NCI_M_B_zumi_umap.csv,2805,8,111.35480093955994
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,49.20027780532837
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,53.789430141448975
28,C1_FDA_HT_A_rsem_umap.csv,197,3,51.52069306373596
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,50.90036630630493
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,53.89976406097412
31,C1_FDA_HT_B_rsem_umap.csv,231,4,52.76776719093323
32,C1_LLU_A_featureCounts_umap.csv,70,3,53.41910433769226
33,C1_LLU_A_kallisto_umap.csv,72,3,50.859816789627075
34,C1_LLU_A_rsem_umap.csv,71,3,53.704219818115234
35,C1_LLU_B_featureCounts_umap.csv,59,3,51.45826578140259
36,C1_LLU_B_kallisto_umap.csv,60,3,53.00239968299866
37,C1_LLU_B_rsem_umap.csv,60,3,47.02299404144287
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,57.824774503707886
39,ICELL8_PE_A_kallisto_umap.csv,570,5,58.19397592544556
40,ICELL8_PE_A_rsem_umap.csv,563,5,58.60114574432373
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,59.339566230773926
42,ICELL8_PE_B_kallisto_umap.csv,551,4,57.96245765686035
43,ICELL8_PE_B_rsem_umap.csv,548,4,58.93987035751343
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,57.80651497840881
45,ICELL8_SE_A_rsem_umap.csv,569,5,61.24738001823425
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,59.25177478790283
47,ICELL8_SE_B_rsem_umap.csv,549,5,58.94248962402344
