,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,140.821,101.093,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.338,0.172,0.439,0.366,0.313,0.535,12,7
1,953,4,181.566,142.071,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.383,0.417,0.707,0.462,0.748,0.854,13,7
2,953,8,265.362,223.657,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,426.447,379.592,0.825,0.934,0.972,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,746.555,683.312,0.557,0.619,0.746,0.542,0.619,0.747,0.554,0.626,0.745,0.529,0.516,0.733,0.482,0.409,0.704,20,17
5,951,64,1386.521,1291.241,0.328,0.143,0.515,0.278,0.149,0.508,0.379,0.172,0.525,0.351,0.101,0.382,0.352,0.059,0.289,15,8
6,1892,2,228.709,176.413,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.320,0.133,0.404,0.318,0.241,0.487,16,9
7,1896,4,309.399,257.090,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.302,0.331,0.662,0.333,0.578,0.782,17,9
8,1895,8,473.091,415.995,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.432,0.681,0.866,0.898,1.000,1.000,16,8
9,1898,16,794.112,717.989,0.867,0.840,0.949,0.821,0.909,0.960,0.838,0.964,0.971,0.837,0.962,0.970,0.851,0.926,0.967,16,15
10,1900,32,1426.483,1323.920,0.555,0.596,0.743,0.564,0.640,0.752,0.598,0.653,0.752,0.585,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,2689.787,2525.998,0.358,0.256,0.524,0.301,0.246,0.520,0.395,0.268,0.531,0.378,0.186,0.468,0.354,0.137,0.430,22,16
12,2836,2,312.199,251.919,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.325,0.114,0.389,0.302,0.203,0.458,18,11
13,2841,4,438.959,371.732,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.329,0.331,0.662,0.343,0.457,0.724,17,12
14,2843,8,689.635,615.824,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.366,0.561,0.824,0.876,1.000,1.000,20,8
15,2841,16,1166.280,1064.370,0.844,0.916,0.956,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,2092.826,1950.495,0.595,0.647,0.756,0.592,0.655,0.756,0.598,0.656,0.757,0.586,0.616,0.758,0.578,0.550,0.745,26,22
17,2845,64,3980.961,3736.960,0.368,0.279,0.508,0.340,0.278,0.506,0.418,0.321,0.524,0.396,0.198,0.477,0.347,0.157,0.453,25,19
18,3792,2,406.111,334.714,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.315,0.104,0.376,0.311,0.197,0.454,21,11
19,3798,4,580.925,494.560,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.300,0.267,0.622,0.331,0.451,0.723,23,12
20,3788,8,914.772,813.030,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.367,0.527,0.810,0.820,0.974,0.984,22,9
21,3783,16,1541.804,1416.658,0.850,0.910,0.958,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
