,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,140.345,101.533,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.336,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,179.640,141.722,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.356,0.441,0.720,0.462,0.748,0.854,12,7
2,953,8,261.407,220.498,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,422.110,375.900,0.818,0.788,0.933,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,737.850,677.346,0.555,0.612,0.744,0.535,0.610,0.748,0.541,0.620,0.749,0.525,0.513,0.731,0.482,0.409,0.704,20,17
5,951,64,1363.681,1274.058,0.330,0.147,0.511,0.281,0.144,0.510,0.371,0.152,0.517,0.341,0.105,0.391,0.352,0.059,0.289,16,8
6,1892,2,225.810,172.731,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.313,0.142,0.409,0.318,0.241,0.487,16,9
7,1896,4,303.954,252.169,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.341,0.338,0.664,0.333,0.578,0.782,17,9
8,1895,8,464.227,406.386,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.344,0.653,0.861,0.898,1.000,1.000,16,8
9,1898,16,778.938,705.820,0.867,0.841,0.950,0.838,0.964,0.972,0.838,0.963,0.971,0.835,0.960,0.972,0.851,0.926,0.967,16,15
10,1900,32,1397.608,1297.018,0.589,0.638,0.751,0.557,0.620,0.744,0.588,0.664,0.759,0.586,0.569,0.749,0.584,0.547,0.746,22,21
11,1902,64,2648.209,2470.863,0.356,0.260,0.523,0.315,0.238,0.521,0.398,0.273,0.529,0.381,0.183,0.467,0.354,0.137,0.430,22,16
12,2836,2,307.881,245.725,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.278,0.112,0.382,0.302,0.203,0.458,20,11
13,2841,4,431.415,364.047,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.332,0.330,0.661,0.343,0.457,0.724,17,12
14,2843,8,675.921,596.199,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.353,0.606,0.841,0.876,1.000,1.000,18,8
15,2841,16,1137.912,1035.441,0.845,0.921,0.957,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.970,0.974,0.848,0.971,0.974,16,16
16,2839,32,2048.309,1902.445,0.593,0.648,0.757,0.579,0.638,0.749,0.599,0.657,0.757,0.575,0.576,0.749,0.578,0.550,0.745,24,22
17,2845,64,3899.482,3663.707,0.370,0.307,0.514,0.335,0.279,0.509,0.419,0.319,0.521,0.391,0.208,0.485,0.347,0.157,0.453,26,19
18,3792,2,400.964,331.127,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.292,0.114,0.386,0.311,0.197,0.454,19,11
19,3798,4,575.694,491.600,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.328,0.284,0.636,0.331,0.451,0.723,20,12
20,3788,8,905.498,808.795,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.353,0.524,0.806,0.820,0.974,0.984,23,9
21,3783,16,1531.688,1400.986,0.850,0.910,0.958,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.966,0.971,0.828,0.966,0.971,16,16
22,3791,32,2777.272,2583.711,0.647,0.733,0.834,0.646,0.754,0.838,0.662,0.777,0.845,0.652,0.772,0.846,0.635,0.683,0.832,31,25
23,3792,64,5220.050,4850.921,0.223,0.158,0.481,0.370,0.294,0.527,0.419,0.327,0.539,0.406,0.245,0.518,0.388,0.194,0.494,29,21
24,4739,2,483.303,396.396,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.295,0.101,0.374,0.311,0.176,0.441,21,12
25,4742,4,693.074,589.990,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.309,0.250,0.616,0.331,0.426,0.709,23,13
26,4744,8,1096.924,979.345,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.358,0.478,0.788,0.532,0.809,0.910,26,13
27,4744,16,1864.745,1707.649,0.841,0.915,0.967,0.801,0.895,0.956,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,3387.625,3148.747,0.665,0.772,0.839,0.663,0.766,0.837,0.673,0.779,0.839,0.682,0.754,0.842,0.651,0.689,0.831,28,25
29,4740,64,6454.632,6063.285,0.396,0.338,0.544,0.355,0.330,0.542,0.436,0.373,0.557,0.419,0.284,0.538,0.360,0.199,0.501,32,22
30,5697,2,575.228,475.730,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.296,0.096,0.369,0.312,0.148,0.419,22,14
