,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,177.852,128.185,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.316,0.196,0.455,0.366,0.313,0.535,11,7
1,953,4,229.439,177.668,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.375,0.415,0.706,0.462,0.748,0.854,13,7
2,953,8,331.897,277.920,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,529.929,469.173,0.825,0.925,0.963,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,926.754,845.570,0.544,0.624,0.744,0.534,0.613,0.741,0.547,0.615,0.742,0.526,0.516,0.734,0.482,0.409,0.704,20,17
5,951,64,1703.287,1586.710,0.326,0.157,0.519,0.293,0.143,0.511,0.370,0.164,0.522,0.336,0.105,0.394,0.352,0.059,0.289,16,8
6,1892,2,288.168,219.612,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.313,0.139,0.407,0.318,0.241,0.487,16,9
7,1896,4,385.957,318.830,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.315,0.354,0.673,0.333,0.578,0.782,16,9
8,1895,8,588.737,512.574,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.407,0.710,0.877,0.898,1.000,1.000,15,8
9,1898,16,981.246,885.704,0.867,0.840,0.949,0.815,0.911,0.961,0.838,0.965,0.972,0.837,0.962,0.970,0.851,0.926,0.967,16,15
10,1900,32,1755.979,1612.434,0.574,0.656,0.758,0.586,0.659,0.757,0.593,0.659,0.757,0.585,0.568,0.750,0.584,0.547,0.746,22,21
11,1902,64,3291.428,3066.594,0.347,0.237,0.517,0.310,0.235,0.515,0.393,0.270,0.526,0.383,0.190,0.467,0.354,0.137,0.430,22,16
12,2836,2,393.605,311.903,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.307,0.104,0.378,0.302,0.203,0.458,20,11
13,2841,4,549.852,462.389,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.325,0.326,0.660,0.343,0.457,0.724,17,12
14,2843,8,857.144,752.928,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.364,0.586,0.833,0.876,1.000,1.000,19,8
15,2841,16,1432.359,1303.738,0.850,0.924,0.962,0.817,0.908,0.954,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,2558.705,2363.100,0.594,0.640,0.753,0.567,0.632,0.749,0.596,0.661,0.761,0.587,0.614,0.757,0.578,0.550,0.745,26,22
17,2845,64,4838.492,4526.323,0.347,0.277,0.509,0.357,0.293,0.510,0.421,0.313,0.523,0.391,0.204,0.482,0.347,0.157,0.453,25,19
18,3792,2,508.614,407.856,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.265,0.100,0.372,0.311,0.197,0.454,22,11
19,3798,4,716.956,604.230,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.300,0.273,0.626,0.331,0.451,0.723,22,12
20,3788,8,1120.292,992.575,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.367,0.531,0.811,0.820,0.974,0.984,22,9
21,3783,16,1886.477,1707.572,0.850,0.910,0.958,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.966,0.971,0.828,0.966,0.971,16,16
22,3791,32,3386.698,3133.719,0.646,0.769,0.846,0.651,0.774,0.846,0.662,0.770,0.843,0.653,0.770,0.844,0.635,0.683,0.832,31,25
23,3792,64,6442.830,6005.639,0.338,0.255,0.517,0.346,0.305,0.530,0.428,0.340,0.543,0.393,0.251,0.523,0.388,0.194,0.494,30,21
24,4739,2,620.378,506.788,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.288,0.103,0.375,0.311,0.176,0.441,21,12
25,4742,4,885.306,753.374,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.305,0.274,0.628,0.331,0.426,0.709,22,13
26,4744,8,1382.906,1233.554,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.346,0.535,0.809,0.532,0.809,0.910,23,13
27,4744,16,2351.563,2132.546,0.840,0.915,0.965,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,4213.797,3898.665,0.678,0.780,0.844,0.638,0.744,0.828,0.666,0.777,0.841,0.679,0.750,0.840,0.651,0.689,0.831,28,25
29,4740,64,8024.484,7486.967,0.372,0.326,0.550,0.358,0.322,0.541,0.439,0.371,0.556,0.389,0.272,0.538,0.360,0.199,0.501,32,22
30,5697,2,739.577,605.973,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.288,0.088,0.361,0.312,0.148,0.419,24,14
31,5687,4,1052.014,897.810,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.297,0.229,0.599,0.321,0.411,0.699,27,14
32,5690,8,1667.784,1467.276,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.344,0.452,0.780,0.530,0.807,0.909,27,13
33,5682,16,2783.519,2532.272,0.812,0.774,0.920,0.810,0.946,0.957,0.810,0.945,0.957,0.770,0.927,0.948,0.808,0.945,0.956,17,16
34,5691,32,5034.471,4652.681,0.627,0.711,0.812,0.626,0.739,0.816,0.640,0.752,0.820,0.625,0.741,0.820,0.613,0.662,0.807,30,25
35,5691,64,9576.579,8998.051,0.417,0.354,0.561,0.388,0.343,0.556,0.451,0.380,0.573,0.416,0.282,0.552,0.429,0.260,0.541,31,27
36,6653,2,859.160,708.207,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.271,0.085,0.356,0.319,0.148,0.418,26,14
37,6643,4,1217.227,1040.688,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.319,0.234,0.606,0.337,0.400,0.697,25,14
38,6648,8,1913.105,1702.698,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.338,0.483,0.794,0.535,0.815,0.911,24,13
39,6645,16,3236.415,2952.902,0.804,0.854,0.913,0.760,0.841,0.897,0.776,0.872,0.907,0.768,0.868,0.902,0.774,0.876,0.910,17,16
40,6640,32,5858.367,5430.481,0.652,0.680,0.825,0.675,0.770,0.841,0.675,0.777,0.843,0.675,0.764,0.844,0.677,0.747,0.845,30,28
41,6643,64,11166.812,10468.439,0.404,0.363,0.575,0.360,0.337,0.564,0.443,0.381,0.576,0.409,0.309,0.566,0.404,0.232,0.539,35,26
42,7600,2,973.870,806.824,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.281,0.086,0.358,0.303,0.135,0.405,25,16
43,7602,4,1383.964,1193.187,0.877,1.000,1.000,0.877,1.000,1.000,0.877,1.000,1.000,0.309,0.232,0.603,0.328,0.352,0.672,26,16
44,7598,8,2186.113,1939.231,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.324,0.455,0.778,0.472,0.752,0.891,28,14
45,7601,16,3700.572,3359.389,0.854,0.868,0.955,0.808,0.905,0.961,0.816,0.965,0.973,0.732,0.915,0.950,0.816,0.963,0.972,19,16
46,7602,32,6696.700,6209.962,0.661,0.708,0.790,0.650,0.708,0.788,0.656,0.713,0.788,0.649,0.696,0.791,0.653,0.650,0.794,29,25
47,7596,64,12754.678,11959.165,0.404,0.350,0.548,0.382,0.312,0.544,0.451,0.371,0.554,0.415,0.288,0.547,0.404,0.239,0.526,34,26
48,8560,2,1092.387,902.244,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.283,0.071,0.341,0.285,0.128,0.398,30,17
49,8550,4,1534.273,1322.446,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.295,0.228,0.602,0.332,0.374,0.683,26,15
50,8536,8,2430.353,2165.646,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.341,0.442,0.776,0.330,0.649,0.860,28,16
51,8541,16,4136.330,3761.403,0.870,0.984,0.985,0.870,0.985,0.985,0.870,0.985,0.985,0.730,0.916,0.956,0.870,0.984,0.985,20,16
52,8548,32,7520.315,6964.270,0.627,0.650,0.821,0.666,0.772,0.839,0.678,0.788,0.843,0.655,0.766,0.840,0.648,0.726,0.839,30,28
53,8540,64,14324.808,13443.543,0.406,0.354,0.564,0.394,0.346,0.564,0.452,0.381,0.572,0.431,0.309,0.569,0.429,0.256,0.558,34,27
54,9488,2,1202.666,1000.168,0.867,1.000,1.000,0.867,1.000,1.000,0.867,1.000,1.000,0.282,0.073,0.343,0.294,0.133,0.404,30,16
