,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,143.581,103.125,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.354,0.185,0.450,0.366,0.313,0.535,11,7
1,953,4,183.975,143.367,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.351,0.439,0.719,0.462,0.748,0.854,12,7
2,953,8,269.343,226.377,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,430.021,382.652,0.815,0.925,0.965,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,751.791,689.193,0.545,0.620,0.746,0.516,0.595,0.746,0.554,0.630,0.747,0.527,0.514,0.731,0.482,0.409,0.704,20,17
5,951,64,1397.654,1297.937,0.345,0.162,0.520,0.317,0.169,0.516,0.368,0.164,0.524,0.353,0.100,0.384,0.352,0.059,0.289,15,8
6,1892,2,231.274,177.258,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.322,0.128,0.399,0.318,0.241,0.487,17,9
7,1896,4,311.044,258.377,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.347,0.329,0.657,0.333,0.578,0.782,18,9
8,1895,8,478.388,419.123,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.426,0.688,0.867,0.898,1.000,1.000,16,8
9,1898,16,800.486,723.091,0.867,0.840,0.949,0.838,0.963,0.971,0.838,0.964,0.971,0.834,0.960,0.969,0.851,0.926,0.967,16,15
10,1900,32,1427.606,1320.993,0.512,0.510,0.715,0.568,0.645,0.753,0.583,0.644,0.752,0.585,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,2694.354,2514.546,0.355,0.261,0.519,0.331,0.251,0.517,0.393,0.272,0.528,0.370,0.175,0.459,0.354,0.137,0.430,21,16
12,2836,2,316.052,252.966,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.297,0.118,0.391,0.302,0.203,0.458,18,11
13,2841,4,445.841,375.376,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.320,0.319,0.654,0.343,0.457,0.724,18,12
14,2843,8,696.102,612.008,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.366,0.565,0.825,0.876,1.000,1.000,20,8
15,2841,16,1172.102,1066.156,0.849,0.969,0.973,0.816,0.905,0.953,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,2091.194,1936.108,0.597,0.647,0.754,0.568,0.636,0.750,0.587,0.642,0.753,0.574,0.604,0.755,0.578,0.550,0.745,25,22
17,2845,64,4001.488,3723.324,0.358,0.288,0.516,0.353,0.282,0.507,0.418,0.312,0.521,0.389,0.212,0.480,0.347,0.157,0.453,26,19
18,3792,2,406.982,332.388,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.251,0.109,0.381,0.311,0.197,0.454,20,11
19,3798,4,578.529,491.396,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.312,0.275,0.630,0.331,0.451,0.723,21,12
20,3788,8,914.818,808.922,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.363,0.505,0.802,0.820,0.974,0.984,23,9
21,3783,16,1542.007,1408.628,0.850,0.911,0.959,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
22,3791,32,2788.566,2575.737,0.650,0.734,0.837,0.650,0.752,0.837,0.662,0.777,0.845,0.652,0.769,0.844,0.635,0.683,0.832,31,25
23,3792,64,5297.112,4942.106,0.388,0.311,0.534,0.332,0.289,0.530,0.426,0.335,0.540,0.414,0.252,0.519,0.388,0.194,0.494,29,21
24,4739,2,498.742,409.534,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.290,0.096,0.369,0.311,0.176,0.441,22,12
25,4742,4,716.578,607.032,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.316,0.269,0.626,0.331,0.426,0.709,22,13
26,4744,8,1132.082,1005.533,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.350,0.513,0.801,0.532,0.809,0.910,24,13
27,4744,16,1908.959,1748.708,0.842,0.915,0.966,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,3447.962,3210.572,0.684,0.765,0.839,0.658,0.766,0.835,0.676,0.782,0.841,0.682,0.752,0.840,0.651,0.689,0.831,28,25
29,4740,64,6575.625,6174.367,0.388,0.325,0.546,0.373,0.323,0.540,0.432,0.353,0.551,0.402,0.283,0.538,0.360,0.199,0.501,32,22
30,5697,2,593.021,486.845,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.290,0.097,0.370,0.312,0.148,0.419,22,14
31,5687,4,847.652,727.625,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.279,0.237,0.604,0.321,0.411,0.699,26,14
32,5690,8,1348.786,1195.511,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.336,0.473,0.787,0.530,0.807,0.909,26,13
33,5682,16,2282.188,2080.952,0.810,0.947,0.958,0.774,0.882,0.945,0.810,0.945,0.957,0.807,0.943,0.954,0.808,0.945,0.956,16,16
34,5691,32,4126.707,3834.383,0.633,0.736,0.818,0.626,0.737,0.816,0.624,0.737,0.817,0.624,0.738,0.819,0.613,0.662,0.807,30,25
35,5691,64,7911.035,7374.978,0.373,0.347,0.564,0.399,0.355,0.564,0.444,0.373,0.571,0.418,0.287,0.555,0.429,0.260,0.541,33,27
36,6653,2,688.460,567.447,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.288,0.085,0.357,0.319,0.148,0.418,25,14
37,6643,4,988.368,849.445,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.304,0.240,0.610,0.337,0.400,0.697,24,14
38,6648,8,1564.265,1390.277,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.347,0.488,0.796,0.535,0.815,0.911,24,13
39,6645,16,2644.541,2427.459,0.790,0.842,0.909,0.776,0.872,0.907,0.776,0.872,0.907,0.687,0.825,0.883,0.774,0.876,0.910,19,16
40,6640,32,4814.608,4493.214,0.683,0.769,0.843,0.668,0.768,0.838,0.679,0.777,0.843,0.677,0.763,0.843,0.677,0.747,0.845,30,28
41,6643,64,9184.549,8599.253,0.391,0.351,0.569,0.381,0.341,0.565,0.443,0.388,0.580,0.426,0.312,0.566,0.404,0.232,0.539,35,26
