,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,60.205,29.396,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.339,0.188,0.451,0.366,0.313,0.535,11,7
1,953,4,59.474,34.279,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.357,0.440,0.720,0.462,0.748,0.854,12,7
2,953,8,65.136,41.420,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,76.542,53.999,0.818,0.788,0.933,0.786,0.904,0.954,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,105.431,85.497,0.559,0.626,0.748,0.539,0.609,0.738,0.546,0.617,0.744,0.528,0.515,0.732,0.482,0.409,0.704,20,17
5,951,64,170.123,137.095,0.328,0.133,0.510,0.298,0.160,0.515,0.372,0.170,0.521,0.342,0.107,0.392,0.352,0.059,0.289,16,8
6,1892,2,69.901,35.620,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.310,0.131,0.401,0.318,0.241,0.487,17,9
7,1896,4,71.579,43.918,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.352,0.411,0.705,0.333,0.578,0.782,13,9
8,1895,8,84.153,57.647,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.425,0.694,0.868,0.898,1.000,1.000,16,8
9,1898,16,106.777,83.261,0.866,0.841,0.949,0.813,0.909,0.960,0.838,0.963,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,163.827,134.494,0.547,0.623,0.748,0.589,0.654,0.755,0.586,0.653,0.756,0.587,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,277.464,236.280,0.374,0.254,0.518,0.327,0.254,0.520,0.394,0.266,0.529,0.381,0.178,0.464,0.354,0.137,0.430,22,16
12,2836,2,74.982,44.254,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.300,0.118,0.391,0.302,0.203,0.458,18,11
13,2841,4,78.050,52.699,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.337,0.319,0.654,0.343,0.457,0.724,18,12
14,2843,8,104.046,72.360,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.362,0.607,0.842,0.876,1.000,1.000,18,8
15,2841,16,137.828,110.184,0.848,0.921,0.959,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,219.140,184.439,0.589,0.634,0.749,0.590,0.649,0.757,0.580,0.653,0.758,0.583,0.595,0.751,0.578,0.550,0.745,25,22
17,2845,64,384.311,333.502,0.381,0.285,0.513,0.349,0.272,0.502,0.408,0.305,0.521,0.391,0.207,0.482,0.347,0.157,0.453,26,19
18,3792,2,84.607,50.596,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.277,0.105,0.379,0.311,0.197,0.454,20,11
19,3798,4,95.567,67.263,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.290,0.288,0.634,0.331,0.451,0.723,21,12
20,3788,8,120.272,89.515,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.362,0.534,0.812,0.820,0.974,0.984,22,9
21,3783,16,173.152,136.059,0.850,0.911,0.959,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
22,3791,32,277.951,234.615,0.654,0.719,0.831,0.656,0.766,0.841,0.663,0.769,0.842,0.654,0.771,0.845,0.635,0.683,0.832,31,25
23,3792,64,496.746,432.200,0.368,0.299,0.534,0.388,0.318,0.532,0.422,0.328,0.542,0.400,0.251,0.521,0.388,0.194,0.494,29,21
24,4739,2,91.697,55.201,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.292,0.103,0.375,0.311,0.176,0.441,21,12
25,4742,4,109.348,71.265,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.304,0.271,0.629,0.331,0.426,0.709,21,13
26,4744,8,135.570,104.123,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.359,0.503,0.799,0.532,0.809,0.910,24,13
27,4744,16,203.484,166.433,0.841,0.917,0.968,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,332.885,286.779,0.665,0.736,0.829,0.646,0.769,0.836,0.671,0.780,0.842,0.682,0.754,0.842,0.651,0.689,0.831,28,25
29,4740,64,612.338,533.877,0.395,0.348,0.547,0.368,0.338,0.546,0.433,0.359,0.553,0.411,0.283,0.534,0.360,0.199,0.501,32,22
30,5697,2,99.697,61.515,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.299,0.095,0.367,0.312,0.148,0.419,23,14
31,5687,4,113.098,81.249,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.308,0.235,0.604,0.321,0.411,0.699,26,14
32,5690,8,155.546,121.194,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.337,0.473,0.787,0.530,0.807,0.909,26,13
33,5682,16,232.421,191.711,0.810,0.947,0.958,0.810,0.946,0.957,0.810,0.945,0.957,0.808,0.944,0.955,0.808,0.945,0.956,16,16
34,5691,32,393.754,337.830,0.637,0.734,0.817,0.611,0.721,0.809,0.640,0.746,0.817,0.625,0.741,0.820,0.613,0.662,0.807,30,25
35,5691,64,719.999,630.177,0.394,0.338,0.560,0.382,0.345,0.560,0.448,0.380,0.574,0.429,0.292,0.558,0.429,0.260,0.541,33,27
36,6653,2,101.639,67.407,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.277,0.072,0.342,0.319,0.148,0.418,30,14
37,6643,4,129.549,88.838,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.320,0.229,0.602,0.337,0.400,0.697,26,14
38,6648,8,175.930,136.229,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.344,0.476,0.790,0.535,0.815,0.911,25,13
39,6645,16,266.612,219.642,0.818,0.841,0.911,0.776,0.872,0.907,0.776,0.872,0.907,0.704,0.838,0.895,0.774,0.876,0.910,18,16
40,6640,32,454.143,386.890,0.652,0.685,0.827,0.669,0.767,0.839,0.679,0.777,0.843,0.677,0.764,0.843,0.677,0.747,0.845,30,28
41,6643,64,840.387,728.076,0.408,0.365,0.572,0.381,0.363,0.575,0.449,0.392,0.580,0.417,0.305,0.565,0.404,0.232,0.539,34,26
42,7600,2,117.787,74.913,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.276,0.084,0.355,0.303,0.135,0.405,26,16
43,7602,4,144.352,101.067,0.877,1.000,1.000,0.877,1.000,1.000,0.877,1.000,1.000,0.301,0.233,0.604,0.328,0.352,0.672,26,16
44,7598,8,193.777,152.196,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.328,0.467,0.783,0.472,0.752,0.891,27,14
45,7601,16,299.343,248.239,0.854,0.868,0.955,0.816,0.965,0.973,0.816,0.965,0.973,0.730,0.915,0.949,0.816,0.963,0.972,19,16
46,7602,32,513.663,441.926,0.664,0.709,0.790,0.656,0.713,0.786,0.668,0.717,0.788,0.661,0.703,0.792,0.653,0.650,0.794,29,25
47,7596,64,955.325,832.473,0.311,0.259,0.533,0.388,0.333,0.546,0.445,0.371,0.555,0.414,0.295,0.544,0.404,0.239,0.526,35,26
48,8560,2,122.199,81.363,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.294,0.079,0.351,0.285,0.128,0.398,27,17
49,8550,4,151.238,111.933,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.302,0.209,0.589,0.332,0.374,0.683,29,15
50,8536,8,212.610,165.854,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.334,0.435,0.771,0.330,0.649,0.860,29,16
51,8541,16,328.740,275.603,0.870,0.984,0.985,0.870,0.985,0.985,0.870,0.985,0.985,0.804,0.954,0.971,0.870,0.984,0.985,18,16
52,8548,32,572.505,493.796,0.670,0.766,0.839,0.673,0.777,0.840,0.678,0.787,0.843,0.664,0.773,0.838,0.648,0.726,0.839,31,28
53,8540,64,1065.949,933.968,0.416,0.356,0.563,0.398,0.343,0.562,0.456,0.378,0.570,0.425,0.312,0.567,0.429,0.256,0.558,34,27
54,9488,2,132.228,96.060,0.867,1.000,1.000,0.867,1.000,1.000,0.867,1.000,1.000,0.277,0.072,0.342,0.294,0.133,0.404,30,16
55,9500,4,158.886,120.449,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.302,0.202,0.586,0.305,0.339,0.660,29,18
